UID,Versuchsjahr,ParzNrFeld,Probe,Datum,LAP,NAG,GLS,MUP,MUX,Comments,NH4,NO3,S,Plot_Label,WiederholungNr,Kultur,Verfahren,SaatTag_DOY,SaatTag_Date,Total_N_fert_kg_ha,Total_Ertrag_HP_TS_kg_a,Total_N_Entzug_kg_ha,Total_P_Entzug_kg_ha,Total_OS_Prod_kg_ha,t2,t1,Nmin_Total,Delta_Nmin,Cum_Precip_mm,Cum_GDD_Interval,Cum_GDD_t1,Cum_GDD_t2,N_up_t1,N_up_t2,Interval_N_Entzug_kg_ha,LTE,date,year,plot_nr,treatment,crop,rep,Ntot,delta_nmin,yield,yield_type,yield_unit
2025_16,2025,16,B,2025-06-12,0,2.5355,13.6277,42.2774,1.7139,Well E2_NAG is contaminated.,0,0.91,NA,NA,NA,NA,"R,gülle",129.66666666666666,2025-05-09,NA,NA,163.12428301927574,NA,NA,2025-06-12,2025-05-15,0.91,-0.9600000000000001,130.6,267.7,45.2,312.90000000000003,0.03462082582188345,0.8556049367280376,0.8209841109061542,DEMO,2025-06-12,2025,16,"R,gülle",NA,B,0.91,-0.9600000000000001,NA,total_hp_ts,kg/a
2025_16,2025,16,B,2025-07-10,12.0752,6.807,20.1063,51.2147,5.6731,NA,0.04,3.29,NA,NA,NA,NA,"R,gülle",129.66666666666666,2025-05-09,NA,NA,163.12428301927574,NA,NA,2025-07-10,2025-06-12,3.33,2.42,64.3,450.1,312.90000000000003,763,0.8556049367280376,87.91111804235094,87.0555131056229,DEMO,2025-07-10,2025,16,"R,gülle",NA,B,3.33,2.42,NA,total_hp_ts,kg/a
2025_16,2025,16,B,2025-08-07,0,4.6488,19.8356,42.3245,4.1699,NA,0.02,0.5,NA,NA,NA,NA,"R,gülle",129.66666666666666,2025-05-09,NA,NA,163.12428301927574,NA,NA,2025-08-07,2025-07-10,0.52,-2.81,162.4,337.8,763,1100.8,87.91111804235094,160.7369680510155,72.82585000866457,DEMO,2025-08-07,2025,16,"R,gülle",NA,B,0.52,-2.81,NA,total_hp_ts,kg/a
2025_16,2025,16,B,2025-09-11,0.3877,7.7128,30.4313,67.2234,11.5617,NA,0.05,0.53,NA,NA,NA,NA,"R,gülle",129.66666666666666,2025-05-09,NA,NA,163.12428301927574,NA,NA,2025-09-11,2025-08-07,0.5800000000000001,0.06000000000000005,173.4,451.6,1100.8,1552.4,160.7369680510155,163.11354917401377,2.3765811229982603,DEMO,2025-09-11,2025,16,"R,gülle",NA,B,0.5800000000000001,0.06000000000000005,NA,total_hp_ts,kg/a
2025_4,2025,4,A,2025-05-15,0.4426,4.3898,8.8216,20.9428,1.2234,NA,0.13,2.82,0.24,NA,NA,NA,Null,137.33333333333334,2025-05-17,NA,NA,201.96202265852725,NA,NA,2025-05-15,2025-05-17,2.9499999999999997,NA,0,0,0,0,0.024921018151270694,0.024921018151270694,0,DEMO,2025-05-15,2025,4,Null,NA,A,2.9499999999999997,NA,NA,total_hp_ts,kg/a
2025_4,2025,4,A,2025-06-12,3.9628,2.2811,16.0979,21.1823,3.0067,NA,0.03,1.99,NA,NA,NA,NA,Null,137.33333333333334,2025-05-17,NA,NA,201.96202265852725,NA,NA,2025-06-12,2025-05-15,2.02,-0.9299999999999997,130.6,267.7,0,254.9,0.024921018151270694,0.5295404359422348,0.5046194177909641,DEMO,2025-06-12,2025,4,Null,NA,A,2.02,-0.9299999999999997,NA,total_hp_ts,kg/a
2025_4,2025,4,A,2025-07-10,0,1.9909,12.1132,11.1298,2.1013,NA,0.02,2.25,NA,NA,NA,NA,Null,137.33333333333334,2025-05-17,NA,NA,201.96202265852725,NA,NA,2025-07-10,2025-06-12,2.27,0.25,64.3,450.1,254.9,705,0.5295404359422348,74.3599088317698,73.83036839582756,DEMO,2025-07-10,2025,4,Null,NA,A,2.27,0.25,NA,total_hp_ts,kg/a
2025_4,2025,4,A,2025-08-07,0.4622,3.3121,12.2022,31.1223,6.6899,NA,0,1.01,NA,NA,NA,NA,Null,137.33333333333334,2025-05-17,NA,NA,201.96202265852725,NA,NA,2025-08-07,2025-07-10,1.01,-1.26,162.4,337.8,705,1042.8,74.3599088317698,196.11971841650825,121.75980958473845,DEMO,2025-08-07,2025,4,Null,NA,A,1.01,-1.26,NA,total_hp_ts,kg/a
2025_4,2025,4,A,2025-09-11,16.1973,5.746,19.7179,69.0209,12.4721,NA,0.03,1,NA,NA,NA,NA,Null,137.33333333333334,2025-05-17,NA,NA,201.96202265852725,NA,NA,2025-09-11,2025-08-07,1.03,0.020000000000000018,173.4,451.6,1042.8,1494.4,196.11971841650825,201.93536962499232,5.81565120848407,DEMO,2025-09-11,2025,4,Null,NA,A,1.03,0.020000000000000018,NA,total_hp_ts,kg/a
2025_4,2025,4,B,2025-05-15,0,3.0767,11.8099,50.6729,2.2907,NA,0.12,1.48,0,NA,NA,NA,Null,137.33333333333334,2025-05-17,NA,NA,201.96202265852725,NA,NA,2025-05-15,2025-05-17,1.6,NA,0,0,0,0,0.024921018151270694,0.024921018151270694,0,DEMO,2025-05-15,2025,4,Null,NA,B,1.6,NA,NA,total_hp_ts,kg/a
2025_4,2025,4,B,2025-06-12,0,1.8201,14.9928,32.9235,1.8718,NA,0.03,1.87,NA,NA,NA,NA,Null,137.33333333333334,2025-05-17,NA,NA,201.96202265852725,NA,NA,2025-06-12,2025-05-15,1.9000000000000001,0.30000000000000004,130.6,267.7,0,254.9,0.024921018151270694,0.5295404359422348,0.5046194177909641,DEMO,2025-06-12,2025,4,Null,NA,B,1.9000000000000001,0.30000000000000004,NA,total_hp_ts,kg/a
2025_4,2025,4,B,2025-07-10,0,3.0263,8.6064,36.5719,1.7949,NA,0.04,1.75,NA,NA,NA,NA,Null,137.33333333333334,2025-05-17,NA,NA,201.96202265852725,NA,NA,2025-07-10,2025-06-12,1.79,-0.1100000000000001,64.3,450.1,254.9,705,0.5295404359422348,74.3599088317698,73.83036839582756,DEMO,2025-07-10,2025,4,Null,NA,B,1.79,-0.1100000000000001,NA,total_hp_ts,kg/a
2025_4,2025,4,B,2025-08-07,0,6.1433,25.7932,65.5943,3.267,NA,0.01,0.68,NA,NA,NA,NA,Null,137.33333333333334,2025-05-17,NA,NA,201.96202265852725,NA,NA,2025-08-07,2025-07-10,0.6900000000000001,-1.1,162.4,337.8,705,1042.8,74.3599088317698,196.11971841650825,121.75980958473845,DEMO,2025-08-07,2025,4,Null,NA,B,0.6900000000000001,-1.1,NA,total_hp_ts,kg/a
2025_4,2025,4,B,2025-09-11,11.8712,7.5447,27.1372,75.2443,13.7145,NA,0.1,0.8,NA,NA,NA,NA,Null,137.33333333333334,2025-05-17,NA,NA,201.96202265852725,NA,NA,2025-09-11,2025-08-07,0.9,0.20999999999999996,173.4,451.6,1042.8,1494.4,196.11971841650825,201.93536962499232,5.81565120848407,DEMO,2025-09-11,2025,4,Null,NA,B,0.9,0.20999999999999996,NA,total_hp_ts,kg/a
2025_5,2025,5,A,2025-05-15,0,2.8324,16.3275,14.4228,1.1805,NA,0.15,2.66,0.47,NA,NA,NA,"St,mist",137.33333333333334,2025-05-17,NA,NA,318.0148743669502,NA,NA,2025-05-15,2025-05-17,2.81,NA,0,0,0,0,0.03924131057982457,0.03924131057982457,0,DEMO,2025-05-15,2025,5,"St,mist",NA,A,2.81,NA,NA,total_hp_ts,kg/a
2025_5,2025,5,A,2025-06-12,4.7605,4.4506,19.4757,46.5555,4.3013,NA,0.04,2.19,NA,NA,NA,NA,"St,mist",137.33333333333334,2025-05-17,NA,NA,318.0148743669502,NA,NA,2025-06-12,2025-05-15,2.23,-0.5800000000000001,130.6,267.7,0,254.9,0.03924131057982457,0.8338287218142969,0.7945874112344723,DEMO,2025-06-12,2025,5,"St,mist",NA,A,2.23,-0.5800000000000001,NA,total_hp_ts,kg/a
2025_5,2025,5,A,2025-07-10,0,4.8288,14.466,56.7447,4.1274,NA,0.1,3.83,NA,NA,NA,NA,"St,mist",137.33333333333334,2025-05-17,NA,NA,318.0148743669502,NA,NA,2025-07-10,2025-06-12,3.93,1.7000000000000002,64.3,450.1,254.9,705,0.8338287218142969,117.08912771712477,116.25529899531047,DEMO,2025-07-10,2025,5,"St,mist",NA,A,3.93,1.7000000000000002,NA,total_hp_ts,kg/a
2025_5,2025,5,A,2025-08-07,0,6.5952,22.3378,56.0922,5.3221,NA,0,2.12,NA,NA,NA,NA,"St,mist",137.33333333333334,2025-05-17,NA,NA,318.0148743669502,NA,NA,2025-08-07,2025-07-10,2.12,-1.81,162.4,337.8,705,1042.8,117.08912771712477,308.81542377182257,191.7262960546978,DEMO,2025-08-07,2025,5,"St,mist",NA,A,2.12,-1.81,NA,total_hp_ts,kg/a
2025_5,2025,5,A,2025-09-11,5.126,5.8185,24.1573,82.3028,12.752,NA,0.25,0.87,NA,NA,NA,NA,"St,mist",137.33333333333334,2025-05-17,NA,NA,318.0148743669502,NA,NA,2025-09-11,2025-08-07,1.12,-1,173.4,451.6,1042.8,1494.4,308.81542377182257,317.9729057780069,9.157482006184352,DEMO,2025-09-11,2025,5,"St,mist",NA,A,1.12,-1,NA,total_hp_ts,kg/a
2025_5,2025,5,B,2025-05-15,0.7556,10.375,19.4923,46.6055,3.3025,NA,0.18,2.58,1.37,NA,NA,NA,"St,mist",137.33333333333334,2025-05-17,NA,NA,318.0148743669502,NA,NA,2025-05-15,2025-05-17,2.7600000000000002,NA,0,0,0,0,0.03924131057982457,0.03924131057982457,0,DEMO,2025-05-15,2025,5,"St,mist",NA,B,2.7600000000000002,NA,NA,total_hp_ts,kg/a
2025_5,2025,5,B,2025-06-12,5.635,5.2623,22.5898,47.1518,3.914,NA,0.01,1.59,NA,NA,NA,NA,"St,mist",137.33333333333334,2025-05-17,NA,NA,318.0148743669502,NA,NA,2025-06-12,2025-05-15,1.6,-1.1600000000000001,130.6,267.7,0,254.9,0.03924131057982457,0.8338287218142969,0.7945874112344723,DEMO,2025-06-12,2025,5,"St,mist",NA,B,1.6,-1.1600000000000001,NA,total_hp_ts,kg/a
2025_5,2025,5,B,2025-07-10,0,6.8154,18.0738,46.2614,5.002,NA,0.06,1.6,NA,NA,NA,NA,"St,mist",137.33333333333334,2025-05-17,NA,NA,318.0148743669502,NA,NA,2025-07-10,2025-06-12,1.6600000000000001,0.06000000000000005,64.3,450.1,254.9,705,0.8338287218142969,117.08912771712477,116.25529899531047,DEMO,2025-07-10,2025,5,"St,mist",NA,B,1.6600000000000001,0.06000000000000005,NA,total_hp_ts,kg/a
2025_5,2025,5,B,2025-08-07,0,4.8759,22.7945,63.0152,3.8175,Well D2_NAG is contaminated.,0.02,0.39,NA,NA,NA,NA,"St,mist",137.33333333333334,2025-05-17,NA,NA,318.0148743669502,NA,NA,2025-08-07,2025-07-10,0.41000000000000003,-1.25,162.4,337.8,705,1042.8,117.08912771712477,308.81542377182257,191.7262960546978,DEMO,2025-08-07,2025,5,"St,mist",NA,B,0.41000000000000003,-1.25,NA,total_hp_ts,kg/a
2025_5,2025,5,B,2025-09-11,6.1948,5.4062,24.6901,68.769,12.6786,NA,0.18,0.67,NA,NA,NA,NA,"St,mist",137.33333333333334,2025-05-17,NA,NA,318.0148743669502,NA,NA,2025-09-11,2025-08-07,0.8500000000000001,0.44000000000000006,173.4,451.6,1042.8,1494.4,308.81542377182257,317.9729057780069,9.157482006184352,DEMO,2025-09-11,2025,5,"St,mist",NA,B,0.8500000000000001,0.44000000000000006,NA,total_hp_ts,kg/a
2025_7,2025,7,A,2025-05-15,0,3.4242,17.1973,46.3904,1.7884,NA,0.14,1.68,1.75,NA,NA,NA,NPK,137.33333333333334,2025-05-17,NA,NA,382.9403477259206,NA,NA,2025-05-15,2025-05-17,1.8199999999999998,NA,0,0,0,0,0.04725276183566011,0.04725276183566011,0,DEMO,2025-05-15,2025,7,NPK,NA,A,1.8199999999999998,NA,NA,total_hp_ts,kg/a
2025_7,2025,7,A,2025-06-12,0,4.4079,20.1245,30.3222,2.4868,Well C3_GLS is contaminated.,0.18,3.48,NA,NA,NA,NA,NPK,137.33333333333334,2025-05-17,NA,NA,382.9403477259206,NA,NA,2025-06-12,2025-05-15,3.66,1.8400000000000003,130.6,267.7,0,254.9,0.04725276183566011,1.0040620310953945,0.9568092692597344,DEMO,2025-06-12,2025,7,NPK,NA,A,3.66,1.8400000000000003,NA,total_hp_ts,kg/a
2025_7,2025,7,A,2025-07-10,0,4.5654,17.4801,52.0358,2.88,NA,0.82,3.93,NA,NA,NA,NA,NPK,137.33333333333334,2025-05-17,NA,NA,382.9403477259206,NA,NA,2025-07-10,2025-06-12,4.75,1.0899999999999999,64.3,450.1,254.9,705,1.0040620310953945,140.99388078050322,139.98981874940782,DEMO,2025-07-10,2025,7,NPK,NA,A,4.75,1.0899999999999999,NA,total_hp_ts,kg/a
2025_7,2025,7,A,2025-08-07,0,4.4055,27.9011,67.6334,2.3765,NA,0.04,2.59,NA,NA,NA,NA,NPK,137.33333333333334,2025-05-17,NA,NA,382.9403477259206,NA,NA,2025-08-07,2025-07-10,2.63,-2.12,162.4,337.8,705,1042.8,140.99388078050322,371.8627501236126,230.8688693431094,DEMO,2025-08-07,2025,7,NPK,NA,A,2.63,-2.12,NA,total_hp_ts,kg/a
2025_7,2025,7,A,2025-09-11,1.5212,8.1386,29.8748,60.741,12.2614,NA,0.19,0.45,NA,NA,NA,NA,NPK,137.33333333333334,2025-05-17,NA,NA,382.9403477259206,NA,NA,2025-09-11,2025-08-07,0.64,-1.9899999999999998,173.4,451.6,1042.8,1494.4,371.8627501236126,382.8898108883733,11.027060764760677,DEMO,2025-09-11,2025,7,NPK,NA,A,0.64,-1.9899999999999998,NA,total_hp_ts,kg/a
2025_7,2025,7,B,2025-05-15,0,5.2991,16.7065,42.0737,2.2306,NA,0.24,1.66,3.56,NA,NA,NA,NPK,137.33333333333334,2025-05-17,NA,NA,382.9403477259206,NA,NA,2025-05-15,2025-05-17,1.9,NA,0,0,0,0,0.04725276183566011,0.04725276183566011,0,DEMO,2025-05-15,2025,7,NPK,NA,B,1.9,NA,NA,total_hp_ts,kg/a
2025_7,2025,7,B,2025-06-12,0,2.3495,13.0822,21.5263,1.746,NA,0.07,2.92,NA,NA,NA,NA,NPK,137.33333333333334,2025-05-17,NA,NA,382.9403477259206,NA,NA,2025-06-12,2025-05-15,2.9899999999999998,1.0899999999999999,130.6,267.7,0,254.9,0.04725276183566011,1.0040620310953945,0.9568092692597344,DEMO,2025-06-12,2025,7,NPK,NA,B,2.9899999999999998,1.0899999999999999,NA,total_hp_ts,kg/a
2025_7,2025,7,B,2025-07-10,0,3.9534,7.3817,48.425,2.367,NA,0.77,4.37,NA,NA,NA,NA,NPK,137.33333333333334,2025-05-17,NA,NA,382.9403477259206,NA,NA,2025-07-10,2025-06-12,5.140000000000001,2.150000000000001,64.3,450.1,254.9,705,1.0040620310953945,140.99388078050322,139.98981874940782,DEMO,2025-07-10,2025,7,NPK,NA,B,5.140000000000001,2.150000000000001,NA,total_hp_ts,kg/a
2025_7,2025,7,B,2025-08-07,0,5.4832,23.4647,30.7705,2.4282,NA,0.25,1.24,NA,NA,NA,NA,NPK,137.33333333333334,2025-05-17,NA,NA,382.9403477259206,NA,NA,2025-08-07,2025-07-10,1.49,-3.6500000000000004,162.4,337.8,705,1042.8,140.99388078050322,371.8627501236126,230.8688693431094,DEMO,2025-08-07,2025,7,NPK,NA,B,1.49,-3.6500000000000004,NA,total_hp_ts,kg/a
2025_7,2025,7,B,2025-09-11,0,9.3081,35.0362,80.0637,14.2523,NA,0.3,0.56,NA,NA,NA,NA,NPK,137.33333333333334,2025-05-17,NA,NA,382.9403477259206,NA,NA,2025-09-11,2025-08-07,0.8600000000000001,-0.6299999999999999,173.4,451.6,1042.8,1494.4,371.8627501236126,382.8898108883733,11.027060764760677,DEMO,2025-09-11,2025,7,NPK,NA,B,0.8600000000000001,-0.6299999999999999,NA,total_hp_ts,kg/a
2025_8,2025,8,A,2025-05-15,0,2.0321,7.8086,26.5731,1.5922,NA,0.13,2.06,0.5,NA,NA,NA,"R,gülle",137.33333333333334,2025-05-17,NA,NA,328.2876609551491,NA,NA,2025-05-15,2025-05-17,2.19,NA,0,0,0,0,0.040508916725072425,0.040508916725072425,0,DEMO,2025-05-15,2025,8,"R,gülle",NA,A,2.19,NA,NA,total_hp_ts,kg/a
2025_8,2025,8,A,2025-06-12,0,6.3424,20.4853,47.4793,2.7239,NA,0.04,3.22,NA,NA,NA,NA,"R,gülle",137.33333333333334,2025-05-17,NA,NA,328.2876609551491,NA,NA,2025-06-12,2025-05-15,3.2600000000000002,1.0700000000000003,130.6,267.7,0,254.9,0.040508916725072425,0.8607637654262038,0.8202548487011314,DEMO,2025-06-12,2025,8,"R,gülle",NA,A,3.2600000000000002,1.0700000000000003,NA,total_hp_ts,kg/a
2025_8,2025,8,A,2025-07-10,0,7.1419,14.1594,59.1703,5.3585,NA,0.12,2.81,NA,NA,NA,NA,"R,gülle",137.33333333333334,2025-05-17,NA,NA,328.2876609551491,NA,NA,2025-07-10,2025-06-12,2.93,-0.33000000000000007,64.3,450.1,254.9,705,0.8607637654262038,120.87144017414671,120.01067640872051,DEMO,2025-07-10,2025,8,"R,gülle",NA,A,2.93,-0.33000000000000007,NA,total_hp_ts,kg/a
2025_8,2025,8,A,2025-08-07,0,4.5338,17.2458,73.9532,3.9235,Well E2_NAG is contaminated.,0.01,1.22,NA,NA,NA,NA,"R,gülle",137.33333333333334,2025-05-17,NA,NA,328.2876609551491,NA,NA,2025-08-07,2025-07-10,1.23,-1.7000000000000002,162.4,337.8,705,1042.8,120.87144017414671,318.79104189304155,197.91960171889485,DEMO,2025-08-07,2025,8,"R,gülle",NA,A,1.23,-1.7000000000000002,NA,total_hp_ts,kg/a
2025_8,2025,8,A,2025-09-11,5.8971,7.3715,31.8903,87.7641,18.0543,NA,0.43,0.44,NA,NA,NA,NA,"R,gülle",137.33333333333334,2025-05-17,NA,NA,328.2876609551491,NA,NA,2025-09-11,2025-08-07,0.87,-0.36,173.4,451.6,1042.8,1494.4,318.79104189304155,328.24433666119836,9.453294768156809,DEMO,2025-09-11,2025,8,"R,gülle",NA,A,0.87,-0.36,NA,total_hp_ts,kg/a
2025_8,2025,8,B,2025-05-15,0,4.2567,15.6643,52.4517,2.838,NA,0.15,2.79,0.73,NA,NA,NA,"R,gülle",137.33333333333334,2025-05-17,NA,NA,328.2876609551491,NA,NA,2025-05-15,2025-05-17,2.94,NA,0,0,0,0,0.040508916725072425,0.040508916725072425,0,DEMO,2025-05-15,2025,8,"R,gülle",NA,B,2.94,NA,NA,total_hp_ts,kg/a
2025_8,2025,8,B,2025-06-12,0,5.3639,17.7669,50.3426,2.7211,NA,0.03,3.39,NA,NA,NA,NA,"R,gülle",137.33333333333334,2025-05-17,NA,NA,328.2876609551491,NA,NA,2025-06-12,2025-05-15,3.42,0.48,130.6,267.7,0,254.9,0.040508916725072425,0.8607637654262038,0.8202548487011314,DEMO,2025-06-12,2025,8,"R,gülle",NA,B,3.42,0.48,NA,total_hp_ts,kg/a
2025_8,2025,8,B,2025-07-10,6.493,6.728,15.1235,45.8044,5.4494,NA,0.04,3.29,NA,NA,NA,NA,"R,gülle",137.33333333333334,2025-05-17,NA,NA,328.2876609551491,NA,NA,2025-07-10,2025-06-12,3.33,-0.08999999999999986,64.3,450.1,254.9,705,0.8607637654262038,120.87144017414671,120.01067640872051,DEMO,2025-07-10,2025,8,"R,gülle",NA,B,3.33,-0.08999999999999986,NA,total_hp_ts,kg/a
2025_8,2025,8,B,2025-08-07,0,4.3403,18.3739,43.1284,3.284,NA,0.02,0.85,NA,NA,NA,NA,"R,gülle",137.33333333333334,2025-05-17,NA,NA,328.2876609551491,NA,NA,2025-08-07,2025-07-10,0.87,-2.46,162.4,337.8,705,1042.8,120.87144017414671,318.79104189304155,197.91960171889485,DEMO,2025-08-07,2025,8,"R,gülle",NA,B,0.87,-2.46,NA,total_hp_ts,kg/a
2025_8,2025,8,B,2025-09-11,7.6982,8.1456,39.6886,89.5886,14.5172,NA,0.25,1.32,NA,NA,NA,NA,"R,gülle",137.33333333333334,2025-05-17,NA,NA,328.2876609551491,NA,NA,2025-09-11,2025-08-07,1.57,0.7000000000000001,173.4,451.6,1042.8,1494.4,318.79104189304155,328.24433666119836,9.453294768156809,DEMO,2025-09-11,2025,8,"R,gülle",NA,B,1.57,0.7000000000000001,NA,total_hp_ts,kg/a
2025_9,2025,9,A,2025-05-15,5.8229,4.3667,14.8081,63.0637,3.9241,NA,0.12,1.34,1.67,NA,NA,NA,PK,129.66666666666666,2025-05-09,NA,NA,83.8501175329669,NA,NA,2025-05-15,2025-05-09,1.46,NA,1.9,45.2,0,45.2,0.010346649699376147,0.017796003516596434,0.007449353817220287,DEMO,2025-05-15,2025,9,PK,NA,A,1.46,NA,NA,total_hp_ts,kg/a
2025_9,2025,9,A,2025-06-12,11.1377,5.5974,13.9819,53.758,4.5195,NA,0.02,0.66,NA,NA,NA,NA,PK,129.66666666666666,2025-05-09,NA,NA,83.8501175329669,NA,NA,2025-06-12,2025-05-15,0.68,-0.7799999999999999,130.6,267.7,45.2,312.90000000000003,0.017796003516596434,0.4398031560877735,0.42200715257117705,DEMO,2025-06-12,2025,9,PK,NA,A,0.68,-0.7799999999999999,NA,total_hp_ts,kg/a
2025_9,2025,9,A,2025-07-10,2.0369,4.3048,15.6754,57.9987,3.095,NA,0.03,0.73,NA,NA,NA,NA,PK,129.66666666666666,2025-05-09,NA,NA,83.8501175329669,NA,NA,2025-07-10,2025-06-12,0.76,0.07999999999999996,64.3,450.1,312.90000000000003,763,0.4398031560877735,45.188597576454086,44.74879442036631,DEMO,2025-07-10,2025,9,PK,NA,A,0.76,0.07999999999999996,NA,total_hp_ts,kg/a
2025_9,2025,9,A,2025-08-07,12.4898,5.4651,10.1062,51.8595,2.782,NA,0.05,0.63,NA,NA,NA,NA,PK,129.66666666666666,2025-05-09,NA,NA,83.8501175329669,NA,NA,2025-08-07,2025-07-10,0.68,-0.07999999999999996,162.4,337.8,763,1100.8,45.188597576454086,82.62297564475902,37.43437806830494,DEMO,2025-08-07,2025,9,PK,NA,A,0.68,-0.07999999999999996,NA,total_hp_ts,kg/a
2025_9,2025,9,A,2025-09-11,21.4407,10.1751,23.5378,55.8797,11.8842,NA,0.07,0.32,NA,NA,NA,NA,PK,129.66666666666666,2025-05-09,NA,NA,83.8501175329669,NA,NA,2025-09-11,2025-08-07,0.39,-0.29000000000000004,173.4,451.6,1100.8,1552.4,82.62297564475902,83.84460005776249,1.2216244130034681,DEMO,2025-09-11,2025,9,PK,NA,A,0.39,-0.29000000000000004,NA,total_hp_ts,kg/a
2025_9,2025,9,B,2025-05-15,0,1.9081,10.5655,22.7724,2.8255,NA,0.12,1.82,4.67,NA,NA,NA,PK,129.66666666666666,2025-05-09,NA,NA,83.8501175329669,NA,NA,2025-05-15,2025-05-09,1.94,NA,1.9,45.2,0,45.2,0.010346649699376147,0.017796003516596434,0.007449353817220287,DEMO,2025-05-15,2025,9,PK,NA,B,1.94,NA,NA,total_hp_ts,kg/a
2025_9,2025,9,B,2025-06-12,9.177,3.4257,15.2156,39.8951,2.1643,NA,0.01,0.93,NA,NA,NA,NA,PK,129.66666666666666,2025-05-09,NA,NA,83.8501175329669,NA,NA,2025-06-12,2025-05-15,0.9400000000000001,-0.9999999999999999,130.6,267.7,45.2,312.90000000000003,0.017796003516596434,0.4398031560877735,0.42200715257117705,DEMO,2025-06-12,2025,9,PK,NA,B,0.9400000000000001,-0.9999999999999999,NA,total_hp_ts,kg/a
2025_9,2025,9,B,2025-07-10,8.922,5.9207,9.8275,66.3975,2.6484,NA,0.04,0.78,NA,NA,NA,NA,PK,129.66666666666666,2025-05-09,NA,NA,83.8501175329669,NA,NA,2025-07-10,2025-06-12,0.8200000000000001,-0.12,64.3,450.1,312.90000000000003,763,0.4398031560877735,45.188597576454086,44.74879442036631,DEMO,2025-07-10,2025,9,PK,NA,B,0.8200000000000001,-0.12,NA,total_hp_ts,kg/a
2025_9,2025,9,B,2025-08-07,9.1227,3.612,12.3776,51.5462,4.5076,Well D3_GLS is contaminated.,0.01,0.42,NA,NA,NA,NA,PK,129.66666666666666,2025-05-09,NA,NA,83.8501175329669,NA,NA,2025-08-07,2025-07-10,0.43,-0.39000000000000007,162.4,337.8,763,1100.8,45.188597576454086,82.62297564475902,37.43437806830494,DEMO,2025-08-07,2025,9,PK,NA,B,0.43,-0.39000000000000007,NA,total_hp_ts,kg/a
2025_9,2025,9,B,2025-09-11,14.8783,6.8938,26.4802,69.8383,11.6774,NA,0.19,0.33,NA,NA,NA,NA,PK,129.66666666666666,2025-05-09,NA,NA,83.8501175329669,NA,NA,2025-09-11,2025-08-07,0.52,0.09000000000000002,173.4,451.6,1100.8,1552.4,82.62297564475902,83.84460005776249,1.2216244130034681,DEMO,2025-09-11,2025,9,PK,NA,B,0.52,0.09000000000000002,NA,total_hp_ts,kg/a
