date,id_lysi,treat,carbon,NH4_N,NO3_N,BOB,LAP,NAG,GLS,MUP,MUX,Comments,SW,year,plot_nr,treatment,soil_type,crop,NH4,NO3,Ntot,LTE,id_treat,date_short,TS g/100g,NO3-N,NH4-N,NMin 0-30 cm [kgN/ha],NMin 0-60 cm [kgN/ha],fertilisation [kgN/ha],precip_sum,Precip_7d,Precip_14d,Precip_30d,GDD_cum,GDD_7d,GDD_14d,GDD_30d,Aridity_14d
2026-06-18,20,optimized,low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,20,optimized,low,WW,0.254,88.23,88.48400000000001,Lysimeter,optimized,T3,82.633,88.23,0.254,88.484,201.3051663602941,-1.3051663602940948,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-06-18,21,null,high,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,21,null,high,WW,0,48.376,48.376,Lysimeter,null,T3,81.217,48.376,0,48.376,99.65381114551082,80.34618885448918,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-06-18,22,optimized,low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,22,optimized,low,WW,0,56.507,56.507,Lysimeter,optimized,T3,84.404,56.507,0,56.507,128.5560218290441,71.44397817095589,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-06-18,23,optimized,high,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,23,optimized,high,WW,0,50.803,50.803,Lysimeter,optimized,T3,79.819,50.803,0,50.803,105.35264845242644,74.64735154757356,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-06-18,24,optimized,low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,24,optimized,low,WW,0.255,64.967,65.222,Lysimeter,optimized,T3,82.467,64.967,0.255,65.222,148.3830473345588,51.6169526654412,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-06-18,25,conventional,high,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,25,conventional,high,WW,0.26,117.961,118.221,Lysimeter,conventional,T3,80.686,117.961,0.26,118.221,297.3109359267734,-97.31093592677342,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-06-18,26,optimized,low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,26,optimized,low,WW,0.252,56.97,57.222,Lysimeter,optimized,T3,83.349,56.97,0.252,57.222,130.1826796875,69.81732031249999,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-06-18,27,null,high,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,27,null,high,WW,0,46.469,46.469,Lysimeter,null,T3,83.646,46.469,0,46.469,95.72542066563469,84.27457933436533,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-06-18,28,inhibitor,low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,28,inhibitor,low,WW,0,53.098,53.098,Lysimeter,inhibitor,T3,81.512,53.098,0,53.098,134.0588381631743,65.9411618368257,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-06-18,29,inhibitor,high,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,29,inhibitor,high,WW,0,67.074,67.074,Lysimeter,inhibitor,T3,81.13,67.074,0,67.074,141.503941596366,58.49605840363401,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-06-18,30,conventional,low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,30,conventional,low,WW,0.251,66.35,66.601,Lysimeter,conventional,T3,83.598,66.35,0.251,66.602,144.7308005854373,55.269199414562735,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-06-18,31,inhibitor,high,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,31,inhibitor,high,WW,0,68.273,68.273,Lysimeter,inhibitor,T3,78.474,68.273,0,68.273,144.0334347826087,55.96656521739129,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026-06-18,32,inhibitor,low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,32,inhibitor,low,WW,0,72.233,72.233,Lysimeter,inhibitor,T3,82.899,72.233,0,72.233,182.369807846634,17.63019215336601,NA,NA,NA,NA,NA,NA,NA,NA,NA
