BOB,ID,Site,Crop,Year,PLZ,Date,Treatment,Depth,Rep,LAP,NAG,GLS,MUP,MUX,date,year,plot_nr,crop,treatment,depth,rep,NH4,NO3,Ntot,yield,yield_type,yield_unit,LTE
BOB_09,704SM258472T3null30,704,SM,25,8472,T3,null,30,NA,NA,27.152,164.548,577.919,37.807,T3,25,704,SM,null,30,NA,0.2,9.9,61,NA,NA,NA,Fields25
BOB_09,704SM258472T3null60,704,SM,25,8472,T3,null,60,NA,NA,28.755,239.833,644.758,36.639,T3,25,704,SM,null,60,NA,0.4,7,61,NA,NA,NA,Fields25
BOB_05,705SM258479T1null30,705,SM,25,8479,T1,null,30,NA,121.691,62.273,216.077,711.248,44.746,T1,25,705,SM,null,30,NA,0,12.8,82.3,NA,NA,NA,Fields25
BOB_05,705SM258479T1ueblich60,705,SM,25,8479,T1,ueblich,60,NA,23.214,36.941,10.155,426.344,28.842,T1,25,705,SM,ueblich,60,NA,0,5.2,82.2,198.7,silo,dt/ha,Fields25
BOB_06,705SM258479T1empfohlen30,705,SM,25,8479,T1,empfohlen,30,NA,115.831,69.632,272.346,970.628,45.356,T1,25,705,SM,empfohlen,30,NA,0,12.1,79.6,191.7,silo,dt/ha,Fields25
BOB_06,705SM258479T1null60,705,SM,25,8479,T1,null,60,NA,150.051,33.809,120.409,520.081,28.296,T1,25,705,SM,null,60,NA,0,5.3,82.3,NA,NA,NA,Fields25
BOB_09,705SM258479T1empfohlen60,705,SM,25,8479,T1,empfohlen,60,NA,96.899,40.116,131.073,467.703,4.569,T1,25,705,SM,empfohlen,60,NA,0,5.1,79.6,191.7,silo,dt/ha,Fields25
BOB_09,705SM258479T1ueblich30,705,SM,25,8479,T1,ueblich,30,NA,22.284,6.308,384.736,713.168,48.956,T1,25,705,SM,ueblich,30,NA,0,12.7,82.2,198.7,silo,dt/ha,Fields25
BOB_05,705SM258479T2null30,705,SM,25,8479,T2,null,30,NA,NA,40.441,230.684,572.471,41.902,T2,25,705,SM,null,30,NA,0.1,13.2,102.6,NA,NA,NA,Fields25
BOB_05,705SM258479T2ueblich60,705,SM,25,8479,T2,ueblich,60,NA,180.567,33.884,77.324,99.472,28.656,T2,25,705,SM,ueblich,60,NA,0.1,8.7,165,198.7,silo,dt/ha,Fields25
BOB_06,705SM258479T2empfohlen30,705,SM,25,8479,T2,empfohlen,30,NA,NA,99.534,331.569,674.607,45.959,T2,25,705,SM,empfohlen,30,NA,0.4,30.4,192.9,191.7,silo,dt/ha,Fields25
BOB_06,705SM258479T2null60,705,SM,25,8479,T2,null,60,NA,72.201,4.528,111.035,473.841,3.072,T2,25,705,SM,null,60,NA,0.1,6.9,102.6,NA,NA,NA,Fields25
BOB_09,705SM258479T2empfohlen60,705,SM,25,8479,T2,empfohlen,60,NA,NA,58.074,142.501,299.313,23.057,T2,25,705,SM,empfohlen,60,NA,0.4,9.8,192.9,191.7,silo,dt/ha,Fields25
BOB_09,705SM258479T2ueblich30,705,SM,25,8479,T2,ueblich,30,NA,277.633,61.252,328.914,571.544,68.758,T2,25,705,SM,ueblich,30,NA,0.1,29.5,165,198.7,silo,dt/ha,Fields25
BOB_05,705SM258479T3empfohlen30,705,SM,25,8479,T3,empfohlen,30,NA,NA,71.503,252.636,793.627,26.706,T3,25,705,SM,empfohlen,30,NA,0.9,3.5,24.3,191.7,silo,dt/ha,Fields25
BOB_05,705SM258479T3ueblich60,705,SM,25,8479,T3,ueblich,60,NA,11.607,28.323,80.535,586.087,15.115,T3,25,705,SM,ueblich,60,NA,0.6,1.9,37.4,198.7,silo,dt/ha,Fields25
BOB_06,705SM258479T3ueblich30,705,SM,25,8479,T3,ueblich,30,NA,286.121,54.487,330.782,671.324,36.184,T3,25,705,SM,ueblich,30,NA,0.4,6.2,37.4,198.7,silo,dt/ha,Fields25
BOB_06,705SM258479T3empfohlen60,705,SM,25,8479,T3,empfohlen,60,NA,NA,6.935,152.412,506.583,19.215,T3,25,705,SM,empfohlen,60,NA,0.5,0.6,24.3,191.7,silo,dt/ha,Fields25
BOB_09,705SM258479T3null60,705,SM,25,8479,T3,null,60,NA,92.121,2.613,83.343,610.612,26.924,T3,25,705,SM,null,60,NA,0.5,0.8,21.9,NA,NA,NA,Fields25
BOB_09,705SM258479T3null30,705,SM,25,8479,T3,null,30,NA,NA,65.217,26.854,602.635,21.423,T3,25,705,SM,null,30,NA,0.5,4,21.9,NA,NA,NA,Fields25
BOB_05,706SM254566T1null30,706,SM,25,4566,T1,null,30,NA,NA,157.131,404.145,824.231,50.198,T1,25,706,SM,null,30,NA,0.6,11.4,67.2,NA,NA,NA,Fields25
BOB_05,706SM254566T1ueblich60,706,SM,25,4566,T1,ueblich,60,NA,NA,77.734,285.884,595.213,47.849,T1,25,706,SM,ueblich,60,NA,0.3,10.2,59.3,NA,NA,NA,Fields25
BOB_06,706SM254566T1empfohlen60,706,SM,25,4566,T1,empfohlen,60,NA,NA,91.801,239.796,799.511,46.029,T1,25,706,SM,empfohlen,60,NA,0.3,4.2,60.2,NA,silo,dt/ha,Fields25
BOB_06,706SM254566T1null60,706,SM,25,4566,T1,null,60,NA,NA,81.706,165.719,725.805,31.899,T1,25,706,SM,null,60,NA,0.6,4,67.2,NA,NA,NA,Fields25
BOB_09,706SM254566T1empfohlen30,706,SM,25,4566,T1,empfohlen,30,NA,NA,137.067,451.344,980.648,65.813,T1,25,706,SM,empfohlen,30,NA,0.4,10,60.2,NA,silo,dt/ha,Fields25
BOB_09,706SM254566T1ueblich30,706,SM,25,4566,T1,ueblich,30,NA,NA,143.489,403.525,974.552,6.922,T1,25,706,SM,ueblich,30,NA,0.9,4,59.3,NA,NA,NA,Fields25
BOB_05,706SM254566T2null30,706,SM,25,4566,T2,null,30,NA,NA,179.409,429.815,60.811,58.956,T2,25,706,SM,null,30,NA,2.8,20,136.4,NA,NA,NA,Fields25
BOB_05,706SM254566T2null60,706,SM,25,4566,T2,null,60,NA,NA,110.179,303.715,84.592,47.829,T2,25,706,SM,null,60,NA,1.2,8.4,136.4,NA,NA,NA,Fields25
BOB_06,706SM254566T2ueblich30,706,SM,25,4566,T2,ueblich,30,NA,NA,131.377,721.696,906.641,71.823,T2,25,706,SM,ueblich,30,NA,6.9,51.1,350.3,NA,NA,NA,Fields25
BOB_06,706SM254566T2ueblich60,706,SM,25,4566,T2,ueblich,60,NA,NA,79.889,29.799,700.536,31.515,T2,25,706,SM,ueblich,60,NA,1.8,13.1,350.3,NA,NA,NA,Fields25
BOB_09,706SM254566T2empfohlen30,706,SM,25,4566,T2,empfohlen,30,NA,NA,166.659,605.255,747.967,61.786,T2,25,706,SM,empfohlen,30,NA,3.8,32.5,220.7,NA,silo,dt/ha,Fields25
BOB_09,706SM254566T2empfohlen60,706,SM,25,4566,T2,empfohlen,60,NA,NA,74.146,244.099,709.974,52.564,T2,25,706,SM,empfohlen,60,NA,1.1,10.7,220.7,NA,silo,dt/ha,Fields25
BOB_05,706SM254566T3ueblich30,706,SM,25,4566,T3,ueblich,30,NA,NA,67.627,378.747,943.418,39.288,T3,25,706,SM,ueblich,30,NA,2.9,18.1,105,NA,NA,NA,Fields25
BOB_05,706SM254566T3ueblich60,706,SM,25,4566,T3,ueblich,60,NA,NA,56.346,210.644,717.046,24.915,T3,25,706,SM,ueblich,60,NA,0.9,7.5,105,NA,NA,NA,Fields25
BOB_06,706SM254566T3empfohlen60,706,SM,25,4566,T3,empfohlen,60,NA,NA,87.557,278.546,858.289,57.444,T3,25,706,SM,empfohlen,60,NA,0.6,4.8,74.2,NA,silo,dt/ha,Fields25
BOB_06,706SM254566T3null60,706,SM,25,4566,T3,null,60,NA,NA,61.958,219.571,821.468,25.484,T3,25,706,SM,null,60,NA,0.7,3.8,66.2,NA,NA,NA,Fields25
BOB_09,706SM254566T3empfohlen30,706,SM,25,4566,T3,empfohlen,30,NA,NA,110.721,318.283,744.717,60.922,T3,25,706,SM,empfohlen,30,NA,1.7,13.6,74.2,NA,silo,dt/ha,Fields25
BOB_09,706SM254566T3null30,706,SM,25,4566,T3,null,30,NA,NA,84.253,402.461,878.694,44.901,T3,25,706,SM,null,30,NA,1.6,12.3,66.2,NA,NA,NA,Fields25
BOB_05,707SM256034T1empfohlen30,707,SM,25,6034,T1,empfohlen,30,NA,NA,39.894,201.229,522.184,27.526,T1,25,707,SM,empfohlen,30,NA,2.7,9.4,64.8,NA,silo,dt/ha,Fields25
BOB_05,707SM256034T1empfohlen60,707,SM,25,6034,T1,empfohlen,60,NA,111.441,23.531,23.303,91.714,13.991,T1,25,707,SM,empfohlen,60,NA,0.9,1.1,64.8,NA,silo,dt/ha,Fields25
BOB_05,707SM256034T1hofduenger30,707,SM,25,6034,T1,hofduenger,30,NA,203.342,55.012,15.601,501.925,49.365,T1,25,707,SM,hofduenger,30,NA,7.4,12.3,92.3,NA,NA,NA,Fields25
BOB_06,707SM256034T1hofduenger60,707,SM,25,6034,T1,hofduenger,60,NA,110.267,NA,NA,NA,15.094,T1,25,707,SM,hofduenger,60,NA,0.8,1.2,92.3,NA,NA,NA,Fields25
BOB_06,707SM256034T1null60,707,SM,25,6034,T1,null,60,NA,174.308,28.995,30.208,332.754,20.217,T1,25,707,SM,null,60,NA,0.7,1.3,84.3,NA,NA,NA,Fields25
BOB_06,707SM256034T1ueblich60,707,SM,25,6034,T1,ueblich,60,NA,137.994,35.887,31.574,283.666,15.486,T1,25,707,SM,ueblich,60,NA,1.1,1.5,76.2,NA,silo,dt/ha,Fields25
BOB_09,707SM256034T1null30,707,SM,25,6034,T1,null,30,NA,210.999,49.783,149.182,505.851,47.261,T1,25,707,SM,null,30,NA,4.3,10.2,84.3,NA,NA,NA,Fields25
BOB_09,707SM256034T1ueblich30,707,SM,25,6034,T1,ueblich,30,NA,254.598,56.296,194.914,42.346,34.358,T1,25,707,SM,ueblich,30,NA,3.4,10.2,76.2,NA,silo,dt/ha,Fields25
BOB_09,707SM256034T1ueblich60,707,SM,25,6034,T1,ueblich,60,NA,188.664,39.119,53.646,363.432,29.651,T1,25,707,SM,ueblich,60,NA,1.1,1.5,76.2,NA,silo,dt/ha,Fields25
BOB_05,707SM259469T2hofduenger30,707,SM,25,9469,T2,hofduenger,30,NA,NA,37.843,134.666,287.533,26.091,T2,25,707,SM,hofduenger,30,NA,1.8,21,118.9,NA,NA,NA,Fields25
BOB_05,707SM259469T2ueblich30,707,SM,25,9469,T2,ueblich,30,NA,175.135,52.943,215.965,544.827,41.477,T2,25,707,SM,ueblich,30,NA,2.6,20.4,120.8,NA,silo,dt/ha,Fields25
BOB_05,707SM259469T2ueblich60,707,SM,25,9469,T2,ueblich,60,NA,145.415,20.671,41.462,29.299,22.687,T2,25,707,SM,ueblich,60,NA,0.2,4.6,120.8,NA,silo,dt/ha,Fields25
BOB_06,707SM259469T2empfohlen30,707,SM,25,9469,T2,empfohlen,30,NA,104.839,57.941,248.686,532.135,41.128,T2,25,707,SM,empfohlen,30,NA,1.5,25.8,141.6,NA,silo,dt/ha,Fields25
BOB_06,707SM259469T2hofduenger60,707,SM,25,9469,T2,hofduenger,60,NA,134.297,NA,2.806,180.513,24.056,T2,25,707,SM,hofduenger,60,NA,0.4,6.6,118.9,NA,NA,NA,Fields25
BOB_06,707SM259469T2null60,707,SM,25,9469,T2,null,60,NA,192.961,28.427,57.143,274.691,31.024,T2,25,707,SM,null,60,NA,0.3,3.9,91.1,NA,NA,NA,Fields25
BOB_09,707SM259469T2empfohlen60,707,SM,25,9469,T2,empfohlen,60,NA,121.555,NA,31.594,246.619,17.463,T2,25,707,SM,empfohlen,60,NA,0.4,6.8,141.6,NA,silo,dt/ha,Fields25
BOB_09,707SM259469T2null30,707,SM,25,9469,T2,null,30,NA,256.323,49.817,199.144,653.379,30.733,T2,25,707,SM,null,30,NA,1.5,15.5,91.1,NA,NA,NA,Fields25
BOB_05,707SM259469T5empfohlen30,707,SM,25,9469,T2.5,empfohlen,30,NA,220.768,66.741,216.112,661.188,42.075,T2.5,25,707,SM,empfohlen,30,NA,3.4,3.7,38.7,NA,silo,dt/ha,Fields25
BOB_05,707SM259469T5null60,707,SM,25,9469,T2.5,null,60,NA,124.753,NA,20.561,188.048,15.855,T2.5,25,707,SM,null,60,NA,0.6,1.5,37.7,NA,NA,NA,Fields25
BOB_06,707SM259469T5empfohlen60,707,SM,25,9469,T2.5,empfohlen,60,NA,162.041,24.291,26.092,305.713,15.672,T2.5,25,707,SM,empfohlen,60,NA,0.7,1.7,38.7,NA,silo,dt/ha,Fields25
BOB_06,707SM259469T5ueblich30,707,SM,25,9469,T2.5,ueblich,30,NA,215.698,83.399,229.687,728.736,59.175,T2.5,25,707,SM,ueblich,30,NA,4.2,7.7,64.5,NA,silo,dt/ha,Fields25
BOB_09,707SM259469T5null30,707,SM,25,9469,T2.5,null,30,NA,186.828,84.936,145.195,622.218,30.066,T2.5,25,707,SM,null,30,NA,3.5,3.8,37.7,NA,NA,NA,Fields25
BOB_09,707SM259469T5ueblich60,707,SM,25,9469,T2.5,ueblich,60,NA,125.289,22.585,22.783,297.507,18.187,T2.5,25,707,SM,ueblich,60,NA,0.8,3.6,64.5,NA,silo,dt/ha,Fields25
BOB_05,707SM259469T3null60,707,SM,25,9469,T3,null,60,NA,NA,26.316,61.343,NA,1.717,T3,25,707,SM,null,60,NA,0.6,1.8,48.1,NA,NA,NA,Fields25
BOB_05,707SM259469T3ueblich30,707,SM,25,9469,T3,ueblich,30,NA,143.722,41.257,114.449,578.285,30.434,T3,25,707,SM,ueblich,30,NA,2.3,8.1,56.3,NA,silo,dt/ha,Fields25
BOB_06,707SM259469T3empfohlen60,707,SM,25,9469,T3,empfohlen,60,NA,161.424,4.655,35.065,NA,24.589,T3,25,707,SM,empfohlen,60,NA,0.5,3.1,60.1,NA,silo,dt/ha,Fields25
BOB_06,707SM259469T3null30,707,SM,25,9469,T3,null,30,NA,102.279,46.129,150.156,471.206,37.162,T3,25,707,SM,null,30,NA,2.5,5.4,48.1,NA,NA,NA,Fields25
BOB_09,707SM259469T3empfohlen30,707,SM,25,9469,T3,empfohlen,30,NA,144.158,48.116,107.269,164.369,30.705,T3,25,707,SM,empfohlen,30,NA,2.1,8,60.1,NA,silo,dt/ha,Fields25
BOB_09,707SM259469T3ueblich60,707,SM,25,9469,T3,ueblich,60,NA,102.916,28.506,27.225,97.557,23.286,T3,25,707,SM,ueblich,60,NA,0.4,2.3,56.3,NA,silo,dt/ha,Fields25
BOB_05,708SM256034T1empfohlen60,708,SM,25,6034,T1,null,60,NA,NA,74.695,27.145,623.739,46.045,T1,25,708,SM,null,60,NA,0,5.1,64.4,NA,NA,NA,Fields25
BOB_05,708SM256034T1ueblich60,708,SM,25,6034,T1,ueblich,60,NA,NA,50.523,180.562,468.111,33.511,T1,25,708,SM,ueblich,60,NA,0.1,6.3,86.6,227,silo,dt/ha,Fields25
BOB_06,708SM256034T1empfohlen30,708,SM,25,6034,T1,null,30,NA,NA,159.901,42.271,980.779,85.199,T1,25,708,SM,null,30,NA,0.1,9.6,64.4,NA,NA,NA,Fields25
BOB_06,708SM256034T1null30,708,SM,25,6034,T1,empfohlen,30,NA,NA,105.709,238.496,786.388,4.827,T1,25,708,SM,empfohlen,30,NA,0.1,10.9,75.6,215,silo,dt/ha,Fields25
BOB_09,708SM256034T1null60,708,SM,25,6034,T1,empfohlen,60,NA,NA,75.471,218.228,773.458,49.747,T1,25,708,SM,empfohlen,60,NA,0,4.7,75.6,215,silo,dt/ha,Fields25
BOB_09,708SM256034T1ueblich30,708,SM,25,6034,T1,ueblich,30,NA,NA,92.278,357.605,NA,46.953,T1,25,708,SM,ueblich,30,NA,0.1,12.2,86.6,227,silo,dt/ha,Fields25
BOB_05,708SM256034T2empfohlen60,708,SM,25,6034,T2,empfohlen,60,NA,NA,136.937,389.363,77.508,61.231,T2,25,708,SM,empfohlen,60,NA,0.4,4.6,91.1,215,silo,dt/ha,Fields25
BOB_05,708SM256034T2null30,708,SM,25,6034,T2,null,30,NA,NA,143.754,446.423,NA,64.926,T2,25,708,SM,null,30,NA,1.2,9.3,74.3,NA,NA,NA,Fields25
BOB_06,708SM256034T2ueblich60,708,SM,25,6034,T2,ueblich,60,NA,NA,112.586,301.727,836.061,36.525,T2,25,708,SM,ueblich,60,NA,0.5,7.2,120.5,227,silo,dt/ha,Fields25
BOB_06,708SM256034T2null60,708,SM,25,6034,T2,null,60,NA,NA,45.598,227.273,550.134,43.675,T2,25,708,SM,null,60,NA,0.3,4.7,74.3,NA,NA,NA,Fields25
BOB_09,708SM256034T2empfohlen30,708,SM,25,6034,T2,empfohlen,30,NA,82.504,21.993,630.536,NA,140.816,T2,25,708,SM,empfohlen,30,NA,1.5,13,91.1,215,silo,dt/ha,Fields25
BOB_09,708SM256034T2ueblich30,708,SM,25,6034,T2,ueblich,30,NA,NA,150.903,401.766,NA,75.193,T2,25,708,SM,ueblich,30,NA,1.3,15.2,120.5,227,silo,dt/ha,Fields25
BOB_05,708SM256034T3null30,708,SM,25,6034,T3,empfohlen,30,NA,NA,97.153,429.199,NA,107.739,T3,25,708,SM,empfohlen,30,NA,1.4,11.8,55.8,215,silo,dt/ha,Fields25
BOB_05,708SM256034T3ueblich30,708,SM,25,6034,T3,ueblich,30,NA,91.104,91.246,41.676,NA,48.507,T3,25,708,SM,ueblich,30,NA,2.5,12.1,66.1,227,silo,dt/ha,Fields25
BOB_06,708SM256034T3empfohlen30,708,SM,25,6034,T3,null,30,NA,NA,88.163,345.269,NA,30.479,T3,25,708,SM,null,30,NA,1.3,11.2,57.3,NA,NA,NA,Fields25
BOB_06,708SM256034T3null60,708,SM,25,6034,T3,empfohlen,60,NA,NA,68.753,252.973,757.939,NA,T3,25,708,SM,empfohlen,60,NA,0.2,1.3,55.8,215,silo,dt/ha,Fields25
BOB_09,708SM256034T3empfohlen60,708,SM,25,6034,T3,null,60,NA,NA,39.032,264.051,314.041,NA,T3,25,708,SM,null,60,NA,0.4,2,57.3,NA,NA,NA,Fields25
BOB_09,708SM256034T3ueblich60,708,SM,25,6034,T3,ueblich,60,NA,NA,90.738,27.302,44.284,54.925,T3,25,708,SM,ueblich,60,NA,0.5,1.7,66.1,227,silo,dt/ha,Fields25
BOB_05,709SM255706T1null30,709,SM,25,5706,T1,null,30,NA,NA,102.163,321.256,739.693,50.238,T1,25,709,SM,null,30,NA,2.2,4.9,36,NA,NA,NA,Fields25
BOB_05,709SM255706T1null60,709,SM,25,5706,T1,null,60,NA,NA,3.064,75.262,237.539,2.153,T1,25,709,SM,null,60,NA,0.2,1.8,36,NA,NA,NA,Fields25
BOB_06,709SM255706T1empfohlen30,709,SM,25,5706,T1,empfohlen,30,NA,NA,94.893,30.098,627.776,42.355,T1,25,709,SM,empfohlen,30,NA,0.6,4.9,26.6,NA,NA,NA,Fields25
BOB_06,709SM255706T1empfohlen60,709,SM,25,5706,T1,empfohlen,60,NA,NA,49.844,87.637,24.625,33.686,T1,25,709,SM,empfohlen,60,NA,0,1.4,26.6,NA,NA,NA,Fields25
BOB_09,709SM255706T1ueblich30,709,SM,25,5706,T1,ueblich,30,NA,NA,130.552,376.639,86.511,59.084,T1,25,709,SM,ueblich,30,NA,0.9,6.7,37.3,NA,NA,NA,Fields25
BOB_09,709SM255706T1ueblich60,709,SM,25,5706,T1,ueblich,60,NA,NA,5.028,115.572,499.393,36.474,T1,25,709,SM,ueblich,60,NA,0.3,2,37.3,NA,NA,NA,Fields25
BOB_05,709SM255706T2empfohlen30,709,SM,25,5706,T2,empfohlen,30,NA,8.949,174.279,53.877,927.086,86.662,T2,25,709,SM,empfohlen,30,NA,55.9,126.8,994.5,NA,NA,NA,Fields25
BOB_05,709SM255706T2ueblich30,709,SM,25,5706,T2,ueblich,30,NA,NA,111.508,403.296,851.629,NA,T2,25,709,SM,ueblich,30,NA,10.3,105.9,474.6,NA,NA,NA,Fields25
BOB_06,709SM255706T2empfohlen60,709,SM,25,5706,T2,empfohlen,60,NA,NA,109.079,435.368,828.156,6.967,T2,25,709,SM,empfohlen,60,NA,17.3,64.1,994.5,NA,NA,NA,Fields25
BOB_06,709SM255706T2null60,709,SM,25,5706,T2,null,60,NA,151.652,82.405,202.812,582.362,46.813,T2,25,709,SM,null,60,NA,0,4.6,131.2,NA,NA,NA,Fields25
BOB_09,709SM255706T2null30,709,SM,25,5706,T2,null,30,NA,101.089,108.619,430.963,794.039,77.734,T2,25,709,SM,null,30,NA,0.4,29.1,131.2,NA,NA,NA,Fields25
BOB_09,709SM255706T2ueblich60,709,SM,25,5706,T2,ueblich,60,NA,NA,100.663,306.826,646.327,48.617,T2,25,709,SM,ueblich,60,NA,0.5,8.5,474.6,NA,NA,NA,Fields25
BOB_05,709SM255706T3empfohlen60,709,SM,25,5706,T3,empfohlen,60,NA,NA,11.347,167.613,388.791,84.061,T3,25,709,SM,empfohlen,60,NA,0.4,3.7,80.7,NA,NA,NA,Fields25
BOB_05,709SM255706T3ueblich60,709,SM,25,5706,T3,ueblich,60,NA,NA,28.868,11.922,615.253,36.032,T3,25,709,SM,ueblich,60,NA,0.1,11.9,169.5,NA,NA,NA,Fields25
BOB_06,709SM255706T3null30,709,SM,25,5706,T3,null,30,NA,137.395,88.549,363.483,775.181,54.442,T3,25,709,SM,null,30,NA,0.6,12.9,57.9,NA,NA,NA,Fields25
BOB_06,709SM255706T3ueblich30,709,SM,25,5706,T3,ueblich,30,NA,NA,82.843,233.383,898.499,79.343,T3,25,709,SM,ueblich,30,NA,0.2,39.8,169.5,NA,NA,NA,Fields25
BOB_09,709SM255706T3empfohlen30,709,SM,25,5706,T3,empfohlen,30,NA,NA,NA,NA,NA,NA,T3,25,709,SM,empfohlen,30,NA,0.3,16.8,80.7,NA,NA,NA,Fields25
BOB_09,709SM255706T3null60,709,SM,25,5706,T3,null,60,NA,114.091,65.266,11.209,563.811,59.378,T3,25,709,SM,null,60,NA,0.2,2.1,57.9,NA,NA,NA,Fields25
BOB_05,709SM255706T3empfohlen60,709,SM,25,5706,T3,empfohlen,60,NA,NA,11.347,167.613,388.791,84.061,T3,25,709,SM,empfohlen,60,NA,0.4,3.7,80.7,NA,NA,NA,Fields25
BOB_05,709SM255706T3ueblich60,709,SM,25,5706,T3,ueblich,60,NA,NA,28.868,11.922,615.253,36.032,T3,25,709,SM,ueblich,60,NA,0.1,11.9,169.5,NA,NA,NA,Fields25
BOB_06,709SM255706T3null30,709,SM,25,5706,T3,null,30,NA,137.395,88.549,363.483,775.181,54.442,T3,25,709,SM,null,30,NA,0.6,12.9,57.9,NA,NA,NA,Fields25
BOB_06,709SM255706T3ueblich30,709,SM,25,5706,T3,ueblich,30,NA,NA,82.843,233.383,898.499,79.343,T3,25,709,SM,ueblich,30,NA,0.2,39.8,169.5,NA,NA,NA,Fields25
BOB_09,709SM255706T3empfohlen30,709,SM,25,5706,T3,empfohlen,30,NA,NA,NA,NA,NA,NA,T3,25,709,SM,empfohlen,30,NA,0.3,16.8,80.7,NA,NA,NA,Fields25
BOB_09,709SM255706T3null60,709,SM,25,5706,T3,null,60,NA,114.091,65.266,11.209,563.811,59.378,T3,25,709,SM,null,60,NA,0.2,2.1,57.9,NA,NA,NA,Fields25
BOB_05,711SM258507T2empfohlen30,711,SM,25,8507,T2,empfohlen,30,NA,NA,45.337,169.684,667.689,47.324,T2,25,711,SM,empfohlen,30,NA,0,37.5,183,NA,silo,dt/ha,Fields25
BOB_05,711SM258507T2null60,711,SM,25,8507,T2,null,60,NA,NA,36.318,105.924,39.613,23.043,T2,25,711,SM,null,60,NA,0,8.5,125.1,NA,NA,NA,Fields25
BOB_06,711SM258507T2empfohlen60,711,SM,25,8507,T2,empfohlen,60,NA,NA,33.966,142.739,502.758,22.996,T2,25,711,SM,empfohlen,60,NA,0.1,6.4,183,NA,silo,dt/ha,Fields25
BOB_06,711SM258507T2ueblich30,711,SM,25,8507,T2,ueblich,30,NA,NA,55.001,166.997,407.138,3.734,T2,25,711,SM,ueblich,30,NA,0,37.6,182.6,NA,silo,dt/ha,Fields25
BOB_09,711SM258507T2null30,711,SM,25,8507,T2,null,30,NA,NA,56.425,242.745,691.779,38.886,T2,25,711,SM,null,30,NA,0,22,125.1,NA,NA,NA,Fields25
BOB_09,711SM258507T2ueblich60,711,SM,25,8507,T2,ueblich,60,NA,NA,39.886,149.558,363.981,31.967,T2,25,711,SM,ueblich,60,NA,0,6.8,182.6,NA,silo,dt/ha,Fields25
BOB_05,711SM258507T3null30,711,SM,25,8507,T3,null,30,NA,NA,30.476,165.343,514.198,43.936,T3,25,711,SM,null,30,NA,0.2,13.1,81,NA,NA,NA,Fields25
BOB_05,711SM258507T3ueblich30,711,SM,25,8507,T3,ueblich,30,NA,NA,30.081,140.737,48.524,25.164,T3,25,711,SM,ueblich,30,NA,0.1,22.3,128,NA,silo,dt/ha,Fields25
BOB_06,711SM258507T3empfohlen60,711,SM,25,8507,T3,empfohlen,60,NA,NA,4.584,7.372,418.162,20.274,T3,25,711,SM,empfohlen,60,NA,0.3,6.2,127.1,NA,silo,dt/ha,Fields25
BOB_06,711SM258507T3null60,711,SM,25,8507,T3,null,60,NA,NA,27.165,47.094,35.818,23.117,T3,25,711,SM,null,60,NA,0.3,4.4,81,NA,NA,NA,Fields25
BOB_09,711SM258507T3empfohlen30,711,SM,25,8507,T3,empfohlen,30,NA,NA,38.875,234.377,814.251,79.355,T3,25,711,SM,empfohlen,30,NA,0.2,22.9,127.1,NA,silo,dt/ha,Fields25
BOB_09,711SM258507T3ueblich60,711,SM,25,8507,T3,ueblich,60,NA,NA,37.067,8.429,596.152,18.148,T3,25,711,SM,ueblich,60,NA,0.2,6.5,128,NA,silo,dt/ha,Fields25
BOB_05,712KM251580T1null30,712,KM,25,1580,T1,null,30,NA,NA,144.743,383.931,595.569,49.058,T1,25,712,KM,null,30,NA,0.6,10.7,64.7,NA,NA,NA,Fields25
BOB_05,712KM251580T1ueblich30,712,KM,25,1580,T1,ueblich,30,NA,NA,73.413,466.922,854.376,42.898,T1,25,712,KM,ueblich,30,NA,0.6,11.7,74.7,NA,NA,NA,Fields25
BOB_06,712KM251580T1ueblich60,712,KM,25,1580,T1,ueblich,60,NA,NA,136.047,412.838,863.682,55.126,T1,25,712,KM,ueblich,60,NA,1.2,4.9,74.7,NA,NA,NA,Fields25
BOB_09,712KM251580T1null60,712,KM,25,1580,T1,null,60,NA,NA,88.751,37.323,806.509,42.397,T1,25,712,KM,null,60,NA,0.6,4,64.7,NA,NA,NA,Fields25
BOB_05,712KM251580T2null30,712,KM,25,1580,T2,null,30,NA,NA,NA,NA,NA,NA,T2,25,712,KM,null,30,NA,0.8,6.7,53.2,NA,NA,NA,Fields25
BOB_05,712KM251580T2ueblich60,712,KM,25,1580,T2,ueblich,60,NA,NA,NA,38.958,37.333,12.386,T2,25,712,KM,ueblich,60,NA,0.5,10.2,164,NA,NA,NA,Fields25
BOB_06,712KM251580T2empfohlen30,712,KM,25,1580,T2,empfohlen,30,NA,NA,82.936,351.359,605.171,43.994,T2,25,712,KM,empfohlen,30,NA,1.2,19.8,158.6,NA,NA,NA,Fields25
BOB_06,712KM251580T2null60,712,KM,25,1580,T2,null,60,NA,NA,NA,33.807,196.353,NA,T2,25,712,KM,null,60,NA,0.3,3.4,53.2,NA,NA,NA,Fields25
BOB_09,712KM251580T2empfohlen60,712,KM,25,1580,T2,empfohlen,60,NA,NA,NA,55.192,NA,11.655,T2,25,712,KM,empfohlen,60,NA,0,13.4,158.6,NA,NA,NA,Fields25
BOB_09,712KM251780T2ueblich30,712,KM,25,1780,T2,ueblich,30,NA,NA,132.708,428.752,722.631,53.971,T2,25,712,KM,ueblich,30,NA,2.4,23.7,164,NA,NA,NA,Fields25
