BOB,ID,Site,Crop,Year,PLZ,Date,Treatment,Depth,Rep,LAP,NAG,GLS,MUP,MUX,date,year,plot_nr,crop,treatment,depth,rep,NH4,NO3,Ntot,yield,yield_type,yield_unit,LTE
BOB_05,712KM251580T3empfohlen30,712,KM,25,1580,T3,empfohlen,30,NA,NA,117.475,23.561,559.517,24.653,T3,25,712,KM,empfohlen,30,NA,0.9,9,89.7,NA,NA,NA,Fields25
BOB_05,712KM251580T3ueblich60,712,KM,25,1580,T3,ueblich,60,NA,NA,75.971,176.309,677.507,18.074,T3,25,712,KM,ueblich,60,NA,0.7,9.4,100.9,NA,NA,NA,Fields25
BOB_06,712KM251580T3null30,712,KM,25,1580,T3,null,30,NA,NA,129.859,491.789,923.274,78.223,T3,25,712,KM,null,30,NA,1.1,7.4,57.5,NA,NA,NA,Fields25
BOB_06,712KM251580T3null60,712,KM,25,1580,T3,null,60,NA,NA,129.074,NA,61.678,24.973,T3,25,712,KM,null,60,NA,0.6,3.4,57.5,NA,NA,NA,Fields25
BOB_09,712KM251580T3empfohlen60,712,KM,25,1580,T3,empfohlen,60,NA,NA,44.482,108.128,396.622,44.376,T3,25,712,KM,empfohlen,60,NA,1.2,7.1,89.7,NA,NA,NA,Fields25
BOB_09,712KM251580T3ueblich30,712,KM,25,1580,T3,ueblich,30,NA,NA,NA,75.384,699.936,77.194,T3,25,712,KM,ueblich,30,NA,0.5,9,100.9,NA,NA,NA,Fields25
BOB_06,713SM251372T1null30,713,SM,25,1372,T1,null,30,NA,NA,34.924,324.623,485.125,30.836,T1,25,713,SM,null,30,NA,0,47,436.9,NA,NA,NA,Fields25
BOB_09,713SM251372T1null60,713,SM,25,1372,T1,null,60,NA,NA,NA,82.858,654.252,14.288,T1,25,713,SM,null,60,NA,3.9,55.4,436.9,NA,NA,NA,Fields25
BOB_05,713SM251372T2null30,713,SM,25,1372,T2,null,30,NA,92.722,4.838,203.822,538.374,49.673,T2,25,713,SM,null,30,NA,0.4,34.3,723.6,NA,NA,NA,Fields25
BOB_06,713SM251372T2null60,713,SM,25,1372,T2,null,60,NA,NA,28.178,104.812,566.298,20.838,T2,25,713,SM,null,60,NA,2.7,47,723.6,NA,NA,NA,Fields25
BOB_05,714km251148T1empfohlen30,714,KM,25,1148,T1,empfohlen,30,NA,NA,41.688,178.131,403.748,44.867,T1,25,714,KM,empfohlen,30,NA,0.2,20.3,126.7,NA,NA,NA,Fields25
BOB_05,714KM251148T1ueblich60,714,KM,25,1148,T1,ueblich,60,NA,149.338,60.947,228.211,468.831,53.295,T1,25,714,KM,ueblich,60,NA,0,6.7,92.8,NA,NA,NA,Fields25
BOB_06,714km251148T1ueblich30,714,KM,25,1148,T1,ueblich,30,NA,141.306,58.645,303.867,495.228,6.007,T1,25,714,KM,ueblich,30,NA,0,14.7,92.8,NA,NA,NA,Fields25
BOB_06,714KM251148T1empfohlen60,714,KM,25,1148,T1,empfohlen,60,NA,NA,64.156,195.575,418.757,3.074,T1,25,714,KM,empfohlen,60,NA,0,10.4,126.7,NA,NA,NA,Fields25
BOB_09,714KM251148T1null30,714,KM,25,1148,T1,null,30,NA,138.355,77.257,402.916,647.299,27.844,T1,25,714,KM,null,30,NA,0.2,10.2,59.7,NA,NA,NA,Fields25
BOB_09,714KM251148T1null60,714,KM,25,1148,T1,null,60,NA,92.867,36.885,206.135,535.988,3.575,T1,25,714,KM,null,60,NA,0,4.2,59.7,NA,NA,NA,Fields25
BOB_05,714KM251148T2null30,714,KM,25,1148,T2,null,30,NA,21.445,96.809,300.492,528.728,77.817,T2,25,714,KM,null,30,NA,0.8,14,95.7,NA,NA,NA,Fields25
BOB_05,714KM251148T2ueblich60,714,KM,25,1148,T2,ueblich,60,NA,NA,33.227,65.023,319.578,30.073,T2,25,714,KM,ueblich,60,NA,0.3,11.3,97.7,NA,NA,NA,Fields25
BOB_06,714KM251148T2empfohlen30,714,KM,25,1148,T2,empfohlen,30,NA,130.909,55.498,362.541,537.043,88.654,T2,25,714,KM,empfohlen,30,NA,0.4,22.6,159,NA,NA,NA,Fields25
BOB_06,714KM251148T2null60,714,KM,25,1148,T2,null,60,NA,NA,NA,NA,320.614,18.661,T2,25,714,KM,null,60,NA,0.2,9.9,95.7,NA,NA,NA,Fields25
BOB_09,714KM251148T2empfohlen60,714,KM,25,1148,T2,empfohlen,60,NA,NA,20.781,100.669,44.816,1.014,T2,25,714,KM,empfohlen,60,NA,0.6,18.1,159,NA,NA,NA,Fields25
BOB_09,714KM251148T2ueblich30,714,KM,25,1148,T2,ueblich,30,NA,141.984,67.565,246.706,502.386,65.563,T2,25,714,KM,ueblich,30,NA,0,14.2,97.7,NA,NA,NA,Fields25
BOB_05,714KM251148T3empfohlen60,714,KM,25,1148,T3,empfohlen,60,NA,87.322,48.316,114.882,372.226,28.944,T3,25,714,KM,empfohlen,60,NA,0.7,3,50.9,NA,NA,NA,Fields25
BOB_05,714KM251148T3ueblich60,714,KM,25,1148,T3,ueblich,60,NA,NA,NA,112.972,415.137,15.491,T3,25,714,KM,ueblich,60,NA,0.7,1.9,46.5,NA,NA,NA,Fields25
BOB_06,714KM251148T3empfohlen30,714,KM,25,1148,T3,empfohlen,30,NA,108.944,86.808,468.001,676.504,113.982,T3,25,714,KM,empfohlen,30,NA,1.5,5.7,50.9,NA,NA,NA,Fields25
BOB_06,714KM251148T3ueblich30,714,KM,25,1148,T3,ueblich,30,NA,NA,144.967,317.674,460.063,29.323,T3,25,714,KM,ueblich,30,NA,1.5,6.1,46.5,NA,NA,NA,Fields25
BOB_09,714KM251148T3null30,714,KM,25,1148,T3,null,30,NA,225.615,90.132,447.802,534.529,6.158,T3,25,714,KM,null,30,NA,0.9,8.7,58.4,NA,NA,NA,Fields25
BOB_09,714KM251148T3null60,714,KM,25,1148,T3,null,60,NA,NA,46.577,158.526,297.795,67.624,T3,25,714,KM,null,60,NA,0.7,2.9,58.4,NA,NA,NA,Fields25
BOB_05,715SM258046T1empfohlen30,715,SM,25,8046,T1,empfohlen,30,NA,NA,49.089,211.913,458.704,3.885,T1,25,715,SM,empfohlen,30,NA,0.1,19.7,108.5,NA,NA,NA,Fields25
BOB_05,715SM258046T1ueblich30,715,SM,25,8046,T1,ueblich,30,NA,113.471,69.852,160.503,338.444,58.425,T1,25,715,SM,ueblich,30,NA,0.3,29.4,152.5,NA,NA,NA,Fields25
BOB_06,715SM258046T1null30,715,SM,25,8046,T1,null,30,NA,NA,53.431,160.926,358.726,47.548,T1,25,715,SM,null,30,NA,0.6,32.8,162.7,NA,NA,NA,Fields25
BOB_06,715SM258046T1ueblich60,715,SM,25,8046,T1,ueblich,60,NA,NA,2.585,98.009,272.084,22.069,T1,25,715,SM,ueblich,60,NA,0.2,10.8,152.5,NA,NA,NA,Fields25
BOB_09,715SM258046T1empfohlen60,715,SM,25,8046,T1,empfohlen,60,NA,NA,NA,53.314,518.718,13.181,T1,25,715,SM,empfohlen,60,NA,0.1,8.5,108.5,NA,NA,NA,Fields25
BOB_09,715SM258046T1null60,715,SM,25,8046,T1,null,60,NA,118.416,3.912,91.657,44.024,39.608,T1,25,715,SM,null,60,NA,0.1,9.3,162.7,NA,NA,NA,Fields25
BOB_05,715SM258046T2null30,715,SM,25,8046,T2,null,30,NA,123.882,43.924,156.303,467.985,45.037,T2,25,715,SM,null,30,NA,0,43.2,215,NA,NA,NA,Fields25
BOB_05,715SM258046T2ueblich60,715,SM,25,8046,T2,ueblich,60,NA,77.427,20.972,64.607,401.178,23.873,T2,25,715,SM,ueblich,60,NA,0.1,13.7,213.8,NA,NA,NA,Fields25
BOB_06,715SM258046T2empfohlen30,715,SM,25,8046,T2,empfohlen,30,NA,120.682,55.772,215.727,547.151,52.216,T2,25,715,SM,empfohlen,30,NA,1,31,230.6,NA,NA,NA,Fields25
BOB_06,715SM258046T2null60,715,SM,25,8046,T2,null,60,NA,NA,21.497,44.205,286.759,21.282,T2,25,715,SM,null,60,NA,0.1,9.5,215,NA,NA,NA,Fields25
BOB_09,715SM258046T2empfohlen60,715,SM,25,8046,T2,empfohlen,60,NA,NA,30.933,65.037,400.557,25.676,T2,25,715,SM,empfohlen,60,NA,0.3,18.3,230.6,NA,NA,NA,Fields25
BOB_09,715SM258046T2ueblich30,715,SM,25,8046,T2,ueblich,30,NA,88.012,44.225,178.619,408.604,46.455,T2,25,715,SM,ueblich,30,NA,0,34.6,213.8,NA,NA,NA,Fields25
BOB_05,715SM258046T3null30,715,SM,25,8046,T3,null,30,NA,NA,39.609,98.164,51.658,50.109,T3,25,715,SM,null,30,NA,0,38.5,167.2,NA,NA,NA,Fields25
BOB_05,715SM258046T3empfohlen60,715,SM,25,8046,T3,empfohlen,60,NA,NA,NA,30.193,122.498,14.106,T3,25,715,SM,empfohlen,60,NA,0.1,4,132.6,NA,NA,NA,Fields25
BOB_05,715SM258046T3null30,715,SM,25,8046,T3,null,30,NA,NA,27.488,101.371,498.688,32.592,T3,25,715,SM,null,30,NA,0,38.5,167.2,NA,NA,NA,Fields25
BOB_05,715SM258046T3ueblich30,715,SM,25,8046,T3,ueblich,30,NA,161.088,41.243,6.266,272.825,40.857,T3,25,715,SM,ueblich,30,NA,0.1,25.5,114.9,NA,NA,NA,Fields25
BOB_06,715SM258046T3empfohlen30,715,SM,25,8046,T3,empfohlen,30,NA,NA,28.683,58.565,53.182,19.981,T3,25,715,SM,empfohlen,30,NA,0.3,30.8,132.6,NA,NA,NA,Fields25
BOB_06,715SM258046T3ueblich60,715,SM,25,8046,T3,ueblich,60,NA,NA,51.169,93.318,443.977,36.866,T3,25,715,SM,ueblich,60,NA,0,2.2,114.9,NA,NA,NA,Fields25
BOB_06,715SM258046T3empfohlen60,715,SM,25,8046,T3,empfohlen,60,NA,148.462,26.514,51.012,194.852,27.429,T3,25,715,SM,empfohlen,60,NA,0.1,4,132.6,NA,NA,NA,Fields25
BOB_06,715SM258046T3null60,715,SM,25,8046,T3,null,60,NA,NA,NA,28.069,472.764,34.544,T3,25,715,SM,null,60,NA,0.1,4.6,167.2,NA,NA,NA,Fields25
BOB_09,715SM258046T3null60,715,SM,25,8046,T3,null,60,NA,NA,4.229,55.907,290.666,26.604,T3,25,715,SM,null,60,NA,0.1,4.6,167.2,NA,NA,NA,Fields25
BOB_09,715SM258046T3ueblich30,715,SM,25,8046,T3,ueblich,30,NA,NA,NA,75.247,431.998,23.943,T3,25,715,SM,ueblich,30,NA,0.1,25.5,114.9,NA,NA,NA,Fields25
BOB_09,715SM258046T3null30,715,SM,25,8046,T3,null,30,NA,NA,NA,36.686,NA,NA,T3,25,715,SM,null,30,NA,0,38.5,167.2,NA,NA,NA,Fields25
BOB_09,715SM258046T3ueblich60,715,SM,25,8046,T3,ueblich,60,NA,NA,51.048,54.727,80.575,49.466,T3,25,715,SM,ueblich,60,NA,0,2.2,114.9,NA,NA,NA,Fields25
