Kunde;Projekt;Auftrag;Charge;Probenahme;Pruefplan;Probenummer;Analysedatum;Ton;Schluff;Humus;Kalkvorprobe;Humus;Beurteilung Humus;Skelettgehalt;Skelettgehalt;Humus;Ton;Schluff;Bodenart-Faktor;Beurteilung Bodenart;Nitrat;Ammonium;Probentiefe;Schichtfaktor;Wassergehalt;Nitrat;Ammonium;NMin;NMin pro Schicht;Ton;Schluff;Humus;Kalkvorprobe;Humus;Beurteilung Humus;Skelettgehalt;Skelettgehalt;Humus;Ton;Schluff;Bodenart-Faktor;Beurteilung Bodenart;Nitrat;Ammonium;Probentiefe;Schichtfaktor;Wassergehalt;Nitrat;Ammonium;NMin;NMin pro Schicht;Ton;Schluff;Humus;Kalkvorprobe;Humus;Beurteilung Humus;Skelettgehalt;Skelettgehalt;Humus;Ton;Schluff;Bodenart-Faktor;Beurteilung Bodenart;Nitrat;Ammonium;Probentiefe;Schichtfaktor;Wassergehalt;Nitrat;Ammonium;NMin;NMin pro Schicht;NMin Gesamtgehalt
;;;;;;;;% G/G;% G/G;% G/G;;%;;-;;% G/G;% G/G;% G/G;-;;ppm;ppm;;-;%;ppm;ppm;mg/kg TS;kg N/ha;% G/G;% G/G;% G/G;;%;;-;;% G/G;% G/G;% G/G;-;;ppm;ppm;;-;%;ppm;ppm;mg/kg TS;kg N/ha;% G/G;% G/G;% G/G;;%;;-;;% G/G;% G/G;% G/G;-;;ppm;ppm;;-;%;ppm;ppm;mg/kg TS;kg N/ha;kg N/ha
518834;OPTIFERT 25;122185;701SM251485T3empfohlen;01.10.2025;17;12218503;28.10.2025;6;11;3.5;-;3.5;schwach humos;1;frei / arm;3.5;6;11;1;lehmiger Sand;1.01;0.5;0 - 30 cm;3.8;17.1;4.9;2.4;7.3;27.3;16;21;2.5;-;2.5;schwach humos;1;frei / arm;2.5;16;21;6;sandiger Lehm;0.13;0.12;30 - 60 cm;3.9;13.8;0.6;0.5;1.1;4.4;11;21;2;-;2;schwach humos;1;frei / arm;2;11;21;7;stark lehmiger Sand;0;0.06;60 - 90 cm;4.1;15;0;0.3;0.3;1.1;32.8
518834;OPTIFERT 25;122178;709SM255706T3null;03.10.2025;17;12217801;28.10.2025;26;41;1.5;-;1.5;humusarm;1;frei / arm;1.5;26;41;4;Lehm;2.43;0.11;0 - 30 cm;3.8;24.7;12.9;0.6;13.5;50.5;36;31;1.5;-;1.5;humusarm;2;skeletthaltig;1.5;36;31;12;toniger Lehm;0.43;0.05;30 - 60 cm;3.1;17.7;2.1;0.2;2.3;7.3;26;31;1.5;-;1.5;humusarm;2;skeletthaltig;1.5;26;31;4;Lehm;0;0.01;60 - 90 cm;3.2;9.5;0;0.1;0.1;0.2;57.9
518834;OPTIFERT 25;122178;709SM255706T3ueblich;03.10.2025;17;12217802;28.10.2025;26;31;2;-;2;schwach humos;2;skeletthaltig;2;26;31;4;Lehm;7.67;0.04;0 - 30 cm;3;22.9;39.8;0.2;40;120;36;31;1;-;1;humusarm;2;skeletthaltig;1;36;31;12;toniger Lehm;2.43;0.03;30 - 60 cm;3.1;18.5;11.9;0.1;12;37.6;36;31;1;-;1;humusarm;2;skeletthaltig;1;36;31;12;toniger Lehm;0.71;0.04;60 - 90 cm;3.2;19.4;3.5;0.2;3.7;11.9;169.5
518834;OPTIFERT 25;122178;709SM255706T3empfohlen;03.10.2025;17;12217803;28.10.2025;31;31;2;-;2;schwach humos;1;frei / arm;2;31;31;12;toniger Lehm;3.24;0.05;0 - 30 cm;3.8;23;16.8;0.3;17.1;64.2;36;31;1.5;-;1.5;humusarm;1;frei / arm;1.5;36;31;12;toniger Lehm;0.74;0.08;30 - 60 cm;3.9;20.4;3.7;0.4;4.1;16.1;36;31;1;-;1;humusarm;2;skeletthaltig;1;36;31;12;toniger Lehm;0;0.02;60 - 90 cm;3.2;19.2;0;0.1;0.1;0.4;80.7
518834;OPTIFERT 25;121971;705SM258479T3null;04.10.2025;17;12197101;07.10.2025;16;21;2;-;2;schwach humos;1;frei / arm;2;16;21;6;sandiger Lehm;0.82;0.11;0 - 30 cm;3.8;16.8;4;0.5;4.5;16.9;16;21;2;-;2;schwach humos;1;frei / arm;2;16;11;6;sandiger Lehm;0.17;0.1;30 - 60 cm;3.9;15.7;0.8;0.5;1.3;5;21;41;1;-;2;schwach humos;1;frei / arm;2;16;21;6;sandiger Lehm;0.09;0.08;60 - 90 cm;4.1;17.7;0.4;0.4;0.8;3.3;21.9
518834;OPTIFERT 25;121971;705SM258479T3ueblich;04.10.2025;17;12197102;07.10.2025;26;31;2;-;2;schwach humos;1;frei / arm;2;26;31;4;Lehm;1.29;0.08;0 - 30 cm;3.8;16.6;6.2;0.4;6.5;24.5;26;31;2;-;2;schwach humos;1;frei / arm;2;26;31;4;Lehm;0.39;0.13;30 - 60 cm;3.9;16.2;1.9;0.6;2.5;9.6;31;31;1;-;1;humusarm;1;frei / arm;1;31;31;12;toniger Lehm;0.09;0.07;60 - 90 cm;4.1;17.7;0.4;0.4;0.8;3.2;37.4
518834;OPTIFERT 25;121971;705SM258479T3empfohlen;04.10.2025;17;12197103;07.10.2025;26;31;2;-;2;schwach humos;1;frei / arm;2;26;31;4;Lehm;0.73;0.18;0 - 30 cm;3.8;17.2;3.5;0.9;4.4;16.4;26;31;2;-;2;schwach humos;1;frei / arm;2;26;31;4;Lehm;0.13;0.1;30 - 60 cm;3.9;16.6;0.6;0.5;1.1;4.2;31;31;2;-;2;schwach humos;1;frei / arm;2;31;31;12;toniger Lehm;0.1;0.09;60 - 90 cm;4.1;17.5;0.5;0.4;0.9;3.7;24.3
518834;OPTIFERT 25;122034;707SM259469T3null_ZR;09.10.2025;17;12203401;14.10.2025;31;41;4;-;4;schwach humos;1;frei / arm;4;31;41;12;toniger Lehm;1.67;0.35;0 - 30 cm;3.8;21.2;8.5;1.8;10.2;38.3;31;51;4;-;4;schwach humos;1;frei / arm;4;31;51;13;toniger Schluff;0.32;0.09;30 - 60 cm;3.9;17.9;1.5;0.4;2;7.7;26;41;4;-;4;schwach humos;1;frei / arm;4;26;41;4;Lehm;0.16;0.05;60 - 90 cm;4.1;19.7;0.8;0.2;1;4.2;50.2
518834;OPTIFERT 25;122034;707SM259469T3ueblich_ZR;09.10.2025;17;12203402;14.10.2025;21;41;4;-;4;schwach humos;1;frei / arm;4;21;41;4;Lehm;3.28;0.29;0 - 30 cm;3.8;20.6;16.5;1.5;18;67.5;16;41;4;-;4;schwach humos;1;frei / arm;4;16;41;6;sandiger Lehm;0.63;0.08;30 - 60 cm;3.9;17.2;3.1;0.4;3.4;13.3;11;31;4;-;4;schwach humos;1;frei / arm;4;11;31;7;stark lehmiger Sand;0.64;0.06;60 - 90 cm;4.1;21.8;3.3;0.3;3.6;14.5;95.4
518834;OPTIFERT 25;122034;707SM259469T3empfohlen_ZR;09.10.2025;17;12203403;14.10.2025;21;41;4;-;4;schwach humos;1;frei / arm;4;21;41;4;Lehm;2.31;0.27;0 - 30 cm;3.8;19;11.4;1.3;12.7;47.7;26;41;4;-;4;schwach humos;1;frei / arm;4;26;41;4;Lehm;0.71;0.09;30 - 60 cm;3.9;16.9;3.4;0.4;3.8;15;26;41;4;-;4;schwach humos;1;frei / arm;4;26;41;4;Lehm;0.42;0.06;60 - 90 cm;4.1;18.8;2.1;0.3;2.4;9.5;72.2
518834;OPTIFERT 25;122036;707SM259469T3null;09.10.2025;17;12203601;14.10.2025;16;51;4.5;-;4.5;schwach humos;1;frei / arm;4.5;16;51;5;lehmiger Schluff;1.08;0.51;0 - 30 cm;3.8;20.6;5.4;2.5;8;29.9;16;41;4.5;-;4.5;schwach humos;1;frei / arm;4.5;16;41;6;sandiger Lehm;0.35;0.12;30 - 60 cm;3.9;20.4;1.8;0.6;2.3;9.1;16;41;4.5;-;4.5;schwach humos;1;frei / arm;4.5;16;41;6;sandiger Lehm;0.38;0.06;60 - 90 cm;4.1;20.8;1.9;0.3;2.2;9.1;48.1
518834;OPTIFERT 25;122036;707SM259469T3ueblich;09.10.2025;17;12203602;14.10.2025;16;51;4.5;-;4.5;schwach humos;1;frei / arm;4.5;16;51;5;lehmiger Schluff;1.59;0.45;0 - 30 cm;3.8;21.5;8.1;2.3;10.4;39;11;41;4.5;-;4.5;schwach humos;1;frei / arm;4.5;11;41;7;stark lehmiger Sand;0.46;0.09;30 - 60 cm;3.9;19.1;2.3;0.4;2.7;10.6;16;41;4.5;-;4.5;schwach humos;1;frei / arm;4.5;16;41;6;sandiger Lehm;0.28;0.05;60 - 90 cm;4.1;20.3;1.4;0.2;1.6;6.6;56.3
518834;OPTIFERT 25;122036;707SM259469T3empfohlen;09.10.2025;17;12203603;14.10.2025;16;51;4.5;-;4.5;schwach humos;1;frei / arm;4.5;16;51;5;lehmiger Schluff;1.58;0.41;0 - 30 cm;3.8;21.4;8;2.1;10.1;38;16;41;4.5;-;4.5;schwach humos;1;frei / arm;4.5;16;41;6;sandiger Lehm;0.64;0.1;30 - 60 cm;3.9;16.1;3.1;0.5;3.5;13.7;11;51;4.5;-;4.5;schwach humos;1;frei / arm;4.5;11;51;5;lehmiger Schluff;0.32;0.09;60 - 90 cm;4.1;19.5;1.6;0.5;2.1;8.4;60.1
518834;OPTIFERT 25;122037;706SM254566T3null;10.10.2025;16;12203701;14.10.2025;26;31;3;-;3;schwach humos;1;frei / arm;3;26;31;4;Lehm;2.51;0.33;0 - 30 cm;3.8;18.7;12.3;1.6;13.9;52.3;11;11;2.5;-;2.5;schwach humos;2;skeletthaltig;2.5;11;11;7;stark lehmiger Sand;0.8;0.15;30 - 60 cm;3.1;15.7;3.8;0.7;4.5;14.2;66.5;;;;;;;;;;;;;;;;;;;;;;
518834;OPTIFERT 25;122037;706SM254566T3ueblich;10.10.2025;16;12203702;14.10.2025;11;21;3;-;3;schwach humos;1;frei / arm;3;11;21;7;stark lehmiger Sand;3.61;0.58;0 - 30 cm;3.8;20.2;18.1;2.9;21;78.7;21;21;3;-;3;schwach humos;2;skeletthaltig;3;21;21;4;Lehm;1.57;0.18;30 - 60 cm;3.1;15.8;7.5;0.9;8.3;26;104.6;;;;;;;;;;;;;;;;;;;;;;
518834;OPTIFERT 25;122037;706SM254566T3empfohlen;10.10.2025;16;12203703;14.10.2025;16;21;2.5;-;2.5;schwach humos;1;frei / arm;2.5;16;21;6;sandiger Lehm;2.75;0.34;0 - 30 cm;3.8;19.3;13.6;1.7;15.3;57.3;21;21;2;-;2;schwach humos;2;skeletthaltig;2;21;21;4;Lehm;1.01;0.13;30 - 60 cm;3.1;15.9;4.8;0.6;5.4;16.9;74.2;;;;;;;;;;;;;;;;;;;;;;
518834;OPTIFERT 25;122180;699KM251562T3null;15.10.2025;17;12218001;28.10.2025;31;41;1;-;1;humusarm;1;frei / arm;1;31;41;12;toniger Lehm;1.41;0.05;0 - 30 cm;3.8;23.8;7.4;0.2;7.6;28.6;31;41;1.5;-;1.5;humusarm;2;skeletthaltig;1.5;31;41;12;toniger Lehm;1.13;0.12;30 - 60 cm;3.1;22.7;5.8;0.6;6.5;20.1;26;31;1;-;1;humusarm;2;skeletthaltig;1;26;31;4;Lehm;0;0.01;60 - 90 cm;3.2;21.1;0;0.1;0.1;0.2;49
518834;OPTIFERT 25;122180;699KM251562T3ueblich;15.10.2025;17;12218002;28.10.2025;36;41;2;-;2;schwach humos;1;frei / arm;2;36;41;12;toniger Lehm;4.79;0;0 - 30 cm;3.8;22.5;24.7;0;24.7;92.7;36;21;1.5;-;1.5;humusarm;2;skeletthaltig;1.5;36;21;12;toniger Lehm;3.35;0;30 - 60 cm;3.1;22.1;17.2;0;17.2;53.7;31;21;1.5;-;1.5;humusarm;2;skeletthaltig;1.5;31;21;12;toniger Lehm;0.43;0.03;60 - 90 cm;3.2;19.9;2.1;0.1;2.3;7.4;153.7
518834;OPTIFERT 25;122180;699KM251562T3empfohlen;15.10.2025;17;12218003;28.10.2025;46;31;1;-;1;humusarm;1;frei / arm;1;46;31;11;lehmiger Ton;4.43;0;0 - 30 cm;3.8;22.4;22.8;0;22.8;85.5;46;41;1;-;1;humusarm;2;skeletthaltig;1;46;41;11;lehmiger Ton;1.45;0.01;30 - 60 cm;3.1;20.2;7.3;0;7.3;22.9;46;41;1;-;1;humusarm;2;skeletthaltig;1;46;41;11;lehmiger Ton;0.21;0.02;60 - 90 cm;3.2;21;1.1;0.1;1.2;3.9;112.3
518834;OPTIFERT 25;122181;715SM258046T3null;16.10.2025;17;12218101;28.10.2025;6;41;10;-;10;humusreich;1;frei / arm;10;6;41;1;lehmiger Sand;6.17;0;0 - 30 cm;3.8;35.9;38.5;0;38.6;144.6;6;51;0.5;-;0.5;humusarm;2;skeletthaltig;0.5;6;51;9;sandiger Schluff;1.03;0.02;30 - 60 cm;3.1;11;4.6;0.1;4.7;14.7;6;41;0.5;-;0.5;humusarm;2;skeletthaltig;0.5;6;41;1;lehmiger Sand;0.55;0;60 - 90 cm;3.2;9.6;2.4;0;2.4;7.9;167.2
518834;OPTIFERT 25;122181;715SM258046T3ueblich;16.10.2025;17;12218102;28.10.2025;6;41;10;-;10;humusreich;1;frei / arm;10;6;41;1;lehmiger Sand;5.08;0.01;0 - 30 cm;3.8;20.2;25.5;0.1;25.5;95.7;6;51;0.5;-;0.5;humusarm;2;skeletthaltig;0.5;6;51;9;sandiger Schluff;0.39;0;30 - 60 cm;3.1;28.9;2.2;0;2.2;6.8;6;51;0.5;-;0.5;humusarm;2;skeletthaltig;0.5;6;51;9;sandiger Schluff;0.88;0;60 - 90 cm;3.2;8.3;3.8;0;3.8;12.4;114.9
518834;OPTIFERT 25;122181;715SM258046T3empfohlen;16.10.2025;17;12218103;28.10.2025;6;41;5;-;5;humos;1;frei / arm;5;6;41;1;lehmiger Sand;5.6;0.05;0 - 30 cm;3.8;27.3;30.8;0.3;31.1;116.6;6;41;0.5;-;0.5;humusarm;2;skeletthaltig;0.5;6;41;1;lehmiger Sand;0.9;0.03;30 - 60 cm;3.1;10.3;4;0.1;4.1;12.9;6;51;0.5;-;0.5;humusarm;2;skeletthaltig;0.5;6;51;9;sandiger Schluff;0.21;0.02;60 - 90 cm;3.2;7.9;0.9;0.1;1;3.2;132.6
518834;OPTIFERT 25;122309;711SM258507T3null;16.10.2025;17;12230901;04.11.2025;16;31;3;-;3;schwach humos;1;frei / arm;3;16;31;6;sandiger Lehm;2.54;0.04;0 - 30 cm;3.8;22.5;13.1;0.2;13.3;49.8;21;31;2;+;2;schwach humos;1;frei / arm;2;21;31;4;Lehm;0.91;0.06;30 - 60 cm;3.9;18.5;4.4;0.3;4.8;18.6;26;31;1.5;+;1.5;humusarm;1;frei / arm;1.5;26;31;4;Lehm;0.61;0.03;60 - 90 cm;4.1;19.1;3;0.1;3.1;12.7;81
518834;OPTIFERT 25;122309;711SM258507T3ueblich;16.10.2025;17;12230902;04.11.2025;16;31;3.5;-;3.5;schwach humos;1;frei / arm;3.5;16;31;6;sandiger Lehm;4.37;0.03;0 - 30 cm;3.8;21.7;22.3;0.1;22.5;84.2;21;31;1.5;+;1.5;humusarm;1;frei / arm;1.5;21;31;4;Lehm;1.36;0.05;30 - 60 cm;3.9;16.4;6.5;0.2;6.7;26.2;11;41;0.5;+;0.5;humusarm;1;frei / arm;0.5;11;41;7;stark lehmiger Sand;0.03;0.88;60 - 90 cm;4.1;16;0.1;4.2;4.3;17.5;128
518834;OPTIFERT 25;122309;711SM258507T3empfohlen;16.10.2025;17;12230903;04.11.2025;16;41;3.5;-;3.5;schwach humos;1;frei / arm;3.5;16;41;6;sandiger Lehm;4.36;0.03;0 - 30 cm;3.8;24;22.9;0.2;23.1;86.6;26;31;2;+;2;schwach humos;1;frei / arm;2;26;31;4;Lehm;1.27;0.06;30 - 60 cm;3.9;18.7;6.2;0.3;6.5;25.5;31;31;1;+;1;humusarm;1;frei / arm;1;31;31;12;toniger Lehm;0.72;0.05;60 - 90 cm;4.1;17.1;3.5;0.2;3.7;15;127.1
518834;OPTIFERT 25;122802;700KM258617T3null;07.11.2025;16;12280201;15.12.2025;11;41;3.5;-;3.5;schwach humos;1;frei / arm;3.5;11;41;7;stark lehmiger Sand;2.49;0.08;0 - 30 cm;3.8;28.4;13.9;0.4;14.4;53.8;11;61;0.5;-;0.5;humusarm;2;skeletthaltig;0.5;11;61;5;lehmiger Schluff;0.86;0.19;30 - 60 cm;3.1;19.7;4.3;1;5.2;16.4;;;;;;;;;;;;;;;;;;;;;;;70.2
518834;OPTIFERT 25;122802;700KM258617T3ueblich;07.11.2025;16;12280202;15.12.2025;11;41;5;-;5;humos;1;frei / arm;5;11;41;7;stark lehmiger Sand;2.72;0.13;0 - 30 cm;3.8;29;15.3;0.7;16.1;60.3;11;51;0.5;-;0.5;humusarm;2;skeletthaltig;0.5;11;51;5;lehmiger Schluff;1.08;0.37;30 - 60 cm;3.1;19.5;5.4;1.9;7.2;22.5;;;;;;;;;;;;;;;;;;;;;;;82.8
518834;OPTIFERT 25;122802;700KM258617T3empfohlen;07.11.2025;16;12280203;15.12.2025;6;51;3.5;-;3.5;schwach humos;1;frei / arm;3.5;6;51;9;sandiger Schluff;2.43;0.19;0 - 30 cm;3.8;26.3;13.2;1;14.2;53.4;11;51;0.5;-;0.5;humusarm;2;skeletthaltig;0.5;11;51;5;lehmiger Schluff;0.8;0.43;30 - 60 cm;3.1;16.4;3.8;2;5.9;18.4;;;;;;;;;;;;;;;;;;;;;;;71.7
518834;OPTIFERT 25;122803;698KM253206T3null;01.12.2025;17;12280301;15.12.2025;11;21;2.5;-;2.5;schwach humos;1;frei / arm;2.5;11;21;7;stark lehmiger Sand;0.81;0.25;0 - 30 cm;3.8;17.8;3.9;1.2;5.2;19.4;16;21;2.5;-;2.5;schwach humos;1;frei / arm;2.5;16;21;6;sandiger Lehm;1.22;0.2;30 - 60 cm;3.9;16.2;5.8;0.9;6.7;26.3;11;31;2;-;2;schwach humos;1;frei / arm;2;11;31;7;stark lehmiger Sand;0.85;0.2;60 - 90 cm;4.1;15.4;4;0.9;4.9;20;65.7
518834;OPTIFERT 25;122803;698KM253206T3ueblich;01.12.2025;17;12280302;15.12.2025;16;21;2;-;2;schwach humos;1;frei / arm;2;16;21;6;sandiger Lehm;0.8;1.39;0 - 30 cm;3.8;19.3;4;6.9;10.9;40.8;11;21;2;-;2;schwach humos;1;frei / arm;2;11;21;7;stark lehmiger Sand;1.29;0.35;30 - 60 cm;3.9;15;6.1;1.6;7.7;30.1;11;31;2;-;2;schwach humos;1;frei / arm;2;11;31;7;stark lehmiger Sand;0.58;0.17;60 - 90 cm;4.1;14.4;2.7;0.8;3.5;14.3;85.1
518834;OPTIFERT 25;122803;698KM253206T3empfohlen;01.12.2025;17;12280303;15.12.2025;11;21;3.5;-;3.5;schwach humos;1;frei / arm;3.5;11;21;7;stark lehmiger Sand;1.74;0.16;0 - 30 cm;3.8;20.3;8.7;0.8;9.5;35.7;16;21;3;-;3;schwach humos;1;frei / arm;3;16;21;6;sandiger Lehm;1.47;0.14;30 - 60 cm;3.9;16.8;7.1;0.7;7.7;30.2;11;21;2.5;-;2.5;schwach humos;1;frei / arm;2.5;11;21;7;stark lehmiger Sand;1.37;0.23;60 - 90 cm;4.1;17.3;6.6;1.1;7.7;31.3;97.2
518834;OPTIFERT 25;122807;712KM251580T3null;19.11.2025;17;12280701;16.12.2025;11;31;2;-;2;schwach humos;1;frei / arm;2;11;31;7;stark lehmiger Sand;1.49;0.22;0 - 30 cm;3.8;19;7.4;1.1;8.5;31.7;16;21;2;-;2;schwach humos;1;frei / arm;2;16;21;6;sandiger Lehm;0.69;0.11;30 - 60 cm;3.9;17.3;3.4;0.6;3.9;15.2;21;31;1.5;-;1.5;humusarm;1;frei / arm;1.5;21;31;4;Lehm;0.37;0.16;60 - 90 cm;4.1;17.1;1.8;0.8;2.6;10.5;57.5
518834;OPTIFERT 25;122807;712KM251580T3ueblich;19.11.2025;17;12280702;16.12.2025;11;21;2;-;2;schwach humos;1;frei / arm;2;11;21;7;stark lehmiger Sand;1.86;0.11;0 - 30 cm;3.8;17.1;9;0.5;9.5;35.6;16;31;2;-;2;schwach humos;1;frei / arm;2;16;31;6;sandiger Lehm;1.96;0.16;30 - 60 cm;3.9;16.5;9.4;0.7;10.1;39.5;16;31;2;-;2;schwach humos;1;frei / arm;2;16;31;6;sandiger Lehm;1.18;0.15;60 - 90 cm;4.1;16.8;5.7;0.7;6.4;25.8;100.9
518834;OPTIFERT 25;122807;712KM251580T3empfohlen;19.11.2025;17;12280703;16.12.2025;11;31;2.5;-;2.5;schwach humos;1;frei / arm;2.5;11;31;7;stark lehmiger Sand;1.87;0.2;0 - 30 cm;3.8;17;9;0.9;10;37.4;21;31;2;-;2;schwach humos;1;frei / arm;2;21;31;4;Lehm;1.48;0.26;30 - 60 cm;3.9;16.2;7.1;1.2;8.3;32.4;16;31;1;-;1;humusarm;1;frei / arm;1;16;31;6;sandiger Lehm;0.86;0.15;60 - 90 cm;4.1;18.5;4.2;0.7;4.9;19.9;89.7
518834;OPTIFERT 25;122808;714KM251148T3null;19.10.2025;17;12280801;16.12.2025;11;31;2.5;-;2.5;schwach humos;1;frei / arm;2.5;11;31;7;stark lehmiger Sand;1.76;0.18;0 - 30 cm;3.8;18.9;8.7;0.9;9.5;35.8;16;31;2;-;2;schwach humos;1;frei / arm;2;16;31;6;sandiger Lehm;0.63;0.16;30 - 60 cm;3.9;14;2.9;0.7;3.7;14.3;11;31;1;-;1;humusarm;1;frei / arm;1;11;31;7;stark lehmiger Sand;0.23;0.22;60 - 90 cm;4.1;11.7;1;1;2;8.2;58.4
518834;OPTIFERT 25;122808;714KM251148T3ueblich;19.10.2025;17;12280802;16.12.2025;16;31;2.5;-;2.5;schwach humos;1;frei / arm;2.5;16;31;6;sandiger Lehm;1.24;0.3;0 - 30 cm;3.8;18.7;6.1;1.5;7.6;28.4;11;21;2;-;2;schwach humos;1;frei / arm;2;11;21;7;stark lehmiger Sand;0.39;0.15;30 - 60 cm;3.9;16.6;1.9;0.7;2.6;10;21;31;2.5;-;2.5;schwach humos;1;frei / arm;2.5;21;31;4;Lehm;0.23;0.21;60 - 90 cm;4.1;12.9;1;1;2;8.1;46.5
518834;OPTIFERT 25;122808;714KM251148T3empfohlen;19.10.2025;17;12280803;16.12.2025;16;31;3;-;3;schwach humos;1;frei / arm;3;16;31;6;sandiger Lehm;1.13;0.29;0 - 30 cm;3.8;20.3;5.7;1.5;7.1;26.6;16;31;2.5;-;2.5;schwach humos;1;frei / arm;2.5;16;31;6;sandiger Lehm;0.64;0.16;30 - 60 cm;3.9;14;3;0.7;3.7;14.4;16;31;1.5;-;1.5;humusarm;1;frei / arm;1.5;16;31;6;sandiger Lehm;0.36;0.17;60 - 90 cm;4.1;12.9;1.7;0.8;2.4;9.8;50.9
518834;OPTIFERT 25;122809;713SM251372T3null;30.09.2025;17;12280901;16.12.2025;6;61;16;-;16;humusreich;1;frei / arm;16;6;61;9;sandiger Schluff;8.93;0.13;0 - 30 cm;3;34.5;54.5;0.8;55.3;166;6;61;16;-;16;humusreich;1;frei / arm;16;6;61;9;sandiger Schluff;10.9;0.27;30 - 60 cm;3.8;43.7;77.4;1.9;79.4;301.5;1;61;20;-;20;Humusboden;1;frei / arm;20;1;61;9;sandiger Schluff;10.08;0.5;60 - 90 cm;5.4;70.6;137;6.9;143.9;776.9;1244.4
