Kunde;Projekt;Auftrag;Charge;Probenahme;Pruefplan;Probenummer;Analysedatum;Ton;Schluff;Humus;Kalkvorprobe;Humus;Beurteilung Humus;Skelettgehalt;Skelettgehalt;Humus;Ton;Schluff;Bodenart-Faktor;Beurteilung Bodenart;Nitrat;Ammonium;Probentiefe;Schichtfaktor;Wassergehalt;Nitrat;Ammonium;NMin;NMin pro Schicht;Ton;Schluff;Humus;Kalkvorprobe;Humus;Beurteilung Humus;Skelettgehalt;Skelettgehalt;Humus;Ton;Schluff;Bodenart-Faktor;Beurteilung Bodenart;Nitrat;Ammonium;Probentiefe;Schichtfaktor;Wassergehalt;Nitrat;Ammonium;NMin;NMin pro Schicht;Ton;Schluff;Humus;Kalkvorprobe;Humus;Beurteilung Humus;Skelettgehalt;Skelettgehalt;Humus;Ton;Schluff;Bodenart-Faktor;Beurteilung Bodenart;Nitrat;Ammonium;Probentiefe;Schichtfaktor;Wassergehalt;Nitrat;Ammonium;NMin;NMin pro Schicht;NMin Gesamtgehalt
;;;;;;;;% G/G;% G/G;% G/G;;%;;-;;% G/G;% G/G;% G/G;-;;ppm;ppm;;-;%;ppm;ppm;mg/kg TS;kg N/ha;% G/G;% G/G;% G/G;;%;;-;;% G/G;% G/G;% G/G;-;;ppm;ppm;;-;%;ppm;ppm;mg/kg TS;kg N/ha;% G/G;% G/G;% G/G;;%;;-;;% G/G;% G/G;% G/G;-;;ppm;ppm;;-;%;ppm;ppm;mg/kg TS;kg N/ha;kg N/ha
518834;;120458;701SM251485T1null;30.04.2025;17;12045801;03.06.2025;11;21;2;-;2;schwach humos;1;frei / arm;2;11;21;7;stark lehmiger Sand;0.74;0.06;0 - 30 cm;3.8;10.8;3.3;0.3;3.6;13.4;11;21;2;-;2;schwach humos;2;skeletthaltig;2;11;21;7;stark lehmiger Sand;0.33;0.02;30 - 60 cm;3.1;12.6;1.5;0.1;1.6;5;11;11;2.5;-;2.5;schwach humos;2;skeletthaltig;2.5;11;11;7;stark lehmiger Sand;2.16;0.25;60 - 90 cm;3.2;13.7;10;1.1;11.2;36.2;54.6
518834;;120458;701SM251485T1ueblich;30.04.2025;17;12045802;03.06.2025;16;21;2;-;2;schwach humos;1;frei / arm;2;16;21;6;sandiger Lehm;0.23;0.03;0 - 30 cm;3.8;12.4;1.1;0.1;1.2;4.5;11;21;1.5;-;1.5;humusarm;2;skeletthaltig;1.5;11;21;7;stark lehmiger Sand;0.95;0.06;30 - 60 cm;3.1;11.2;4.3;0.3;4.6;14.3;11;11;2.5;-;2.5;schwach humos;2;skeletthaltig;2.5;11;11;7;stark lehmiger Sand;2.7;0.62;60 - 90 cm;3.2;13.7;12.5;2.9;15.4;49.8;68.5
518834;;120458;701SM251485T1empfohlen;30.04.2025;17;12045803;03.06.2025;6;21;2.5;-;2.5;schwach humos;1;frei / arm;2.5;6;21;1;lehmiger Sand;3.46;0.21;0 - 30 cm;3.8;14.8;16.2;1;17.2;64.7;16;21;2;-;2;schwach humos;2;skeletthaltig;2;16;21;6;sandiger Lehm;1.02;0.08;30 - 60 cm;3.1;10.9;4.6;0.3;4.9;15.3;11;21;2;-;2;schwach humos;2;skeletthaltig;2;11;21;7;stark lehmiger Sand;0.64;0.06;60 - 90 cm;3.2;13.2;2.9;0.3;3.2;10.5;90.5
518834;;120459;702SM251725T1null;30.04.2025;17;12045901;03.06.2025;11;21;2.5;-;2.5;schwach humos;1;frei / arm;2.5;11;21;7;stark lehmiger Sand;2.44;0.12;0 - 30 cm;3.8;17.8;11.9;0.6;12.5;46.8;11;21;2.5;-;2.5;schwach humos;1;frei / arm;2.5;11;21;7;stark lehmiger Sand;1.06;0.05;30 - 60 cm;3.9;16.3;5.1;0.3;5.3;20.8;21;21;2;-;2;schwach humos;1;frei / arm;2;21;21;4;Lehm;0.28;0.02;60 - 90 cm;4.1;13.8;1.3;0.1;1.4;5.7;73.2
518834;;120459;702SM251725T1ueblich;30.04.2025;17;12045902;03.06.2025;11;21;2;-;2;schwach humos;1;frei / arm;2;11;21;7;stark lehmiger Sand;4.99;1.41;0 - 30 cm;3.8;14;23.2;6.6;29.8;111.6;6;11;1.5;-;1.5;humusarm;1;frei / arm;1.5;6;11;1;lehmiger Sand;1.08;0.03;30 - 60 cm;3.9;13;4.9;0.2;5.1;19.9;11;21;1.5;-;1.5;humusarm;1;frei / arm;1.5;11;21;7;stark lehmiger Sand;0.28;0.05;60 - 90 cm;4.1;13.4;1.3;0.2;1.5;6.1;137.6
518834;;120459;702SM251725T1empfohlen;30.04.2025;17;12045903;03.06.2025;11;21;2.5;-;2.5;schwach humos;1;frei / arm;2.5;11;21;7;stark lehmiger Sand;3.94;1.46;0 - 30 cm;3.8;16.9;18.9;7;26;97.4;11;21;1.5;-;1.5;humusarm;1;frei / arm;1.5;11;21;7;stark lehmiger Sand;0.95;0.03;30 - 60 cm;3.9;12;4.3;0.2;4.5;17.4;6;11;1.5;-;1.5;humusarm;3;skelettreich;1.5;6;11;1;lehmiger Sand;0.22;0.03;60 - 90 cm;2.4;14.7;1;0.1;1.2;2.8;117.7
518834;;120462;715SM258046T1null;27.05.2025;17;12046201;03.06.2025;21;41;6;-;6;humos;1;frei / arm;6;21;41;4;Lehm;5.9;0.1;0 - 30 cm;3.8;28.1;32.8;0.6;33.4;125.2;26;31;2.5;-;2.5;schwach humos;2;skeletthaltig;2.5;26;31;4;Lehm;1.96;0.02;30 - 60 cm;3.1;15.6;9.3;0.1;9.4;29.3;31;31;2;-;2;schwach humos;2;skeletthaltig;2;31;31;12;toniger Lehm;0.57;0.01;60 - 90 cm;3.2;9.4;2.5;0;2.6;8.3;162.7
518834;;120462;715SM258046T1ueblich;27.05.2025;17;12046202;03.06.2025;26;31;4;-;4;schwach humos;1;frei / arm;4;26;31;4;Lehm;5.73;0.06;0 - 30 cm;3.8;22.1;29.4;0.3;29.7;111.5;21;31;2.5;-;2.5;schwach humos;2;skeletthaltig;2.5;21;31;4;Lehm;2.33;0.05;30 - 60 cm;3.1;13.4;10.8;0.2;11;34.3;26;31;2;-;2;schwach humos;2;skeletthaltig;2;26;31;4;Lehm;0.42;0.05;60 - 90 cm;3.2;9.2;1.9;0.2;2.1;6.8;152.5
518834;;120462;715SM258046T1empfohlen;27.05.2025;17;12046203;03.06.2025;26;31;4;-;4;schwach humos;1;frei / arm;4;26;31;4;Lehm;3.97;0.02;0 - 30 cm;3.8;19.5;19.7;0.1;19.8;74.4;26;31;3;-;3;schwach humos;2;skeletthaltig;3;26;31;4;Lehm;1.86;0.02;30 - 60 cm;3.1;12.8;8.5;0.1;8.6;26.9;21;31;2;-;2;schwach humos;2;skeletthaltig;2;21;31;4;Lehm;0.51;0;60 - 90 cm;3.2;9.2;2.2;0;2.2;7.2;108.5
518834;OPTIFERT 25;120460;708SM256034T2null;26.05.2025;17;12046001;03.06.2025;26;31;2.5;-;2.5;schwach humos;1;frei / arm;2.5;26;31;4;Lehm;1.83;0.23;0 - 30 cm;3.8;21.6;9.3;1.2;10.5;39.3;26;21;2;-;2;schwach humos;1;frei / arm;2;26;21;4;Lehm;0.96;0.06;30 - 60 cm;3.9;19;4.7;0.3;5;19.6;31;26;2;-;2;schwach humos;1;frei / arm;2;31;26;12;toniger Lehm;0.69;0.08;60 - 90 cm;4.1;19;3.4;0.4;3.8;15.4;74.3
518834;OPTIFERT 25;120460;708SM256034T2ueblich;26.05.2025;17;12046002;03.06.2025;36;11;2;-;2;schwach humos;1;frei / arm;2;36;11;12;toniger Lehm;2.91;0.25;0 - 30 cm;3.8;23.1;15.2;1.3;16.4;61.7;41;21;2;-;2;schwach humos;1;frei / arm;2;41;21;11;lehmiger Ton;1.45;0.1;30 - 60 cm;3.9;19.3;7.2;0.5;7.7;30.1;41;21;2;-;2;schwach humos;1;frei / arm;2;41;21;11;lehmiger Ton;1.26;0.17;60 - 90 cm;4.1;19.8;6.3;0.8;7.1;28.7;120.5
518834;OPTIFERT 25;120460;708SM256034T2empfohlen;26.05.2025;17;12046003;03.06.2025;26;31;2;-;2;schwach humos;1;frei / arm;2;26;31;4;Lehm;2.5;0.29;0 - 30 cm;3.8;22.8;13;1.5;14.4;54.1;36;31;2;-;2;schwach humos;1;frei / arm;2;36;31;12;toniger Lehm;0.92;0.09;30 - 60 cm;3.9;19.2;4.6;0.4;5;19.5;46;31;2;-;2;schwach humos;1;frei / arm;2;46;31;11;lehmiger Ton;0.82;0.05;60 - 90 cm;4.1;18.8;4.1;0.2;4.3;17.4;91.1
518834;OPTIFERT 25;120461;707SM259469T2null;27.05.2025;17;12046101;03.06.2025;6;31;2;-;2;schwach humos;1;frei / arm;2;6;31;1;lehmiger Sand;3.04;0.3;0 - 30 cm;3.8;21.3;15.5;1.5;17;63.7;6;11;1.5;-;1.5;humusarm;1;frei / arm;1.5;6;11;1;lehmiger Sand;0.82;0.07;30 - 60 cm;3.9;17.3;3.9;0.3;4.3;16.6;6;11;1.5;-;1.5;humusarm;1;frei / arm;1.5;6;11;1;lehmiger Sand;0.53;0.01;60 - 90 cm;4.1;19.2;2.6;0.1;2.7;10.8;91.1
518834;OPTIFERT 25;120461;707SM259469T2ueblich;27.05.2025;17;12046102;03.06.2025;6;31;2;-;2;schwach humos;1;frei / arm;2;6;31;1;lehmiger Sand;4.02;0.51;0 - 30 cm;3.8;21.3;20.4;2.6;23;86.2;6;11;1.5;-;1.5;humusarm;1;frei / arm;1.5;6;11;1;lehmiger Sand;0.95;0.05;30 - 60 cm;3.9;18.1;4.6;0.2;4.9;19;6;11;1.5;-;1.5;humusarm;1;frei / arm;1.5;6;11;1;lehmiger Sand;0.65;0.03;60 - 90 cm;4.1;29.2;3.7;0.2;3.9;15.6;120.8
518834;OPTIFERT 25;120461;707SM259469T2empfohlen;27.05.2025;17;12046103;03.06.2025;6;31;2;-;2;schwach humos;1;frei / arm;2;6;31;1;lehmiger Sand;5.12;0.3;0 - 30 cm;3.8;20.7;25.8;1.5;27.3;102.4;6;11;1.5;-;1.5;humusarm;1;frei / arm;1.5;6;11;1;lehmiger Sand;1.36;0.08;30 - 60 cm;3.9;19.6;6.8;0.4;7.2;27.9;6;11;1.5;-;1.5;humusarm;1;frei / arm;1.5;6;11;1;lehmiger Sand;0.53;0.02;60 - 90 cm;4.1;21.1;2.7;0.1;2.8;11.3;141.6
518834;OPTIFERT 25;120461;707SM259469T2hofduenger;27.05.2025;17;12046104;03.06.2025;6;31;2;-;2;schwach humos;1;frei / arm;2;6;31;1;lehmiger Sand;4.17;0.36;0 - 30 cm;3.8;20.4;21;1.8;22.8;85.5;6;11;1.5;-;1.5;humusarm;1;frei / arm;1.5;6;11;1;lehmiger Sand;1.36;0.09;30 - 60 cm;3.9;16.9;6.6;0.4;7;27.3;6;11;1.5;-;1.5;humusarm;1;frei / arm;1.5;6;11;1;lehmiger Sand;0.26;0.05;60 - 90 cm;4.1;18.6;1.3;0.3;1.5;6.1;118.9
518834;OPTIFERT 25;120724;704SM258472T2null;05.06.2025;17;12072401;18.06.2025;16;31;2.5;-;2.5;schwach humos;1;frei / arm;2.5;16;31;6;sandiger Lehm;3.72;0.02;0 - 30 cm;3.8;21.3;18.9;0.1;19;71.2;16;21;2;-;2;schwach humos;1;frei / arm;2;16;21;6;sandiger Lehm;2.45;0.06;30 - 60 cm;3.9;17.6;11.9;0.3;12.2;47.5;16;21;2;-;2;schwach humos;2;skeletthaltig;2;16;21;6;sandiger Lehm;1.47;0.17;60 - 90 cm;3.2;14.4;6.9;0.8;7.7;24.8;143.5
518834;OPTIFERT 25;120724;704SM258472T2ueblich;05.06.2025;17;12072402;18.06.2025;11;31;2.5;-;2.5;schwach humos;1;frei / arm;2.5;11;31;7;stark lehmiger Sand;8.13;0.12;0 - 30 cm;3.8;22.4;41.9;0.6;42.5;159.5;16;31;2.5;-;2.5;schwach humos;1;frei / arm;2.5;16;31;6;sandiger Lehm;3.7;0.1;30 - 60 cm;3.9;18.7;18.2;0.5;18.7;72.8;11;11;2;-;2;schwach humos;3;skelettreich;2;11;11;7;stark lehmiger Sand;2.68;0.19;60 - 90 cm;2.4;15.3;12.7;0.9;13.5;32.9;265.2
518834;OPTIFERT 25;120724;704SM258472T2empfohlen;05.06.2025;17;12072403;18.06.2025;16;31;2.5;-;2.5;schwach humos;1;frei / arm;2.5;16;31;6;sandiger Lehm;4.79;0;0 - 30 cm;3.8;22.3;24.6;0;24.6;92.4;21;21;2.5;-;2.5;schwach humos;1;frei / arm;2.5;21;21;4;Lehm;2.61;0.02;30 - 60 cm;3.9;16.9;12.6;0.1;12.6;49.3;16;21;2.5;-;2.5;schwach humos;3;skelettreich;2.5;16;21;6;sandiger Lehm;1.39;0.18;60 - 90 cm;2.4;15.1;6.5;0.8;7.4;17.9;159.6
518834;OPTIFERT 25;120725;705SM258479T2null;05.06.2025;17;12072501;18.06.2025;11;21;2.5;-;2.5;schwach humos;1;frei / arm;2.5;11;21;7;stark lehmiger Sand;2.81;0.03;0 - 30 cm;3.8;14.7;13.2;0.1;13.3;49.8;6;11;2;-;2;schwach humos;1;frei / arm;2;6;11;1;lehmiger Sand;1.47;0.02;30 - 60 cm;3.9;14.6;6.9;0.1;7;27.4;11;31;0.5;-;0.5;humusarm;1;frei / arm;0.5;11;31;7;stark lehmiger Sand;1.25;0.06;60 - 90 cm;4.1;16.4;6;0.3;6.3;25.4;102.6
518834;OPTIFERT 25;120725;705SM258479T2ueblich;05.06.2025;17;12072502;18.06.2025;11;21;2.5;-;2.5;schwach humos;1;frei / arm;2.5;11;21;7;stark lehmiger Sand;6.34;0.03;0 - 30 cm;3.8;13.9;29.5;0.1;29.6;111.1;11;31;0.5;-;0.5;humusarm;1;frei / arm;0.5;11;31;7;stark lehmiger Sand;1.87;0.02;30 - 60 cm;3.9;14.2;8.7;0.1;8.8;34.2;11;41;0.5;-;0.5;humusarm;1;frei / arm;0.5;11;41;7;stark lehmiger Sand;0.97;0.08;60 - 90 cm;4.1;14.2;4.5;0.4;4.9;19.7;165
518834;OPTIFERT 25;120725;705SM258479T2empfohlen;05.06.2025;17;12072503;18.06.2025;16;21;2;-;2;schwach humos;1;frei / arm;2;16;21;6;sandiger Lehm;6.53;0.08;0 - 30 cm;3.8;14.1;30.4;0.4;30.8;115.4;16;21;1.5;-;1.5;humusarm;1;frei / arm;1.5;16;21;6;sandiger Lehm;2.1;0.09;30 - 60 cm;3.9;14.6;9.8;0.4;10.3;40;16;31;0.5;-;0.5;humusarm;1;frei / arm;0.5;16;31;6;sandiger Lehm;1.84;0.12;60 - 90 cm;4.1;15.9;8.7;0.5;9.3;37.6;192.9
518834;OPTIFERT 25;120722;713SM251372T2null;05.06.2025;17;12072201;18.06.2025;36;41;3.5;-;3.5;schwach humos;1;frei / arm;3.5;36;41;12;toniger Lehm;6.25;0.07;0 - 30 cm;3.8;27.2;34.3;0.4;34.7;130.1;36;41;3;-;3;schwach humos;1;frei / arm;3;36;41;12;toniger Lehm;8.47;0.48;30 - 60 cm;3.9;27.9;47;2.7;49.6;193.5;26;31;4;-;4;schwach humos;1;frei / arm;4;26;31;4;Lehm;12.09;0.56;60 - 90 cm;4.1;48.8;94.4;4.4;98.8;400;723.6
518834;OPTIFERT 25;120723;700KM258617T2null;05.06.2025;16;12072301;18.06.2025;6;31;2;-;2;schwach humos;1;frei / arm;2;6;31;1;lehmiger Sand;6.84;0.04;0 - 30 cm;3.8;23.1;35.6;0.2;35.8;134.2;6;31;0;-;0;humusarm;1;frei / arm;0;6;31;1;lehmiger Sand;3.22;0.06;30 - 60 cm;3.9;16.8;15.5;0.3;15.8;61.5;;;;;;;;;;;;;;;;;;;;;;;
518834;OPTIFERT 25;120723;700KM258617T2ueblich;05.06.2025;16;12072302;18.06.2025;6;41;3.5;-;3.5;schwach humos;1;frei / arm;3.5;6;41;1;lehmiger Sand;8.45;0.1;0 - 30 cm;3.8;26.1;45.8;0.5;46.3;173.7;6;31;1.5;-;1.5;humusarm;1;frei / arm;1.5;6;31;1;lehmiger Sand;4.5;0.18;30 - 60 cm;3.9;18.5;22.1;0.9;23;89.5;;;;;;;;;;;;;;;;;;;;;;;
518834;OPTIFERT 25;120723;700KM258617T2empfohlen;05.06.2025;16;12072303;18.06.2025;6;41;2;-;2;schwach humos;1;frei / arm;2;6;41;1;lehmiger Sand;5.88;0.02;0 - 30 cm;3.8;22.9;30.5;0.1;30.6;114.8;6;14;0.5;-;0.5;humusarm;1;frei / arm;0.5;6;14;1;lehmiger Sand;3.1;0.13;30 - 60 cm;3.9;18.9;15.3;0.6;15.9;62.1;;;;;;;;;;;;;;;;;;;;;;;
518834;OPTIFERT 25;120726;714KM251148T2null;09.06.2025;17;12072601;18.06.2025;11;31;3;-;3;schwach humos;2;skeletthaltig;3;11;31;7;stark lehmiger Sand;2.84;0.16;0 - 30 cm;3;18.9;14;0.8;14.8;44.3;6;21;2;-;2;schwach humos;2;skeletthaltig;2;6;21;1;lehmiger Sand;2.11;0.03;30 - 60 cm;3.1;15.2;9.9;0.2;10.1;31.5;11;31;1;-;1;humusarm;2;skeletthaltig;1;11;31;7;stark lehmiger Sand;1.32;0.07;60 - 90 cm;3.2;9.8;5.8;0.3;6.2;20;95.7
518834;OPTIFERT 25;120726;714KM251148T2ueblich;09.06.2025;17;12072602;18.06.2025;11;31;3;-;3;schwach humos;2;skeletthaltig;3;11;31;7;stark lehmiger Sand;2.9;0;0 - 30 cm;3;18.2;14.2;0;14.2;42.6;6;31;2;-;2;schwach humos;2;skeletthaltig;2;6;31;1;lehmiger Sand;2.42;0.07;30 - 60 cm;3.1;14.1;11.3;0.3;11.6;36.2;11;31;1;-;1;humusarm;2;skeletthaltig;1;11;31;7;stark lehmiger Sand;1.18;0.08;60 - 90 cm;3.2;13.8;5.5;0.4;5.8;18.9;97.7
518834;OPTIFERT 25;120726;714KM251148T2empfohlen;09.06.2025;17;12072603;18.06.2025;16;21;2.5;-;2.5;schwach humos;2;skeletthaltig;2.5;16;21;6;sandiger Lehm;4.69;0.09;0 - 30 cm;3;17.1;22.6;0.4;23;69.1;11;31;2;-;2;schwach humos;2;skeletthaltig;2;11;31;7;stark lehmiger Sand;3.97;0.13;30 - 60 cm;3.1;12.4;18.1;0.6;18.7;58.4;6;31;1;-;1;humusarm;2;skeletthaltig;1;6;31;1;lehmiger Sand;2.08;0.07;60 - 90 cm;3.2;11.3;9.4;0.3;9.7;31.5;159
518834;OPTIFERT 25;120728;702SM251725T3null;11.06.2025;17;12072801;18.06.2025;26;21;2;-;2;schwach humos;1;frei / arm;2;26;21;4;Lehm;2.28;0.3;0 - 30 cm;3.8;16.4;10.9;1.4;12.4;46.4;26;21;2;-;2;schwach humos;1;frei / arm;2;26;21;4;Lehm;1.3;0.1;30 - 60 cm;3.9;13.7;6;0.5;6.5;25.4;26;31;2;-;2;schwach humos;1;frei / arm;2;26;31;4;Lehm;0.97;0.14;60 - 90 cm;4.1;14.1;4.5;0.6;5.2;20.9;92.7
518834;OPTIFERT 25;120728;702SM251725T3ueblich;11.06.2025;17;12072802;18.06.2025;26;21;2;-;2;schwach humos;1;frei / arm;2;26;21;4;Lehm;2.25;0.37;0 - 30 cm;3.8;17.8;10.9;1.8;12.7;47.8;31;21;2;-;2;schwach humos;1;frei / arm;2;31;21;12;toniger Lehm;2.11;0.1;30 - 60 cm;3.9;13.6;9.8;0.4;10.2;39.8;21;21;2;-;2;schwach humos;1;frei / arm;2;21;21;4;Lehm;1.22;0.13;60 - 90 cm;4.1;15.7;5.8;0.6;6.4;25.9;113.5
518834;OPTIFERT 25;120728;702SM251725T3empfohlen;11.06.2025;17;12072803;18.06.2025;21;21;2;-;2;schwach humos;1;frei / arm;2;21;21;4;Lehm;3.14;0.24;0 - 30 cm;3.8;19.4;15.6;1.2;16.8;62.9;26;21;2;-;2;schwach humos;1;frei / arm;2;26;21;4;Lehm;2.39;0.07;30 - 60 cm;3.9;13.8;11.1;0.3;11.4;44.5;16;11;2;-;2;schwach humos;3;skelettreich;2;16;11;6;sandiger Lehm;1.14;0.14;60 - 90 cm;2.4;14.3;5.3;0.7;6;14.5;121.9
518834;OPTIFERT 25;120729;701SM251485T2null;12.06.2025;17;12072901;18.06.2025;21;11;3;-;3;schwach humos;1;frei / arm;3;21;11;4;Lehm;1.29;0.16;0 - 30 cm;3.8;15.3;6.1;0.8;6.8;25.6;26;21;2;-;2;schwach humos;1;frei / arm;2;26;21;4;Lehm;0.81;0.14;30 - 60 cm;3.9;12.5;3.7;0.7;4.4;17;26;11;2;-;2;schwach humos;1;frei / arm;2;26;11;4;Lehm;0.59;0.17;60 - 90 cm;4.1;13.3;2.7;0.8;3.5;14;56.7
518834;OPTIFERT 25;120729;701SM251485T2ueblich;12.06.2025;17;12072902;18.06.2025;26;11;2.5;-;2.5;schwach humos;1;frei / arm;2.5;26;11;4;Lehm;4.82;0.37;0 - 30 cm;3.8;17.7;23.4;1.8;25.2;94.6;26;21;2.5;-;2.5;schwach humos;1;frei / arm;2.5;26;21;4;Lehm;1.59;0.09;30 - 60 cm;3.9;12.6;7.3;0.4;7.7;29.9;26;21;2;-;2;schwach humos;1;frei / arm;2;26;21;4;Lehm;1.13;0.14;60 - 90 cm;4.1;13.8;5.2;0.6;5.9;23.8;148.2
518834;OPTIFERT 25;120729;701SM251485T2empfohlen;12.06.2025;17;12072903;18.06.2025;21;11;3.5;-;3.5;schwach humos;1;frei / arm;3.5;21;11;4;Lehm;3.84;0.27;0 - 30 cm;3.8;16.4;18.4;1.3;19.7;73.8;26;21;3;-;3;schwach humos;1;frei / arm;3;26;21;4;Lehm;1.84;0.12;30 - 60 cm;3.9;13.6;8.5;0.5;9.1;35.4;31;11;3;-;3;schwach humos;1;frei / arm;3;31;11;12;toniger Lehm;0.96;0.14;60 - 90 cm;4.1;14.2;4.5;0.6;5.1;20.7;130
518834;OPTIFERT 25;120727;712KM251580T2null;11.06.2025;17;12072701;18.06.2025;11;21;2;-;2;schwach humos;1;frei / arm;2;11;21;7;stark lehmiger Sand;1.42;0.16;0 - 30 cm;3.8;14.6;6.7;0.8;7.4;27.9;31;11;1.5;-;1.5;humusarm;1;frei / arm;1.5;31;11;12;toniger Lehm;0.73;0.05;30 - 60 cm;3.9;15.2;3.4;0.3;3.7;14.4;36;21;1.5;-;1.5;humusarm;1;frei / arm;1.5;36;21;12;toniger Lehm;0.54;0.01;60 - 90 cm;4.1;18.7;2.7;0;2.7;11;53.2
518834;OPTIFERT 25;120727;712KM251580T2ueblich;11.06.2025;17;12072702;18.06.2025;11;21;2;-;2;schwach humos;1;frei / arm;2;11;21;7;stark lehmiger Sand;4.97;0.51;0 - 30 cm;3.8;16.2;23.7;2.4;26.1;98;11;11;2;-;2;schwach humos;1;frei / arm;2;11;11;7;stark lehmiger Sand;2.2;0.12;30 - 60 cm;3.9;13.5;10.2;0.5;10.7;41.8;11;11;1.5;-;1.5;humusarm;1;frei / arm;1.5;11;11;7;stark lehmiger Sand;1.22;0.06;60 - 90 cm;4.1;14;5.7;0.3;6;24.1;164
518834;OPTIFERT 25;120727;712KM251580T2empfohlen;11.06.2025;17;12072703;18.06.2025;11;6;1.5;-;1.5;humusarm;1;frei / arm;1.5;11;6;7;stark lehmiger Sand;4.16;0.25;0 - 30 cm;3.8;16.1;19.8;1.2;21;78.9;11;6;1.5;-;1.5;humusarm;1;frei / arm;1.5;11;6;7;stark lehmiger Sand;2.88;0.01;30 - 60 cm;3.9;13.9;13.4;0;13.4;52.2;31;21;1.5;-;1.5;humusarm;1;frei / arm;1.5;31;21;12;toniger Lehm;1.4;0.01;60 - 90 cm;4.1;16.6;6.7;0;6.8;27.5;158.6
518834;OPTIFERT 25;120730;698KM253206T2null;12.06.2025;17;12073001;18.06.2025;6;11;1.5;-;1.5;humusarm;1;frei / arm;1.5;6;11;1;lehmiger Sand;8.67;0.31;0 - 30 cm;3.8;16.1;41.3;1.5;42.8;160.6;11;11;1.5;-;1.5;humusarm;1;frei / arm;1.5;11;11;7;stark lehmiger Sand;2.57;0.09;30 - 60 cm;3.9;15;12.1;0.4;12.5;48.8;11;11;1.5;-;1.5;humusarm;1;frei / arm;1.5;11;11;7;stark lehmiger Sand;2.18;0.04;60 - 90 cm;4.1;14.9;10.2;0.2;10.4;42.1;251.5
518834;OPTIFERT 25;120730;698KM253206T2ueblich;12.06.2025;17;12073002;18.06.2025;11;21;2.5;-;2.5;schwach humos;1;frei / arm;2.5;11;21;7;stark lehmiger Sand;2.02;0.23;0 - 30 cm;3.8;16.8;9.7;1.1;10.8;40.6;16;11;1.5;-;1.5;humusarm;2;skeletthaltig;1.5;16;11;6;sandiger Lehm;1.47;0.07;30 - 60 cm;3.9;15.5;6.9;0.3;7.3;28.4;11;21;1.5;-;1.5;humusarm;2;skeletthaltig;1.5;11;21;7;stark lehmiger Sand;1.33;0;60 - 90 cm;4.1;15.4;6.3;0;6.3;25.6;94.6
518834;OPTIFERT 25;120730;698KM253206T2empfohlen;12.06.2025;17;12073003;18.06.2025;11;11;1.5;-;1.5;humusarm;1;frei / arm;1.5;11;11;7;stark lehmiger Sand;4.09;0.37;0 - 30 cm;3.8;16.7;19.6;1.8;21.4;80.3;11;11;1.5;-;1.5;humusarm;1;frei / arm;1.5;11;11;7;stark lehmiger Sand;2.18;0.14;30 - 60 cm;3.9;15.3;10.3;0.7;11;42.7;16;21;1.5;-;1.5;humusarm;1;frei / arm;1.5;16;21;6;sandiger Lehm;1.65;0.05;60 - 90 cm;4.1;14.1;7.7;0.3;7.9;32.2;155.2
518834;OPTIFERT 25;120879;711SM258507T2null;12.06.2025;17;12087901;01.07.2025;11;31;3;-;3;schwach humos;1;frei / arm;3;11;31;7;stark lehmiger Sand;4.28;0;0 - 30 cm;3.8;22.1;22;0;22;82.4;11;31;2.5;-;2.5;schwach humos;1;frei / arm;2.5;11;31;7;stark lehmiger Sand;1.77;0;30 - 60 cm;3.9;16.9;8.5;0;8.5;33.2;16;11;2;-;2;schwach humos;2;skeletthaltig;2;16;11;6;sandiger Lehm;0.61;0;60 - 90 cm;3.2;16.9;2.9;0;2.9;9.5;125.1
518834;OPTIFERT 25;120879;711SM258507T2ueblich;12.06.2025;17;12087902;01.07.2025;21;31;3;-;3;schwach humos;1;frei / arm;3;21;31;4;Lehm;7.38;0.01;0 - 30 cm;3.8;21.4;37.6;0;37.6;141.1;16;21;2;-;2;schwach humos;1;frei / arm;2;16;21;6;sandiger Lehm;1.42;0.01;30 - 60 cm;3.9;16.4;6.8;0;6.8;26.5;16;31;2;-;2;schwach humos;2;skeletthaltig;2;16;31;6;sandiger Lehm;0.96;0;60 - 90 cm;3.2;17.3;4.6;0;4.6;15;182.6
518834;OPTIFERT 25;120879;711SM258507T2empfohlen;12.06.2025;17;12087903;01.07.2025;21;11;4;-;4;schwach humos;1;frei / arm;4;21;11;4;Lehm;7.16;0.01;0 - 30 cm;3.8;23.5;37.5;0;37.5;140.7;26;21;2.5;-;2.5;schwach humos;1;frei / arm;2.5;26;21;4;Lehm;1.31;0.03;30 - 60 cm;3.9;18.3;6.4;0.1;6.5;25.5;21;21;2;-;2;schwach humos;2;skeletthaltig;2;21;21;4;Lehm;1.05;0.02;60 - 90 cm;3.2;17.2;5.1;0.1;5.2;16.8;183
