id_lysi,date,NO3_N,NH4_N,SO4_S
29,2025-11-19,0.11,0.03,0.16
30,2025-11-19,0.53,0.02,0.26
31,2025-11-19,0.01,0,0.89
32,2025-11-19,0,0.03,0.13
1,2025-11-21,0,0,0.95
2,2025-11-21,0.01,0.08,0.79
3,2025-11-21,24.49,3.02,1.87
4,2025-11-21,0.03,0,0.44
5,2025-11-21,0.37,0.06,0.59
6,2025-11-21,0.03,0.57,0.47
7,2025-11-21,1.33,0.74,1.47
8,2025-11-21,0.08,1.01,1.21
9,2025-11-21,0,0,1.11
10,2025-11-21,0,0.02,1.42
11,2025-11-21,1.19,0,1.82
12,2025-11-21,0,0.05,0.84
13,2025-11-21,0.17,0.27,2.16
14,2025-11-21,8.2,0.33,0.67
15,2025-11-21,0.82,0.01,1.46
16,2025-11-21,2.85,0.02,0.26
17,2025-11-21,7.84,0.17,0.69
18,2025-11-21,0.16,0.61,0.22
19,2025-11-21,1.64,0.39,2.32
20,2025-11-21,0.05,0.47,1.18
21,2025-11-21,0.71,0.25,1.61
22,2025-11-21,0.02,0.43,1.64
23,2025-11-21,0.26,0.14,1.6
24,2025-11-21,NA,NA,NA
25,2025-11-21,3.15,0.13,1.44
26,2025-11-21,0.07,0.15,1.27
27,2025-11-21,1,0.17,1.74
28,2025-11-21,0.1,0.17,1.4
29,2025-11-21,0.1,0.18,1.25
30,2025-11-21,1.64,0.19,2.12
31,2025-11-21,0.04,0.17,2.93
32,2025-11-21,0.02,0.19,1.95
1,2025-11-27,0.17,0.16,3.37
2,2025-11-27,0.02,0.45,2.2
3,2025-11-27,45.1,1.16,5
4,2025-11-27,2.76,0.27,2.48
5,2025-11-27,2.24,0.39,3.43
6,2025-11-27,0.2,0.54,3.6
7,2025-11-27,1.64,1.19,3.15
8,2025-11-27,0.31,0.41,2.19
9,2025-11-27,0.23,0.18,3.13
10,2025-11-27,0.35,0.18,2.59
11,2025-11-27,2.48,0.17,3.74
12,2025-11-27,0.05,0.14,2.23
13,2025-11-27,0.52,0.18,4.05
14,2025-11-27,NA,NA,NA
15,2025-11-27,1.05,0.15,3.04
16,2025-11-27,8.04,0.15,3.37
17,2025-11-27,4.17,0.2,3.06
18,2025-11-27,0.31,0.98,1.47
19,2025-11-27,6.7,0.42,2.58
20,2025-11-27,0.02,0.5,1.55
21,2025-11-27,0.73,0.16,1.83
22,2025-11-27,0.02,0.44,2.24
23,2025-11-27,0.34,0.23,6.64
24,2025-11-27,NA,NA,NA
25,2025-11-27,8.54,0.17,2.06
26,2025-11-27,0.12,0.14,1.77
27,2025-11-27,1.65,0.17,1.94
28,2025-11-27,0.71,0.17,1.81
29,2025-11-27,0.43,0.17,1.67
30,2025-11-27,5.89,0.19,2.18
31,2025-11-27,0.13,0.17,3.98
32,2025-11-27,0.83,0.19,1.69
1,2025-12-08,0.014,0,1.22
2,2025-12-08,0,0.092,0
3,2025-12-08,7.055,0.096,0.42
4,2025-12-08,4.403,0.019,0.05
5,2025-12-08,0.776,0.04,1.02
6,2025-12-08,0,0.05,0
7,2025-12-08,2.69,1.393,2.94
8,2025-12-08,0.324,0.116,0.71
9,2025-12-08,0.065,0,1.56
10,2025-12-08,0.345,0.006,0.96
11,2025-12-08,1.681,0,1.41
12,2025-12-08,0,0.054,0.23
13,2025-12-08,0.013,0.053,0.86
14,2025-12-08,7.633,0.022,1.9
15,2025-12-08,2.782,0,3
16,2025-12-08,13.34,0,0.79
17,2025-12-08,15.998,0,3.59
18,2025-12-08,0.267,0.747,0.98
19,2025-12-08,6.248,0.02,0.23
20,2025-12-08,0.097,0.366,0.08
21,2025-12-08,1.516,0.08,0.4
22,2025-12-08,0.013,0.265,0
23,2025-12-08,0.592,0.006,0.86
24,2025-12-08,4.879,1.1135,8.33
25,2025-12-08,8.53,0,3.69
26,2025-12-08,0.197,0.047,1.03
27,2025-12-08,1.123,0,2.43
28,2025-12-08,0.28,0.113,3.63
29,2025-12-08,0.735,0.033,1.37
30,2025-12-08,7.131,0.028,1.25
31,2025-12-08,0.705,0.016,3.03
32,2025-12-08,0.95,0.043,1.46
1,2025-12-23,0.01,0.117,0.88
2,2025-12-23,0,0.903,0.94
3,2025-12-23,38.045,0.885,0.5
4,2025-12-23,1.96,0.048,0
5,2025-12-23,0.803,0.109,1.68
6,2025-12-23,0.01,0.37,0.55
7,2025-12-23,0.949,1.52,4.51
8,2025-12-23,0.212,0.511,2.04
9,2025-12-23,0,0.008,4.74
10,2025-12-23,0.027,0.24,4.06
11,2025-12-23,2.242,0.009,8.18
12,2025-12-23,0.052,0.071,3.03
13,2025-12-23,0.16,0.226,11.5
14,2025-12-23,2.318,0.043,3.06
15,2025-12-23,1.137,0.015,5.78
16,2025-12-23,10.657,0.039,1.56
17,2025-12-23,29.155,0,9.4
18,2025-12-23,0.107,0.804,9.88
19,2025-12-23,7.679,0.113,0.49
20,2025-12-23,0.208,0.926,0.81
21,2025-12-23,0.664,0.401,1.58
22,2025-12-23,0.006,0.794,0.52
23,2025-12-23,0.078,0.107,1.01
24,2025-12-23,0.392,0.68,8.68
25,2025-12-23,4.584,0.098,6.19
26,2025-12-23,0.13,0.028,4.03
27,2025-12-23,0.954,0.035,7.03
28,2025-12-23,0.112,0.08,5.51
29,2025-12-23,0.347,0,1.86
30,2025-12-23,0.784,0,1.12
31,2025-12-23,0.094,0.041,2.84
32,2025-12-23,0.073,0.058,2.75
1,2026-01-20,NA,NA,NA
2,2026-01-20,NA,NA,NA
3,2026-01-20,NA,NA,NA
4,2026-01-20,NA,NA,NA
5,2026-01-20,NA,NA,NA
6,2026-01-20,0.023,0.747,1.76
7,2026-01-20,0.558,2.04,7.5
8,2026-01-20,0.298,1.306,4
9,2026-01-20,NA,NA,NA
10,2026-01-20,NA,NA,NA
11,2026-01-20,NA,NA,NA
12,2026-01-20,0.003,0.924,26.28
13,2026-01-20,NA,NA,NA
14,2026-01-20,2.175,1.296,16.98
15,2026-01-20,NA,NA,NA
16,2026-01-20,NA,NA,NA
17,2026-01-20,NA,NA,NA
18,2026-01-20,0,0.032,28.19
19,2026-01-20,NA,NA,NA
20,2026-01-20,NA,NA,NA
21,2026-01-20,NA,NA,NA
22,2026-01-20,0.252,0.066,1.24
23,2026-01-20,1.144,0.283,1.75
24,2026-01-20,NA,NA,NA
25,2026-01-20,3.32,0.088,20.48
26,2026-01-20,0.326,0.229,12.26
27,2026-01-20,NA,NA,NA
28,2026-01-20,2.035,0.234,11.83
29,2026-01-20,NA,NA,NA
30,2026-01-20,1.021,0.192,2.89
31,2026-01-20,NA,NA,NA
32,2026-01-20,NA,NA,NA
1,2026-01-27,NA,NA,NA
2,2026-01-27,0,0.567,0.88
3,2026-01-27,NA,NA,NA
4,2026-01-27,4.801,0.11,0.15
5,2026-01-27,3.072,0.109,1.22
6,2026-01-27,0.052,0.073,0
7,2026-01-27,0.504,1.087,4.68
8,2026-01-27,0.261,0.133,2.34
9,2026-01-27,NA,NA,NA
10,2026-01-27,0.061,0.072,0.18
11,2026-01-27,4.118,0.063,13.96
12,2026-01-27,NA,NA,NA
13,2026-01-27,2.686,0.434,14.35
14,2026-01-27,0.452,0.13,3.19
15,2026-01-27,5.539,0,6.51
16,2026-01-27,13.234,0.029,4.11
17,2026-01-27,14.241,0.019,5.51
18,2026-01-27,0.341,0.618,0.86
19,2026-01-27,10.088,0.153,0.26
20,2026-01-27,0.185,0.238,0.06
21,2026-01-27,2.758,0.065,0.33
22,2026-01-27,0.352,0.196,0.29
23,2026-01-27,2.117,0.113,2.48
24,2026-01-27,0.417,0.477,4.83
25,2026-01-27,4.451,0.103,30.44
26,2026-01-27,0.509,0.088,11.82
27,2026-01-27,8.681,0,9.13
28,2026-01-27,NA,NA,NA
29,2026-01-27,5.178,0,2.33
30,2026-01-27,1.988,0.011,1.22
31,2026-01-27,NA,NA,NA
32,2026-01-27,0.371,0,2.32
1,2026-02-03,0.046,0.153,1.42
2,2026-02-03,0,0.145,0.16
3,2026-02-03,35.825,0.234,3.7
4,2026-02-03,2.711,0.135,0
5,2026-02-03,2.731,0.086,0.85
6,2026-02-03,0.012,0.103,0
7,2026-02-03,0.393,0.563,1.6
8,2026-02-03,0.096,0.116,1.71
9,2026-02-03,1.461,0.009,5.23
10,2026-02-03,0.098,0.04,1.42
11,2026-02-03,8.586,0,4.81
12,2026-02-03,0.277,0.026,5.13
13,2026-02-03,2.576,0.101,4.92
14,2026-02-03,0.048,0.024,0.92
15,2026-02-03,5.664,0,2.79
16,2026-02-03,15.628,0.059,1.23
17,2026-02-03,33.745,0.035,4.9
18,2026-02-03,0.352,0.799,0.87
19,2026-02-03,30.725,0.179,0.4
20,2026-02-03,0.263,0.409,0.32
21,2026-02-03,5.101,0.056,0
22,2026-02-03,0.296,0.328,6.04
23,2026-02-03,2.236,0.042,5.26
24,2026-02-03,0.119,0.345,5.08
25,2026-02-03,10.979,0,15.12
26,2026-02-03,0,0,0.55
27,2026-02-03,3.216,0,1.62
28,2026-02-03,0.221,0.018,1.71
29,2026-02-03,3.406,0.057,0.99
30,2026-02-03,0.238,0.05,0.28
31,2026-02-03,0.371,0.017,2.32
32,2026-02-03,0.097,0,1.68
1,2026-02-17,0,0.051,0.01
2,2026-02-17,0,0.027,0
3,2026-02-17,NA,NA,NA
4,2026-02-17,0,0.082,0.1
5,2026-02-17,0.108,0.209,0.21
6,2026-02-17,0,0.053,0
7,2026-02-17,0,0.501,0.18
8,2026-02-17,0,0.054,0
9,2026-02-17,0.027,0.006,3.75
10,2026-02-17,0,0.054,0.14
11,2026-02-17,0.375,0,0.3
12,2026-02-17,0,0,0.19
13,2026-02-17,0,0,0.33
14,2026-02-17,0,0.016,0.18
15,2026-02-17,0.176,0,0.45
16,2026-02-17,0.708,0.044,0.27
17,2026-02-17,0.415,0,0.23
18,2026-02-17,0,0.181,0
19,2026-02-17,0.604,0.044,0
20,2026-02-17,0,0.048,0
21,2026-02-17,0,0.043,0
22,2026-02-17,0,0.033,0
23,2026-02-17,0,0.028,0
24,2026-02-17,0,0.233,0.25
25,2026-02-17,0.39,0,1.68
26,2026-02-17,0,0,0.77
27,2026-02-17,0.03,0,0.85
28,2026-02-17,0,0.001,0.47
29,2026-02-17,0,0.017,0.83
30,2026-02-17,0,0.012,3.98
31,2026-02-17,0.105,0,0.37
32,2026-02-17,0,0.047,0.36
1,2026-03-03,0,0.322,0
2,2026-03-03,0,0.87,0
3,2026-03-03,0.17,0.433,0.25
4,2026-03-03,0,0.165,0
5,2026-03-03,0,0.212,0
6,2026-03-03,0,0.389,0.11
7,2026-03-03,0,1.341,3.09
8,2026-03-03,0,0.226,0.02
9,2026-03-03,0,0.052,2.94
10,2026-03-03,0,0.131,2.26
11,2026-03-03,0,0.085,10.04
12,2026-03-03,0,0,3.7
13,2026-03-03,0,0.269,14.88
14,2026-03-03,0,0.046,2.5
15,2026-03-03,0,0.041,5.51
16,2026-03-03,0,0.075,1.01
17,2026-03-03,0,0,3.89
18,2026-03-03,0,1.854,0.65
19,2026-03-03,0,0.129,0
20,2026-03-03,0,0.913,0.51
21,2026-03-03,0,0.325,0.32
22,2026-03-03,0,0.384,0.05
23,2026-03-03,0,0.054,0.14
24,2026-03-03,0,0.335,0.37
25,2026-03-03,0,0.051,1.08
26,2026-03-03,0,0.055,0.5
27,2026-03-03,0,0.029,0.57
28,2026-03-03,0,0.153,0.57
29,2026-03-03,0,0.055,0.24
30,2026-03-03,0,0.039,0.17
31,2026-03-03,0,0.132,0.34
32,2026-03-03,0,0.122,0.13
1,2026-03-10,0,0.61,0.73
2,2026-03-10,NA,NA,NA
3,2026-03-10,0,0.048,24.25
4,2026-03-10,0,0.569,1.05
5,2026-03-10,0,0.546,19.36
6,2026-03-10,0,1.071,2.09
7,2026-03-10,0,1.688,91.12
8,2026-03-10,0,0.838,1.48
9,2026-03-10,0,0,21.42
10,2026-03-10,0,0,9.34
11,2026-03-10,0,0,27.3
12,2026-03-10,0,0.015,12.65
13,2026-03-10,0,3.05,425.5
14,2026-03-10,0,0,7.11
15,2026-03-10,0,0,25.9
16,2026-03-10,0,0.062,6.25
17,2026-03-10,0,0,46.55
18,2026-03-10,0,1.399,18.75
19,2026-03-10,0.021,0.709,0.53
20,2026-03-10,0,0.842,0.3
21,2026-03-10,0,0.143,20.65
22,2026-03-10,0.014,0.779,0.99
23,2026-03-10,0,0.109,1.06
24,2026-03-10,0,0.025,25.85
25,2026-03-10,0,0,18.79
26,2026-03-10,0,0,5.07
27,2026-03-10,0,0,18.6
28,2026-03-10,0,0,15.4
29,2026-03-10,0,0,9.75
30,2026-03-10,0,0,1.84
31,2026-03-10,0,0,9.31
32,2026-03-10,0,0.039,14.47
1,2026-03-16,0,8.32,96.16
2,2026-03-16,NA,NA,NA
3,2026-03-16,0.032,4.416,244.48
4,2026-03-16,0,0.111,4.96
5,2026-03-16,0,0.876,2.69
6,2026-03-16,0,0.199,18.59
7,2026-03-16,0.064,9.808,134.56
8,2026-03-16,0,0.388,0.66
9,2026-03-16,0,0,11.07
10,2026-03-16,0,0,3.11
11,2026-03-16,0,0.011,25.95
12,2026-03-16,0,0,5.31
13,2026-03-16,NA,NA,NA
14,2026-03-16,0,0,5.74
15,2026-03-16,0,0,13.11
16,2026-03-16,0,0,3.69
17,2026-03-16,0,0.033,62.27
18,2026-03-16,0.009,2.696,2.21
19,2026-03-16,0.127,0.698,1.73
20,2026-03-16,0,0.57,0.4
21,2026-03-16,0,0.328,0.98
22,2026-03-16,0,0.437,1.35
23,2026-03-16,0,0.075,2.09
24,2026-03-16,0,0.153,4.28
25,2026-03-16,0,0,25.35
26,2026-03-16,0,0,4.57
27,2026-03-16,0,0.028,21.28
28,2026-03-16,0,0,17.39
29,2026-03-16,0,0,4.76
30,2026-03-16,0,0.002,2.14
31,2026-03-16,0,0.073,21.23
32,2026-03-16,0,0.025,18.91
1,2026-03-18,0,1.464,28.08
2,2026-03-18,0,0.924,10.74
3,2026-03-18,NA,NA,NA
4,2026-03-18,0,0.381,0.47
5,2026-03-18,0,0.276,16.33
6,2026-03-18,0,0.629,2.54
7,2026-03-18,NA,NA,NA
8,2026-03-18,0,0.487,0.93
9,2026-03-18,0,0.07125,5.8425
10,2026-03-18,0,0,1.47
11,2026-03-18,0,0.2,39.52
12,2026-03-18,0,0.03,3.69
13,2026-03-18,NA,NA,NA
14,2026-03-18,0,0.006,3.34
15,2026-03-18,0,0,11.7
16,2026-03-18,0,0,2.09
17,2026-03-18,0,0.015,20.53
18,2026-03-18,0,2.575,7.84
19,2026-03-18,0.06,1.162,1.53
20,2026-03-18,0,0.78,0.2
21,2026-03-18,NA,NA,NA
22,2026-03-18,0,0.701,0.62
23,2026-03-18,0,0.163,14.22
24,2026-03-18,0,0.176,4.4
25,2026-03-18,0,0,8.53
26,2026-03-18,0,0,2.2
27,2026-03-18,0,0.02,19.22
28,2026-03-18,0,0,9.06
29,2026-03-18,0,0,3.44
30,2026-03-18,0,0,1.74
31,2026-03-18,0,0,31.61
32,2026-03-18,0,0,4.25
1,2026-03-20,NA,NA,NA
2,2026-03-20,0,0.446,0.78
3,2026-03-20,NA,NA,NA
4,2026-03-20,0,0.058,0.44
5,2026-03-20,0,0.789,0.75
6,2026-03-20,0,0.481,0.9
7,2026-03-20,NA,NA,NA
8,2026-03-20,0,0.083,0.76
9,2026-03-20,0,0,2.74
10,2026-03-20,0.026,0.011,1.98
11,2026-03-20,0.022,0,11.36
12,2026-03-20,0.011,0,2.39
13,2026-03-20,0.298,1.778,49.72
14,2026-03-20,0,0.028,2.62
15,2026-03-20,0,0,1.57
16,2026-03-20,0,0,1.91
17,2026-03-20,0.058,0.134,32.18
18,2026-03-20,0.011,1.934,2.26
19,2026-03-20,0.036,0.919,1.47
20,2026-03-20,0,0.277,1.32
21,2026-03-20,NA,NA,NA
22,2026-03-20,0.005,0.34,0.9
23,2026-03-20,0.021,0.151,1.47
24,2026-03-20,0.019,0.308,1.59
25,2026-03-20,0,0,3.08
26,2026-03-20,0,0,1.59
27,2026-03-20,0.004,0.018,4.61
28,2026-03-20,0,0.035,1.5
29,2026-03-20,0,0.012,1.38
30,2026-03-20,0,0,1.16
31,2026-03-20,0,0,1.61
32,2026-03-20,0,0.022,2.72
1,2026-03-25,NA,NA,NA
2,2026-03-25,NA,NA,NA
3,2026-03-25,0.36,3.525,27.15
4,2026-03-25,0.0525,2.155,11.275
5,2026-03-25,0.0425,2.7325,7.6
6,2026-03-25,0,1.18,82.2
7,2026-03-25,NA,NA,NA
8,2026-03-25,0,0.538,0.83
9,2026-03-25,0,0.246,15.32
10,2026-03-25,0,0.278,6.78
11,2026-03-25,0,0.65,26.7
12,2026-03-25,0,0.013,3.55
13,2026-03-25,NA,NA,NA
14,2026-03-25,0,0.021,3.37
15,2026-03-25,0,0.54,57.7
16,2026-03-25,0,0.003,2.09
17,2026-03-25,NA,NA,NA
18,2026-03-25,0.033,2.487,4.59
19,2026-03-25,NA,NA,NA
20,2026-03-25,0,0.654,1.93
21,2026-03-25,NA,NA,NA
22,2026-03-25,0.033,2.502,3.57
23,2026-03-25,NA,NA,NA
24,2026-03-25,0.036,0.486,6.93
25,2026-03-25,0,0.52,50.9
26,2026-03-25,0,0.018,3.59
27,2026-03-25,0,0.23,18.5
28,2026-03-25,0,0.101,14.43
29,2026-03-25,NA,NA,NA
30,2026-03-25,NA,NA,NA
31,2026-03-25,0,0,6.15
32,2026-03-25,0,0.028,10.55
1,2026-03-31,NA,NA,NA
2,2026-03-31,NA,NA,NA
3,2026-03-31,NA,NA,NA
4,2026-03-31,NA,NA,NA
5,2026-03-31,NA,NA,NA
6,2026-03-31,NA,NA,NA
7,2026-03-31,NA,NA,NA
8,2026-03-31,0,0.663,4.3
9,2026-03-31,NA,NA,NA
10,2026-03-31,0,0,4.33
11,2026-03-31,NA,NA,NA
12,2026-03-31,0,0,5.13
13,2026-03-31,NA,NA,NA
14,2026-03-31,0,0,4.64
15,2026-03-31,NA,NA,NA
16,2026-03-31,0,0,2.97
17,2026-03-31,NA,NA,NA
18,2026-03-31,0.042,1.54,26.14
19,2026-03-31,NA,NA,NA
20,2026-03-31,0.022,0.924,0.74
21,2026-03-31,NA,NA,NA
22,2026-03-31,0.051,0.72,14.75
23,2026-03-31,NA,NA,NA
24,2026-03-31,0,0.26,32.74
25,2026-03-31,NA,NA,NA
26,2026-03-31,0,0.014,3.16
27,2026-03-31,NA,NA,NA
28,2026-03-31,0,0,13.2
29,2026-03-31,NA,NA,NA
30,2026-03-31,0,0,16.99
31,2026-03-31,NA,NA,NA
32,2026-03-31,NA,NA,NA
