id_lysi,date,veg_coverage
28,2025-08-27,0.2547690379752501
29,2025-08-27,0.22847279626921058
30,2025-08-27,0.15716478540079368
31,2025-08-27,0.2947012913517005
32,2025-08-27,0.163905852695336
1,2025-09-02,0.7775777019678478
2,2025-09-02,0.6601943597394436
3,2025-09-02,0.5785339482763057
4,2025-09-02,0.2117678786528537
5,2025-09-02,0.6343968921056459
6,2025-09-02,0.5820726996062121
7,2025-09-02,0.6030100149260502
8,2025-09-02,0.10093542492629137
9,2025-09-02,0.8230493059042705
10,2025-09-02,0.4425258078147676
11,2025-09-02,0.8814697437826564
12,2025-09-02,0.7965139670208843
13,2025-09-02,0.8936248218523446
14,2025-09-02,0.5650836891349554
15,2025-09-02,0.46648894186740364
16,2025-09-02,0.5785658092833409
17,2025-09-02,0.574821845847667
18,2025-09-02,0.537908344193597
19,2025-09-02,0.7461846938010643
20,2025-09-02,0.685842379643185
21,2025-09-02,0.4825675179001184
22,2025-09-02,0.49052913946595617
23,2025-09-02,0.48832821373369506
24,2025-09-02,0.09689958355877858
25,2025-09-02,0.674485853076052
26,2025-09-02,0.28669710529547027
27,2025-09-02,0.8197436365204872
28,2025-09-02,0.6065597418417285
29,2025-09-02,0.5926557829765574
30,2025-09-02,0.4542824955198832
31,2025-09-02,0.6903546634098867
32,2025-09-02,0.4361576236060111
1,2025-09-11,0.9607058548397754
2,2025-09-11,0.9290254497911974
3,2025-09-11,0.9092986236910485
4,2025-09-11,0.44458372550478786
5,2025-09-11,0.8842836901495476
6,2025-09-11,0.9442101925777084
7,2025-09-11,0.8994380488689069
8,2025-09-11,0.22433848593156502
9,2025-09-11,0.9874454415679007
10,2025-09-11,0.8146688815406513
11,2025-09-11,0.9900166197995767
12,2025-09-11,0.9786568359667154
13,2025-09-11,0.990025798261536
14,2025-09-11,0.889882896153113
15,2025-09-11,0.8419356604245106
16,2025-09-11,0.8868421441993283
17,2025-09-11,0.9128539157614822
18,2025-09-11,0.8931040267661875
19,2025-09-11,0.9857880507747305
20,2025-09-11,0.961316949533025
21,2025-09-11,0.9039009993806789
22,2025-09-11,0.8718014383909193
23,2025-09-11,0.9079255035654281
24,2025-09-11,0.2426708688504388
25,2025-09-11,0.9723576587678592
26,2025-09-11,0.5895016614660571
27,2025-09-11,0.9927777888019401
28,2025-09-11,0.8825988071498159
29,2025-09-11,0.9004394010013381
30,2025-09-11,0.8265625207914732
31,2025-09-11,0.9331968416118772
32,2025-09-11,0.7902345600197698
1,2025-09-17,0.9867141882208306
2,2025-09-17,0.9856656968447594
3,2025-09-17,0.9782259218933679
4,2025-09-17,0.8030202106778057
5,2025-09-17,0.9800518151939523
6,2025-09-17,0.9929255426485366
7,2025-09-17,0.9728661464909725
8,2025-09-17,0.5823429449760873
9,2025-09-17,0.993399238947212
10,2025-09-17,0.9629810143042913
11,2025-09-17,0.9976513010754128
12,2025-09-17,0.9966299389300187
13,2025-09-17,0.9953201081299621
14,2025-09-17,0.9837949539291909
15,2025-09-17,0.9771013251948641
16,2025-09-17,0.9852490916480975
17,2025-09-17,0.9860966223589471
18,2025-09-17,0.958649944701077
19,2025-09-17,0.997561346555366
20,2025-09-17,0.993761599668751
21,2025-09-17,0.9842875917795384
22,2025-09-17,0.9795953429795101
23,2025-09-17,0.9843209513783804
24,2025-09-17,0.4569245683685717
25,2025-09-17,0.9956589797876411
26,2025-09-17,0.840658615517655
27,2025-09-17,0.9960765176981077
28,2025-09-17,0.9808839678144768
29,2025-09-17,0.9786440938244554
30,2025-09-17,0.9804403854973426
31,2025-09-17,0.9850583323467254
32,2025-09-17,0.9651743149511346
1,2025-09-25,0.9938514690843812
2,2025-09-25,0.9934507058045274
3,2025-09-25,0.994957316250364
4,2025-09-25,0.9544507383162227
5,2025-09-25,0.9923683541083693
6,2025-09-25,0.9966098950533019
7,2025-09-25,0.9896425451090793
8,2025-09-25,0.851376709563423
9,2025-09-25,0.9944084980285217
10,2025-09-25,0.986224290219499
11,2025-09-25,0.9981783219297029
12,2025-09-25,0.997028847780834
13,2025-09-25,0.9989843776150974
14,2025-09-25,0.9950934726091649
15,2025-09-25,0.9964549148917875
16,2025-09-25,0.99855827293215
17,2025-09-25,0.9968845098117952
18,2025-09-25,0.9889322103421956
19,2025-09-25,0.9992033773959667
20,2025-09-25,0.9980864594658696
21,2025-09-25,0.9982047329895961
22,2025-09-25,0.9979619762796583
23,2025-09-25,0.9920286896725385
24,2025-09-25,0.753913139329806
25,2025-09-25,0.9985164132614119
26,2025-09-25,0.9735219765929779
27,2025-09-25,0.9976492807985011
28,2025-09-25,0.9980218264863567
29,2025-09-25,0.9970791135002333
30,2025-09-25,0.9989150036918033
31,2025-09-25,0.990382044567886
32,2025-09-25,0.9958670933735616
1,2025-09-30,0.9766321794265445
2,2025-09-30,0.9743276311347198
3,2025-09-30,0.9882778536253279
4,2025-09-30,0.9523323858417322
5,2025-09-30,0.9842185130615081
6,2025-09-30,0.9692417374272074
7,2025-09-30,0.9751092164828336
8,2025-09-30,0.8921105590973999
9,2025-09-30,0.992134755771006
10,2025-09-30,0.9771499988787855
11,2025-09-30,0.9947889508812181
12,2025-09-30,0.9876936875632597
13,2025-09-30,0.993258440830937
14,2025-09-30,0.9905716242170861
15,2025-09-30,0.9858368897434695
16,2025-09-30,0.9904392922926193
17,2025-09-30,0.9907456851160038
18,2025-09-30,0.951152760072852
19,2025-09-30,0.9931173324240178
20,2025-09-30,0.9880249025935605
21,2025-09-30,0.9878874385188909
22,2025-09-30,0.9901802801209866
23,2025-09-30,0.988960279088033
24,2025-09-30,0.8297586964762518
25,2025-09-30,0.9972609532986071
26,2025-09-30,0.9800700284048621
27,2025-09-30,0.9893787638129908
28,2025-09-30,0.9925385781700168
29,2025-09-30,0.9953187242090211
30,2025-09-30,0.9954537988613218
31,2025-09-30,0.9684543810662863
32,2025-09-30,0.9904417026952249
1,2025-10-01,0.7112051740573799
2,2025-10-01,0.7225626796568417
3,2025-10-01,0.7252372368317012
4,2025-10-01,0.5027922830137421
5,2025-10-01,0.7076429008662467
6,2025-10-01,0.7683712914153873
7,2025-10-01,0.8153444269663194
8,2025-10-01,0.5996053310443387
9,2025-10-01,0.7509981792107366
10,2025-10-01,0.6605159350266498
11,2025-10-01,0.6239563710362138
12,2025-10-01,0.6730773814596799
13,2025-10-01,0.7505062603915127
14,2025-10-01,0.6744483701665049
15,2025-10-01,0.617348502633601
16,2025-10-01,0.6951245712094203
17,2025-10-01,0.6841647982258604
18,2025-10-01,0.7535760947226015
19,2025-10-01,0.734395847582101
20,2025-10-01,0.7296370368051782
21,2025-10-01,0.8011946294442553
22,2025-10-01,0.6447843126818505
23,2025-10-01,0.6184323053822973
24,2025-10-01,0.44903101039861476
25,2025-10-01,0.6565593019266058
26,2025-10-01,0.6162996734106545
27,2025-10-01,0.7586203401476187
28,2025-10-01,0.6693482283976996
29,2025-10-01,0.7073938259082989
30,2025-10-01,0.7421234276396689
31,2025-10-01,0.7392632507960915
32,2025-10-01,0.7334226590398322
1,2025-10-08,0.7814651506976334
2,2025-10-08,0.7306834333284414
3,2025-10-08,0.7031065671086159
4,2025-10-08,0.5619550773515452
5,2025-10-08,0.7066905724440472
6,2025-10-08,0.8126057477551215
7,2025-10-08,0.8235710668494777
8,2025-10-08,0.5808599811904087
9,2025-10-08,0.7928270439601419
10,2025-10-08,0.7070429970637633
11,2025-10-08,0.6561051753803603
12,2025-10-08,0.6932522250277731
13,2025-10-08,0.7493919312220889
14,2025-10-08,0.6884759026988054
15,2025-10-08,0.6930867368072239
16,2025-10-08,0.6725846365994825
17,2025-10-08,0.672867711719303
18,2025-10-08,0.7451581117789957
19,2025-10-08,0.7253851712268319
20,2025-10-08,0.7001695090777289
21,2025-10-08,0.8164900702683145
22,2025-10-08,0.6677590096532443
23,2025-10-08,0.6797007567896816
24,2025-10-08,0.5099377978804212
25,2025-10-08,0.6645761339488698
26,2025-10-08,0.6507577859355361
27,2025-10-08,0.7933172254016143
28,2025-10-08,0.6749489242173196
29,2025-10-08,0.6756741343824363
30,2025-10-08,0.7451240575634088
31,2025-10-08,0.6602730622799915
32,2025-10-08,0.7010084098690442
1,2025-10-14,0.8816756450102047
2,2025-10-14,0.8563929695756428
3,2025-10-14,0.8449394883303832
4,2025-10-14,0.7522736583723809
5,2025-10-14,0.8674442117104393
6,2025-10-14,0.9258095615062272
7,2025-10-14,0.9374140141874846
8,2025-10-14,0.7528121294704755
9,2025-10-14,0.9150649592334819
10,2025-10-14,0.840278832093984
11,2025-10-14,0.8777379271508062
12,2025-10-14,0.852988021183815
13,2025-10-14,0.8862348674470174
14,2025-10-14,0.8617365747138839
15,2025-10-14,0.8567804993718614
16,2025-10-14,0.7944338520063652
17,2025-10-14,0.8301378435462784
18,2025-10-14,0.8134192309450238
19,2025-10-14,0.8694937337774613
20,2025-10-14,0.8651763103443788
21,2025-10-14,0.9189586310902755
22,2025-10-14,0.8353416447838083
23,2025-10-14,0.8670785290077828
24,2025-10-14,0.6718067968666704
25,2025-10-14,0.8521252762189437
26,2025-10-14,0.8075463465315473
27,2025-10-14,0.9087276388963581
28,2025-10-14,0.846697058798819
29,2025-10-14,0.8659223966913768
30,2025-10-14,0.8832358589743523
31,2025-10-14,0.8197870857371172
32,2025-10-14,0.8412581007747593
1,2025-10-21,0.9391921069947642
2,2025-10-21,0.8932603657500114
3,2025-10-21,0.9313850610149562
4,2025-10-21,0.849246075643858
5,2025-10-21,0.9370122233765321
6,2025-10-21,0.9357321747885067
7,2025-10-21,0.9742442945606871
8,2025-10-21,0.8320225628253493
9,2025-10-21,0.9644660141445267
10,2025-10-21,0.9113936607492462
11,2025-10-21,0.9558950796843164
12,2025-10-21,0.92882036217293
13,2025-10-21,0.9561639462133203
14,2025-10-21,0.9512482581468361
15,2025-10-21,0.9466427444972181
16,2025-10-21,0.8949963903765761
17,2025-10-21,0.9414254123712792
18,2025-10-21,0.8823250616555706
19,2025-10-21,0.9561967999653037
20,2025-10-21,0.949792264641743
21,2025-10-21,0.9671998597900369
22,2025-10-21,0.9151231392438152
23,2025-10-21,0.9597676645812863
24,2025-10-21,0.8161954098663617
25,2025-10-21,0.9627352252316362
26,2025-10-21,0.8925567845354809
27,2025-10-21,0.9667505293973169
28,2025-10-21,0.9273865524706014
29,2025-10-21,0.9448047598264222
30,2025-10-21,0.9553947664094085
31,2025-10-21,0.9342373580578047
32,2025-10-21,0.9474500948575458
1,2025-11-11,0.9656703847102264
2,2025-11-11,0.9515932422147176
3,2025-11-11,0.9695860883068818
4,2025-11-11,0.9396049611087024
5,2025-11-11,0.9672904920469212
6,2025-11-11,0.9563841599052398
7,2025-11-11,0.9744625662386779
8,2025-11-11,0.9134099779722782
9,2025-11-11,0.9740818957241985
10,2025-11-11,0.9453719661211942
11,2025-11-11,0.9843636149958868
12,2025-11-11,0.960668815075483
13,2025-11-11,0.967000087887677
14,2025-11-11,0.9645784028894052
15,2025-11-11,0.9567635490263346
16,2025-11-11,0.9508906819434026
17,2025-11-11,0.9657532826674108
18,2025-11-11,0.8957083852733909
19,2025-11-11,0.969483102716025
20,2025-11-11,0.9674852240769726
21,2025-11-11,0.9721315843492762
22,2025-11-11,0.9560664873532164
23,2025-11-11,0.9732191320056416
24,2025-11-11,0.8924309442078163
25,2025-11-11,0.9795024407494648
26,2025-11-11,0.93811861202051
27,2025-11-11,0.9726717677935468
28,2025-11-11,0.9597981443949597
29,2025-11-11,0.9807603074819274
30,2025-11-11,0.9767470546175108
31,2025-11-11,0.9509716250707785
32,2025-11-11,0.9749372937957639
1,2025-11-12,0.8952272358979118
2,2025-11-12,0.7810716268040679
3,2025-11-12,0.803358898861778
4,2025-11-12,0.7380762341768604
5,2025-11-12,0.841668143631284
6,2025-11-12,0.7487328199672636
7,2025-11-12,0.8607422739763579
8,2025-11-12,0.8154801389174946
9,2025-11-12,0.8068172925646377
10,2025-11-12,0.6686470701092525
11,2025-11-12,0.7845062295576035
12,2025-11-12,0.786346984388245
13,2025-11-12,0.7992187313299143
14,2025-11-12,0.7793625583793562
15,2025-11-12,0.7531027298606767
16,2025-11-12,0.7777822133156621
17,2025-11-12,0.8169760528275906
18,2025-11-12,0.772794005866513
19,2025-11-12,0.8273589237163834
20,2025-11-12,0.8110378074787915
21,2025-11-12,0.7586815844608976
22,2025-11-12,0.8214898942155568
23,2025-11-12,0.8050802806018459
24,2025-11-12,0.7580293378612706
25,2025-11-12,0.8233776900236344
26,2025-11-12,0.756312368158244
27,2025-11-12,0.8067838403522258
28,2025-11-12,0.8186760752628998
29,2025-11-12,0.833791172536038
30,2025-11-12,0.843450659501581
31,2025-11-12,0.8186186527180458
32,2025-11-12,0.8499177985009498
1,2025-11-27,0.9436304392937818
2,2025-11-27,0.8322965711372422
3,2025-11-27,0.8237689091084947
4,2025-11-27,0.7914895055296456
5,2025-11-27,0.8766350644591044
6,2025-11-27,0.796067477206744
7,2025-11-27,0.9169677753816778
8,2025-11-27,0.848008235656467
9,2025-11-27,0.8656976488112644
10,2025-11-27,0.6885242227681776
11,2025-11-27,0.848280046033324
12,2025-11-27,0.8451700907531832
13,2025-11-27,0.8765060664451009
14,2025-11-27,0.858131560922286
15,2025-11-27,0.8223725035528627
16,2025-11-27,0.7746890412564701
17,2025-11-27,0.7942446139202609
18,2025-11-27,0.743256036436466
19,2025-11-27,0.8581330031224874
20,2025-11-27,0.7610125899521831
21,2025-11-27,0.76613973056516
22,2025-11-27,0.8426243290493469
23,2025-11-27,0.8419603674947768
24,2025-11-27,0.7195754310329149
25,2025-11-27,0.8295575592501906
26,2025-11-27,0.7561341983447915
27,2025-11-27,0.8535266970055725
28,2025-11-27,0.8102400269077126
29,2025-11-27,0.7856950220670116
30,2025-11-27,0.8122920759952559
31,2025-11-27,0.8258409316556511
32,2025-11-27,0.7894367985671165
1,2025-12-16,0.9451586649408709
2,2025-12-16,0.8603411208406859
3,2025-12-16,0.87294831765153
4,2025-12-16,0.8093497394923668
5,2025-12-16,0.894933088428234
6,2025-12-16,0.8191894782181436
7,2025-12-16,0.924244697669003
8,2025-12-16,0.8481407270385172
9,2025-12-16,0.866585825664343
10,2025-12-16,0.7166179055928451
11,2025-12-16,0.8489335677440017
12,2025-12-16,0.8275498521158094
13,2025-12-16,0.8923870682745476
14,2025-12-16,0.8772978980949364
15,2025-12-16,0.8526994241014353
16,2025-12-16,0.7515497577656692
17,2025-12-16,0.8826477668791596
18,2025-12-16,0.7518379284219178
19,2025-12-16,0.9026902292038158
20,2025-12-16,0.8362788270488692
21,2025-12-16,0.8482326878033397
22,2025-12-16,0.8473041761930628
23,2025-12-16,0.8818759074255168
24,2025-12-16,0.7842000199813496
25,2025-12-16,0.9177943528475554
26,2025-12-16,0.8040466112227722
27,2025-12-16,0.8770016274713294
28,2025-12-16,0.864565994095533
29,2025-12-16,0.8663587859704365
30,2025-12-16,0.8934366781248558
31,2025-12-16,0.8489754258477887
32,2025-12-16,0.8366456620012794
1,2026-01-21,0.8878665529383954
2,2026-01-21,0.7953737706478594
3,2026-01-21,0.831665856473661
4,2026-01-21,0.7607442974080187
5,2026-01-21,0.8582124407157833
6,2026-01-21,0.7836938152955939
7,2026-01-21,0.9035831982375472
8,2026-01-21,0.7919144463703942
9,2026-01-21,0.8679854595551085
10,2026-01-21,0.6860372429424723
11,2026-01-21,0.8410400845047444
12,2026-01-21,0.8097741201304952
13,2026-01-21,0.8679603109312829
14,2026-01-21,0.8655032161159063
15,2026-01-21,0.830844391865313
16,2026-01-21,0.6931531531531532
17,2026-01-21,0.8661649953495887
18,2026-01-21,0.6490792979954256
19,2026-01-21,0.8940577609612298
20,2026-01-21,0.7957095778674439
21,2026-01-21,0.8456734294148479
22,2026-01-21,0.7898894023400618
23,2026-01-21,0.868842981544209
24,2026-01-21,0.7609192759586871
25,2026-01-21,0.8966437335609797
26,2026-01-21,0.7452091085215732
27,2026-01-21,0.8744319621940629
28,2026-01-21,0.8299544398911956
29,2026-01-21,0.8350001273464007
30,2026-01-21,0.8727759993002712
31,2026-01-21,0.8285851761505945
32,2026-01-21,0.7862150062548797
1,2026-01-27,0.9104320400631221
2,2026-01-27,0.7965806416671068
3,2026-01-27,0.8273688740017634
4,2026-01-27,0.7708478208595065
5,2026-01-27,0.8511652881485573
6,2026-01-27,0.7652353433642656
7,2026-01-27,0.9027760356450599
8,2026-01-27,0.7741304567515113
9,2026-01-27,0.8642335622342437
10,2026-01-27,0.6722734739346999
11,2026-01-27,0.8279676665639396
12,2026-01-27,0.7941948437075896
13,2026-01-27,0.8701144574741633
14,2026-01-27,0.8739182356508644
15,2026-01-27,0.8335918454737656
16,2026-01-27,0.6857060567755284
17,2026-01-27,0.8648856016852968
18,2026-01-27,0.645515982272498
19,2026-01-27,0.8996913552085986
20,2026-01-27,0.7954581333778008
21,2026-01-27,0.8515771988966585
22,2026-01-27,0.7813424223352365
23,2026-01-27,0.8588883242497931
24,2026-01-27,0.7460380402011849
25,2026-01-27,0.8991318996273423
26,2026-01-27,0.7302755392022895
27,2026-01-27,0.8729570400685235
28,2026-01-27,0.8172743494129528
29,2026-01-27,0.7978459775005047
30,2026-01-27,0.8655368818853929
31,2026-01-27,0.8260567166046481
32,2026-01-27,0.7733442298643516
1,2026-02-03,0.8984487334169965
2,2026-02-03,0.7640511547648986
3,2026-02-03,0.8324638582331759
4,2026-02-03,0.7775637962084255
5,2026-02-03,0.8526600699884954
6,2026-02-03,0.7646738705851438
7,2026-02-03,0.8985365413501188
8,2026-02-03,0.7625680776111722
9,2026-02-03,0.8664228555324321
10,2026-02-03,0.6782510852183901
11,2026-02-03,0.8323382366749801
12,2026-02-03,0.7901439411902138
13,2026-02-03,0.8773462259147592
14,2026-02-03,0.8715877980904113
15,2026-02-03,0.8232951537460217
16,2026-02-03,0.6850607119485496
17,2026-02-03,0.8759780107567271
18,2026-02-03,0.6151755331374945
19,2026-02-03,0.892981819307191
20,2026-02-03,0.7847907019682652
21,2026-02-03,0.8600611283867735
22,2026-02-03,0.7865095633681755
23,2026-02-03,0.8568191053064798
24,2026-02-03,0.7456275602835585
25,2026-02-03,0.8993732841256209
26,2026-02-03,0.7054085592189235
27,2026-02-03,0.8576138228011253
28,2026-02-03,0.7929337363940571
29,2026-02-03,0.788195099089936
30,2026-02-03,0.8748635371893329
31,2026-02-03,0.8266817033331296
32,2026-02-03,0.751411711479529
1,2026-02-10,0.7810353932852246
2,2026-02-10,0.5965984716766918
3,2026-02-10,0.6872599382941571
4,2026-02-10,0.6596321783867701
5,2026-02-10,0.7407338014419017
6,2026-02-10,0.6474741958188646
7,2026-02-10,0.8287496120635849
8,2026-02-10,0.6653047496264627
9,2026-02-10,0.7783258126553149
10,2026-02-10,0.5868309949011062
11,2026-02-10,0.7808977436121607
12,2026-02-10,0.7070116491783371
13,2026-02-10,0.8105542527719594
14,2026-02-10,0.7749166079013123
15,2026-02-10,0.7330509647546503
16,2026-02-10,0.5937698094280256
17,2026-02-10,0.804109861602842
18,2026-02-10,0.5135750394207333
19,2026-02-10,0.8359053512361366
20,2026-02-10,0.6943059792075897
21,2026-02-10,0.817602282279897
22,2026-02-10,0.68577733898016
23,2026-02-10,0.8331402720338814
24,2026-02-10,0.6938818632681737
25,2026-02-10,0.865875679289369
26,2026-02-10,0.6287419152988603
27,2026-02-10,0.8188871855093274
28,2026-02-10,0.7341047959344489
29,2026-02-10,0.735876271066725
30,2026-02-10,0.8204522325290369
31,2026-02-10,0.7925154699830037
32,2026-02-10,0.6949254285032909
1,2026-02-17,0.9508823356918684
2,2026-02-17,0.8441174505814836
3,2026-02-17,0.9160198920478829
4,2026-02-17,0.8608226845321078
5,2026-02-17,0.9171768488250197
6,2026-02-17,0.8581794923903877
7,2026-02-17,0.9516393813286613
8,2026-02-17,0.825949369329435
9,2026-02-17,0.9417947420771173
10,2026-02-17,0.7791252690961522
11,2026-02-17,0.9028563785278787
12,2026-02-17,0.8517926645935872
13,2026-02-17,0.9351369669986627
14,2026-02-17,0.9225484520147423
15,2026-02-17,0.8825248108245831
16,2026-02-17,0.7822066918506685
17,2026-02-17,0.923263324572079
18,2026-02-17,0.7096012898138117
19,2026-02-17,0.9429608910245574
20,2026-02-17,0.853577320308528
21,2026-02-17,0.928002980264729
22,2026-02-17,0.8488356020068781
23,2026-02-17,0.9149479670778503
24,2026-02-17,0.8097984507040535
25,2026-02-17,0.9497535234678495
26,2026-02-17,0.7707043566189801
27,2026-02-17,0.912318998914067
28,2026-02-17,0.8401572492606916
29,2026-02-17,0.8822367474520877
30,2026-02-17,0.907336455839323
31,2026-02-17,0.897415592455987
32,2026-02-17,0.8124663146383828
