id_lysi,date,volume,PN
29,2024-10-11,9.16,2024_PN03
30,2024-10-11,20.54,2024_PN03
31,2024-10-11,19.64,2024_PN03
32,2024-10-11,18.25,2024_PN03
1,2024-10-25,9.2,2024_PN04
2,2024-10-25,9.58,2024_PN04
3,2024-10-25,9.4,2024_PN04
4,2024-10-25,9.86,2024_PN04
5,2024-10-25,8.54,2024_PN04
6,2024-10-25,9.47,2024_PN04
7,2024-10-25,9.2,2024_PN04
8,2024-10-25,9.77,2024_PN04
9,2024-10-25,9.68,2024_PN04
10,2024-10-25,10.21,2024_PN04
11,2024-10-25,9.13,2024_PN04
12,2024-10-25,10.05,2024_PN04
13,2024-10-25,9.23,2024_PN04
14,2024-10-25,10.08,2024_PN04
15,2024-10-25,9.34,2024_PN04
16,2024-10-25,9.68,2024_PN04
17,2024-10-25,9.22,2024_PN04
18,2024-10-25,9.94,2024_PN04
19,2024-10-25,9.43,2024_PN04
20,2024-10-25,8.93,2024_PN04
21,2024-10-25,9.11,2024_PN04
22,2024-10-25,9.78,2024_PN04
23,2024-10-25,9.36,2024_PN04
24,2024-10-25,9.57,2024_PN04
25,2024-10-25,8.82,2024_PN04
26,2024-10-25,9.9,2024_PN04
27,2024-10-25,8.89,2024_PN04
28,2024-10-25,9.27,2024_PN04
29,2024-10-25,5.18,2024_PN04
30,2024-10-25,9.96,2024_PN04
31,2024-10-25,10.02,2024_PN04
32,2024-10-25,8.3,2024_PN04
1,2024-11-05,2.03,2024_PN05
2,2024-11-05,1.77,2024_PN05
3,2024-11-05,1.86,2024_PN05
4,2024-11-05,1.5,2024_PN05
5,2024-11-05,2.38,2024_PN05
6,2024-11-05,1.77,2024_PN05
7,2024-11-05,1.7,2024_PN05
8,2024-11-05,1.61,2024_PN05
9,2024-11-05,2.39,2024_PN05
10,2024-11-05,1.71,2024_PN05
11,2024-11-05,2.25,2024_PN05
12,2024-11-05,1.78,2024_PN05
13,2024-11-05,2.22,2024_PN05
14,2024-11-05,1.61,2024_PN05
15,2024-11-05,2.17,2024_PN05
16,2024-11-05,1.69,2024_PN05
17,2024-11-05,2.38,2024_PN05
18,2024-11-05,NA,2024_PN05
19,2024-11-05,2.19,2024_PN05
20,2024-11-05,1.61,2024_PN05
21,2024-11-05,2,2024_PN05
22,2024-11-05,1.52,2024_PN05
23,2024-11-05,2.07,2024_PN05
24,2024-11-05,1.75,2024_PN05
25,2024-11-05,2.16,2024_PN05
26,2024-11-05,1.29,2024_PN05
27,2024-11-05,1.94,2024_PN05
28,2024-11-05,1.46,2024_PN05
29,2024-11-05,0.9,2024_PN05
30,2024-11-05,1.7,2024_PN05
31,2024-11-05,1.69,2024_PN05
32,2024-11-05,1.4,2024_PN05
1,2024-11-20,1.2,2024_PN06
2,2024-11-20,0.65,2024_PN06
3,2024-11-20,0.18,2024_PN06
4,2024-11-20,0.35,2024_PN06
5,2024-11-20,1.13,2024_PN06
6,2024-11-20,0.56,2024_PN06
7,2024-11-20,0.42,2024_PN06
8,2024-11-20,0.27,2024_PN06
9,2024-11-20,1.4,2024_PN06
10,2024-11-20,0.47,2024_PN06
11,2024-11-20,1.33,2024_PN06
12,2024-11-20,0.61,2024_PN06
13,2024-11-20,1.13,2024_PN06
14,2024-11-20,0.47,2024_PN06
15,2024-11-20,1.1,2024_PN06
16,2024-11-20,0.54,2024_PN06
17,2024-11-20,1.15,2024_PN06
18,2024-11-20,2.53,2024_PN06
19,2024-11-20,1.2,2024_PN06
20,2024-11-20,0.5,2024_PN06
21,2024-11-20,1.09,2024_PN06
22,2024-11-20,0.51,2024_PN06
23,2024-11-20,1.04,2024_PN06
24,2024-11-20,0.64,2024_PN06
25,2024-11-20,0.99,2024_PN06
26,2024-11-20,0.48,2024_PN06
27,2024-11-20,0.92,2024_PN06
28,2024-11-20,0.7,2024_PN06
29,2024-11-20,0.68,2024_PN06
30,2024-11-20,0.78,2024_PN06
31,2024-11-20,1.74,2024_PN06
32,2024-11-20,0.43,2024_PN06
1,2024-12-04,12.61,2024_PN07
2,2024-12-04,14.36,2024_PN07
3,2024-12-04,11.465,2024_PN07
4,2024-12-04,15.33,2024_PN07
5,2024-12-04,14.31,2024_PN07
6,2024-12-04,16.035,2024_PN07
7,2024-12-04,12.86,2024_PN07
8,2024-12-04,14.835,2024_PN07
9,2024-12-04,16.125,2024_PN07
10,2024-12-04,16.495,2024_PN07
11,2024-12-04,15.62,2024_PN07
12,2024-12-04,17.04,2024_PN07
13,2024-12-04,15.14,2024_PN07
14,2024-12-04,16.36,2024_PN07
15,2024-12-04,15.14,2024_PN07
16,2024-12-04,16.095,2024_PN07
17,2024-12-04,15.3,2024_PN07
18,2024-12-04,17.375,2024_PN07
19,2024-12-04,15.71,2024_PN07
20,2024-12-04,16.88,2024_PN07
21,2024-12-04,15.605,2024_PN07
22,2024-12-04,15.73,2024_PN07
23,2024-12-04,15.15,2024_PN07
24,2024-12-04,15.075,2024_PN07
25,2024-12-04,14.065,2024_PN07
26,2024-12-04,15.01,2024_PN07
27,2024-12-04,13.41,2024_PN07
28,2024-12-04,14.9,2024_PN07
29,2024-12-04,13.815,2024_PN07
30,2024-12-04,14.63,2024_PN07
31,2024-12-04,14.17,2024_PN07
32,2024-12-04,13.99,2024_PN07
1,2024-12-16,9.37,2024_PN08
2,2024-12-16,9.3,2024_PN08
3,2024-12-16,9.03,2024_PN08
4,2024-12-16,10.55,2024_PN08
5,2024-12-16,10.98,2024_PN08
6,2024-12-16,11.19,2024_PN08
7,2024-12-16,9.35,2024_PN08
8,2024-12-16,9.88,2024_PN08
9,2024-12-16,12.08,2024_PN08
10,2024-12-16,11.71,2024_PN08
11,2024-12-16,12.42,2024_PN08
12,2024-12-16,12.19,2024_PN08
13,2024-12-16,10.64,2024_PN08
14,2024-12-16,11.72,2024_PN08
15,2024-12-16,11.45,2024_PN08
16,2024-12-16,11.5,2024_PN08
17,2024-12-16,11.5,2024_PN08
18,2024-12-16,13.1,2024_PN08
19,2024-12-16,12.11,2024_PN08
20,2024-12-16,12.63,2024_PN08
21,2024-12-16,13,2024_PN08
22,2024-12-16,10.88,2024_PN08
23,2024-12-16,11.22,2024_PN08
24,2024-12-16,10.89,2024_PN08
25,2024-12-16,11.14,2024_PN08
26,2024-12-16,10.62,2024_PN08
27,2024-12-16,10.88,2024_PN08
28,2024-12-16,10.53,2024_PN08
29,2024-12-16,10.55,2024_PN08
30,2024-12-16,10.21,2024_PN08
31,2024-12-16,12.78,2024_PN08
32,2024-12-16,11.35,2024_PN08
1,2024-12-31,8.62,2024_PN09
