UID,Versuchsjahr,ParzNrFeld,Probe,Datum,LAP,NAG,GLS,MUP,MUX,NH4,NO3,Plot_Label,WiederholungNr,Kultur,Verfahren,SaatTag_DOY,SaatTag_Date,Total_N_fert_kg_ha,Total_Ertrag_HP_TS_kg_a,Total_N_Entzug_kg_ha,t2,t1,Nmin_Total,Delta_Nmin,Cum_Precip_mm,Cum_GDD_Interval,Cum_GDD_t1,Cum_GDD_t2,N_up_t1,N_up_t2,Interval_N_Entzug_kg_ha,LTE
2025_16,2025,16,B,2025-09-11,NA,NA,NA,NA,NA,0.05,0.53,NA,NA,NA,"R,gülle",129.66666666666666,2025-05-09,NA,NA,163.12428301927574,2025-09-11,2025-08-07,0.5800000000000001,0.06000000000000005,173.4,311.40000000000003,740.8000000000001,1052.2,77.06447855691981,158.89577801742544,81.83129946050563,DEMO
2025_4,2025,4,A,2025-09-11,NA,NA,NA,NA,NA,0.03,1,NA,NA,NA,Null,137.33333333333334,2025-05-17,NA,NA,201.96202265852725,2025-09-11,2025-08-07,1.03,0.020000000000000018,173.4,311.40000000000003,714.8000000000001,1026.2,79.96536715854664,194.8770989977661,114.91173183921946,DEMO
2025_4,2025,4,B,2025-09-11,NA,NA,NA,NA,NA,0.1,0.8,NA,NA,NA,Null,137.33333333333334,2025-05-17,NA,NA,201.96202265852725,2025-09-11,2025-08-07,0.9,0.20999999999999996,173.4,311.40000000000003,714.8000000000001,1026.2,79.96536715854664,194.8770989977661,114.91173183921946,DEMO
2025_5,2025,5,A,2025-09-11,NA,NA,NA,NA,NA,0.25,0.87,NA,NA,NA,"St,mist",137.33333333333334,2025-05-17,NA,NA,318.0148743669502,2025-09-11,2025-08-07,1.12,-1,173.4,311.40000000000003,714.8000000000001,1026.2,125.91563431521487,306.85876155812826,180.9431272429134,DEMO
2025_5,2025,5,B,2025-09-11,NA,NA,NA,NA,NA,0.18,0.67,NA,NA,NA,"St,mist",137.33333333333334,2025-05-17,NA,NA,318.0148743669502,2025-09-11,2025-08-07,0.8500000000000001,0.44000000000000006,173.4,311.40000000000003,714.8000000000001,1026.2,125.91563431521487,306.85876155812826,180.9431272429134,DEMO
2025_7,2025,7,A,2025-09-11,NA,NA,NA,NA,NA,0.19,0.45,NA,NA,NA,NPK,137.33333333333334,2025-05-17,NA,NA,382.9403477259206,2025-09-11,2025-08-07,0.64,-1.9899999999999998,173.4,311.40000000000003,714.8000000000001,1026.2,151.62239465931515,369.506618480444,217.88422382112884,DEMO
2025_7,2025,7,B,2025-09-11,NA,NA,NA,NA,NA,0.3,0.56,NA,NA,NA,NPK,137.33333333333334,2025-05-17,NA,NA,382.9403477259206,2025-09-11,2025-08-07,0.8600000000000001,-0.6299999999999999,173.4,311.40000000000003,714.8000000000001,1026.2,151.62239465931515,369.506618480444,217.88422382112884,DEMO
2025_8,2025,8,A,2025-09-11,NA,NA,NA,NA,NA,0.43,0.44,NA,NA,NA,"R,gülle",137.33333333333334,2025-05-17,NA,NA,328.2876609551491,2025-09-11,2025-08-07,0.87,-0.36,173.4,311.40000000000003,714.8000000000001,1026.2,129.98306808545212,316.77117391456505,186.78810582911294,DEMO
2025_8,2025,8,B,2025-09-11,NA,NA,NA,NA,NA,0.25,1.32,NA,NA,NA,"R,gülle",137.33333333333334,2025-05-17,NA,NA,328.2876609551491,2025-09-11,2025-08-07,1.57,0.7000000000000001,173.4,311.40000000000003,714.8000000000001,1026.2,129.98306808545212,316.77117391456505,186.78810582911294,DEMO
2025_9,2025,9,A,2025-09-11,NA,NA,NA,NA,NA,0.07,0.32,NA,NA,NA,PK,129.66666666666666,2025-05-09,NA,NA,83.8501175329669,2025-09-11,2025-08-07,0.39,-0.29000000000000004,173.4,311.40000000000003,740.8000000000001,1052.2,39.6131432121051,81.67655615491023,42.06341294280513,DEMO
2025_9,2025,9,B,2025-09-11,NA,NA,NA,NA,NA,0.19,0.33,NA,NA,NA,PK,129.66666666666666,2025-05-09,NA,NA,83.8501175329669,2025-09-11,2025-08-07,0.52,0.09000000000000002,173.4,311.40000000000003,740.8000000000001,1052.2,39.6131432121051,81.67655615491023,42.06341294280513,DEMO
2025_12,2025,12,A,NA,0,8.6409,24.3542,58.6685,12.7901,NA,NA,NA,NA,NA,NA,129.66666666666666,2025-05-09,NA,NA,83.46134273713884,NA,2025-09-11,NA,NA,0,0,1052.2,0,81.29785917299388,0.010298676998290807,-81.28756049599559,DEMO
2025_12,2025,12,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129.66666666666666,2025-05-09,NA,NA,83.46134273713884,NA,2025-09-11,NA,NA,0,0,1052.2,0,81.29785917299388,0.010298676998290807,-81.28756049599559,DEMO
2025_16,2025,16,A,NA,8.1629,3.491,22.4309,48.4215,10.6022,NA,NA,NA,NA,NA,NA,129.66666666666666,2025-05-09,NA,NA,163.12428301927574,NA,2025-09-11,NA,NA,0,0,1052.2,0,158.89577801742544,0.020128651736221588,-158.8756493656892,DEMO
2025_16,2025,16,B,NA,0.3877,7.7128,30.4313,67.2234,11.5617,NA,NA,NA,NA,NA,NA,129.66666666666666,2025-05-09,NA,NA,163.12428301927574,NA,2025-09-11,NA,NA,0,0,1052.2,0,158.89577801742544,0.020128651736221588,-158.8756493656892,DEMO
2025_4,2025,4,B,NA,11.8712,7.5447,27.1372,75.2443,13.7145,NA,NA,NA,NA,NA,NA,137.33333333333334,2025-05-17,NA,NA,201.96202265852725,NA,2025-09-11,NA,NA,0,0,1026.2,0,194.8770989977661,0.024921018151270694,-194.85217797961482,DEMO
2025_5,2025,5,B,NA,6.1948,5.4062,24.6901,68.769,12.6786,NA,NA,NA,NA,NA,NA,137.33333333333334,2025-05-17,NA,NA,318.0148743669502,NA,2025-09-11,NA,NA,0,0,1026.2,0,306.85876155812826,0.03924131057982457,-306.81952024754844,DEMO
2025_7,2025,7,A,NA,1.5212,8.1386,29.8748,60.741,12.2614,NA,NA,NA,NA,NA,NA,137.33333333333334,2025-05-17,NA,NA,382.9403477259206,NA,2025-09-11,NA,NA,0,0,1026.2,0,369.506618480444,0.04725276183566011,-369.45936571860835,DEMO
2025_13,2025,13,A,NA,5.951,10.0913,27.1563,88.2026,15.7574,NA,NA,NA,NA,NA,NA,129.66666666666666,2025-05-09,NA,NA,115.46794607438636,NA,2025-09-11,NA,NA,0,0,1052.2,0,112.474787860957,0.014248118245849975,-112.46053974271115,DEMO
2025_15,2025,15,B,NA,0,9.2324,37.1908,74.7561,17.2861,NA,NA,NA,NA,NA,NA,129.66666666666666,2025-05-09,NA,NA,155.60912747113593,NA,2025-09-11,NA,NA,0,0,1052.2,0,151.57543020873936,0.019201322303888303,-151.55622888643546,DEMO
2025_1,2025,1,B,NA,11.4864,10.4064,41.3305,81.2329,15.1203,NA,NA,NA,NA,NA,NA,137.33333333333334,2025-05-17,NA,NA,235.728724,NA,2025-09-11,NA,NA,0,0,1026.2,0,227.45924842135406,0.029087645945755445,-227.4301607754083,DEMO
2025_7,2025,7,B,NA,0,9.3081,35.0362,80.0637,14.2523,NA,NA,NA,NA,NA,NA,137.33333333333334,2025-05-17,NA,NA,382.9403477259206,NA,2025-09-11,NA,NA,0,0,1026.2,0,369.506618480444,0.04725276183566011,-369.45936571860835,DEMO
2025_8,2025,8,B,NA,7.6982,8.1456,39.6886,89.5886,14.5172,NA,NA,NA,NA,NA,NA,137.33333333333334,2025-05-17,NA,NA,328.2876609551491,NA,2025-09-11,NA,NA,0,0,1026.2,0,316.77117391456505,0.040508916725072425,-316.73066499784,DEMO
2025_9,2025,9,A,NA,21.4407,10.1751,23.5378,55.8797,11.8842,NA,NA,NA,NA,NA,NA,129.66666666666666,2025-05-09,NA,NA,83.8501175329669,NA,2025-09-11,NA,NA,0,0,1052.2,0,81.67655615491023,0.010346649699376147,-81.66620950521086,DEMO
2025_9,2025,9,B,NA,14.8783,6.8938,26.4802,69.8383,11.6774,NA,NA,NA,NA,NA,NA,129.66666666666666,2025-05-09,NA,NA,83.8501175329669,NA,2025-09-11,NA,NA,0,0,1052.2,0,81.67655615491023,0.010346649699376147,-81.66620950521086,DEMO
2025_13,2025,13,B,NA,5.6556,9.5001,31.5641,89.8099,15.4049,NA,NA,NA,NA,NA,NA,129.66666666666666,2025-05-09,NA,NA,115.46794607438636,NA,2025-09-11,NA,NA,0,0,1052.2,0,112.474787860957,0.014248118245849975,-112.46053974271115,DEMO
2025_15,2025,15,A,NA,0,24.9364,47.0381,79.4154,17.5863,NA,NA,NA,NA,NA,NA,129.66666666666666,2025-05-09,NA,NA,155.60912747113593,NA,2025-09-11,NA,NA,0,0,1052.2,0,151.57543020873936,0.019201322303888303,-151.55622888643546,DEMO
2025_1,2025,1,A,NA,30.3163,8.9312,30.4617,68.6878,14.3401,NA,NA,NA,NA,NA,NA,137.33333333333334,2025-05-17,NA,NA,235.728724,NA,2025-09-11,NA,NA,0,0,1026.2,0,227.45924842135406,0.029087645945755445,-227.4301607754083,DEMO
2025_4,2025,4,A,NA,16.1973,5.746,19.7179,69.0209,12.4721,NA,NA,NA,NA,NA,NA,137.33333333333334,2025-05-17,NA,NA,201.96202265852725,NA,2025-09-11,NA,NA,0,0,1026.2,0,194.8770989977661,0.024921018151270694,-194.85217797961482,DEMO
2025_5,2025,5,A,NA,5.126,5.8185,24.1573,82.3028,12.752,NA,NA,NA,NA,NA,NA,137.33333333333334,2025-05-17,NA,NA,318.0148743669502,NA,2025-09-11,NA,NA,0,0,1026.2,0,306.85876155812826,0.03924131057982457,-306.81952024754844,DEMO
2025_8,2025,8,A,NA,5.8971,7.3715,31.8903,87.7641,18.0543,NA,NA,NA,NA,NA,NA,137.33333333333334,2025-05-17,NA,NA,328.2876609551491,NA,2025-09-11,NA,NA,0,0,1026.2,0,316.77117391456505,0.040508916725072425,-316.73066499784,DEMO
